field_id,month,oil_bbl,gas_mcf,water_bbl,potential_bbl,loss_bbl,downtime_loss_bbl,downtime_hours,maint_attributed_downtime_hours,lost_revenue_usd,well_days,loss_pct,oil_sold_bbl,gas_sold_mcf,revenue_usd,cost_energy_usd,cost_labor_usd,cost_maintenance_usd,cost_other_usd,cost_production_usd,cost_transportation_usd,cost_utilities_usd,opex_total_usd,cost_per_bbl_oil_sold,cost_per_boe_sold,revenue_per_bbl_oil_sold,operating_margin_usd
FIELD-003,2022-09-01,26023.8713436,39815.6,23096.0,29419.6,3395.7286564,2559.264166666667,342.35,254.094,229113.64720832798,240,11.542402535724484,25628.0,36671.6,1873679.29,87338.26,317966.66,49802.47,141197.44,362701.31,77417.55,177784.35,1214208.0400000003,47.37818167629157,38.25490202667933,73.11063251131576,659471.2499999998
FIELD-003,2022-10-01,41189.7,53270.8,30511.7,44322.2,3132.5,1631.57025,224.43,194.184,203964.744,278,7.067564335705358,40536.0,48996.2,2826940.35,92310.54,378184.47,19268.82,172058.01,480996.94,121352.8,185583.99,1449755.57,35.76464303335307,29.767865338955733,69.7390060686797,1377184.78
FIELD-003,2022-11-01,51505.9903785,59006.3,32023.8,56180.5,4674.509621499999,2806.8302916666667,274.81,268.829,346232.794123076,288,8.320519791564687,50782.1,54387.3,3969342.66,92931.36,389931.34,27803.88,145932.15,542443.4400000001,152461.78,176814.32,1528318.27,30.095609870407092,25.537240096145734,78.16420864832294,2441024.39
FIELD-003,2022-12-01,80673.7047874,81304.8,38484.3,87244.4,6570.6952126,3967.165791666667,361.68,322.176,477975.504722004,341,7.531366153701556,79507.6,74880.1,6091576.77,100001.73,458740.11,52986.3,144779.95,733847.2,241154.16,183843.82,1915353.27,24.090191000608744,20.821859935132572,76.6162828459166,4176223.4999999995
FIELD-003,2023-01-01,90822.8954497,94875.8,40146.3,99814.9,8992.0045503,6069.149458333333,518.85,468.52,644421.4376216,359,9.008679616269717,89280.4,87391.9,6790198.83,103898.58,489555.12,46752.119999999995,147346.53,806765.91,269335.02,188825.14,2052478.42,22.989126616816232,19.764690214313124,76.05475367493874,4737720.41
FIELD-003,2023-02-01,84564.2511327,89308.2,36721.1,96741.5,12177.276901700001,9396.417291666667,742.27,680.868,845063.763760892,336,12.587438588093011,83375.4,82173.1,6112051.2299999995,97860.42,443519.03,86948.5,146902.86,736819.29,248202.44,168366.59,1928619.1300000001,23.131752651261646,19.868145848696532,73.30760907893695,4183432.0999999996
FIELD-003,2023-03-01,95968.5,103671.2,42893.8,103785.1,7816.6,4383.296125,382.04,313.98199999999997,481964.62400000007,372,7.5315242746791204,94549.7,95297.7,6181894.58,109751.25,504858.65,104761.66,143532.61,843476.81,281600.4,186019.74,2174001.12,22.993210131814276,19.686217074388782,65.38248751714707,4007893.46
FIELD-003,2023-04-01,93221.8,101237.2,43387.9,97937.4,4715.599999999999,1618.0780833333333,126.5,97.44,284847.48,360,4.814912382807793,91800.7,93243.3,5927590.33,106681.56,485635.78,4677.18,144035.34,821048.03,273471.32,180692.32,2016241.5300000003,21.963247883730737,18.783473548146684,64.57020839710373,3911348.8
FIELD-003,2023-05-01,92923.0652451,101073.6,44245.8,97769.1,4846.034754900001,1511.87925,184.75,152.972,289108.229234092,372,4.9566118077183905,91567.8,93028.0,5766337.98,101896.29,501481.83,64780.28,141965.98,829497.16,276059.26,177459.27,2093140.07,22.85890968222454,19.5488171250997,62.97342493758723,3673197.91
FIELD-003,2023-06-01,75496.214092,82721.9,37648.4,91233.4,15737.185908,13204.153,1217.26,1189.512,957100.9654894,359,17.249369099474535,75041.2,76405.8,4813548.72,89691.39,489816.12,117403.66,146763.98,730599.39,223776.85,181607.95,1979659.34,26.38096592271979,22.553666341974697,64.14541238679551,2833889.38
FIELD-003,2023-07-01,82404.7762797,90206.7,41926.8,92361.9,9957.1237203,6838.21175,664.97,630.058,613441.1878820889,372,10.780553150487377,81208.8,82996.1,5255569.96,92951.89,507813.82,95860.68,124534.24,779012.96,241919.44,184106.83000000002,2026199.8599999999,24.95049625163775,21.31911023414512,64.71675434189397,3229370.1
FIELD-003,2023-08-01,81186.2730278,89339.2,42131.4,89906.3,8720.026972200001,5853.940416666666,601.52,553.98,574620.1140735401,371,9.699016611961564,80160.7,82335.7,5544845.72,90486.02,505650.08,55627.12,170158.93,775165.02,242526.35,186139.84,2025753.36,25.27115357026573,21.577351886623806,69.17162300229414,3519092.3599999994
FIELD-003,2023-09-01,110907.4583546,124494.2,54464.9,122793.7,11886.2416454,8077.953916666667,563.28,505.315,724568.0953223599,384,9.679846478605988,109248.7,114605.7,6986190.09,87489.06,519824.36,102597.65000000001,147080.84,931126.71,326775.3,181267.42,2296161.34,21.017745199714046,17.88989171376782,63.94758097808029,4690028.75
FIELD-003,2023-10-01,121002.5213352,136890.4,60340.1,130097.2,9094.6786648,5062.225833333333,493.39,412.783,638593.5992626359,404,6.990679787727945,119176.2,126035.3,8749492.6,91135.7,537028.68,73610.91,163969.85,990027.89,359773.01,186330.56,2401876.6,20.15399551252683,17.13397705959808,73.41644220909879,6347616.0
FIELD-003,2023-11-01,116159.4670984,131007.0,57399.4,135809.2,19649.7329016,15681.636166666667,1148.8700000000001,1115.44,1247832.07703401,419,14.468631654998335,114892.3,121248.9,7657940.14,88540.43,571449.39,75694.26999999999,147167.29,995180.63,348648.37,177741.29,2404421.6700000004,20.927613686905044,17.797288388010553,66.65320600249102,5253518.469999999
FIELD-003,2023-12-01,128087.7844618,144636.8,65036.3,134904.8,6817.0155382,2539.1764583333334,236.79,169.56,426064.12802205,433,5.053204584418049,126631.0,133480.2,8307135.04,101060.69,595479.42,21098.629999999997,169630.85,1064117.5,378952.49,183484.06,2513823.64,19.8515658882896,16.88515902650296,65.60111694608744,5793311.4
FIELD-003,2024-01-01,116635.9250051,132863.1,61217.4,129752.7,13116.774994899999,8861.649583333334,712.0600000000001,665.964,855914.969411309,432,10.109057456916117,116060.9,123592.2,7969043.11,104980.91,590571.96,88166.19,160133.46,1013693.3,347564.81,185821.4,2490932.03,21.462284283509778,18.22727441028658,68.66259963519153,5478111.08
FIELD-003,2024-02-01,110708.2146061,126641.9,60017.7,118983.7,8275.4853939,4616.880708333333,392.24,349.876,558411.193975103,406,6.955142085764689,109125.9,116356.8,7743321.47,102610.85,550124.36,47277.78,157574.61000000002,949962.23,324945.56,179904.88,2312400.27,21.190205716516427,17.99271444544646,70.95768713018633,5430921.199999999
FIELD-003,2024-03-01,111443.6035502,127892.4,61588.6,122871.4,11427.7964498,8010.673583333333,693.98,675.4019999999999,781908.336272826,434,9.300615480738399,109878.6,117525.7,7856944.5600000005,108875.78,591879.97,107483.06,155090.82,984184.44,325976.23,190770.61,2464260.9099999997,22.427123297894216,19.034007275771938,71.50568500144705,5392683.65
FIELD-003,2024-04-01,103673.5130638,118689.0,59064.7,115353.2,11679.6869362,8016.558916666667,653.25,622.3679999999999,794346.243075248,420,10.125152086114646,102064.4,109108.7,7283283.82,104086.39,562230.13,133451.53,140097.28,923322.97,306312.16,185290.66,2354791.12,23.071620663032363,19.582595529754812,71.35968878472808,4928492.7
FIELD-003,2024-05-01,104745.1767131,121169.4,61715.4,115604.8,10859.6232869,7226.689125,656.07,626.13,725574.180265225,434,9.393747739626727,103072.9,111445.3,7241838.37,106211.39,590447.07,43130.54,156436.77,949008.27,309016.12,186530.26,2340780.42,22.709950142083905,19.2423830842956,70.25938311622163,4901057.95
FIELD-003,2024-06-01,95724.5402196,111134.9,57860.4,108537.3,12812.7597804,9232.925333333333,900.64,852.212,767166.530791783,420,11.804936902244666,94239.6,102251.4,5959180.8,94398.77,562866.45,67763.27,145681.95,895753.67,281233.18,184180.12,2231877.4099999997,23.68301022075645,20.056140598392364,63.23436007792902,3727303.39
FIELD-003,2024-07-01,91706.6816832,106932.1,57173.2,109225.7,17519.0183168,14201.100458333334,1365.65,1279.9019999999998,1099082.911597025,434,16.039282253901785,90540.5,98470.8,5975049.09,95239.29,591103.42,90195.23,148168.71,885065.9,274479.41000000003,182831.73,2267083.69,25.0394430116909,21.197147606923835,65.99310905064584,3707965.4
FIELD-003,2024-08-01,94524.4798503,110508.2,60641.2,105742.9,11218.420149700001,7638.092708333334,745.16,697.98,722992.877705245,434,10.609147422380133,93117.0,101584.4,6292995.63,91737.24,590006.49,69557.36,145381.73,899656.78,275819.17,182943.76,2255102.5300000003,24.217946561852298,20.492039787583085,67.58159766745062,4037893.0999999996
FIELD-003,2024-09-01,96828.9457709,112425.2,62244.2,103287.7,6458.7542291,3147.93725,355.51,324.5,431711.88461830403,420,6.253168798511342,95395.0,103345.8,6653789.46,87674.92,573228.61,34556.63,169925.5,901501.4,290513.89999999997,177875.16,2235276.12,23.431795377116202,19.84807328761589,69.7498764086168,4418513.34
FIELD-003,2024-10-01,91672.0277098,107400.0,60443.0,103346.8,11674.772290199999,8664.066833333332,809.68,782.398,838418.7511601279,433,11.296694518069257,90683.6,99251.3,6789516.8100000005,90916.2,570641.53,102642.8,140534.99,875879.6,271836.45,188485.08,2240936.65,24.711597797176115,20.899291664030734,74.87039343387337,4548580.16
FIELD-003,2024-11-01,87497.8,101844.2,59334.2,97184.7,9686.9,6747.636125,493.04,470.84,729905.889,420,9.96751546282491,86260.3,93732.6,6778008.95,91786.83,552033.36,17314.08,131311.81,839959.03,259189.29,177735.0,2069329.4,23.989360111198312,20.31096047992587,78.5762274186387,4708679.550000001
FIELD-003,2024-12-01,90785.6377044,107067.6,63260.9,97424.5,6638.8622956,3395.4915833333334,375.86,333.472,449622.592011383,434,6.8143662996474195,89593.2,98452.1,6431161.75,101040.18,594103.65,39057.869999999995,164573.87,879575.86,270225.11,185847.97,2234424.5100000002,24.939666291638208,21.079101990797966,71.78180654335374,4196737.24
FIELD-004,2022-01-01,44561.382934,61714.1,56361.4,48561.3,3999.9170660000004,2503.1165416666668,330.08,321.42199999999997,265551.701457766,278,8.236840994783913,44016.1,56867.1,3092085.86,104217.28,370333.24,47095.38,133057.6,489096.84,132569.68,188543.95,1464913.97,33.28132138013136,27.38466630338571,70.24897389818726,1627171.89
FIELD-004,2022-02-01,38836.0,53634.6,49692.6,43077.0,4241.0,2925.1078333333335,418.8,404.688,273225.314,252,9.845160990783945,38255.6,49417.7,2650898.05,98776.02,341958.43,78451.52,153819.54,444163.28,115494.95,166593.25,1399256.99,36.5765270966865,30.096801628097808,69.29437912357929,1251641.0599999998
FIELD-004,2022-03-01,43031.6686593,60435.6,55602.2,46644.0,3612.3313407,2094.5182916666668,299.63,282.72999999999996,236246.34108399,277,7.744471616285053,42789.1,56044.8,3035087.4,111023.99,371217.15,50892.33,175321.39,490836.46,129962.73,188611.03,1517865.08,35.47317143852056,29.116976629535067,70.93132129444182,1517222.3199999998
FIELD-004,2022-04-01,40251.2160999,55874.7,52083.5,44628.4,4377.1839001,2935.3290833333335,431.12,412.762,326216.956482525,269,9.808068181023742,39796.0,51607.0,3165535.87,104253.05,364834.62,63329.24,166347.24,470968.1,120547.65,178924.68,1469204.5799999998,36.9183983314906,30.357243640295746,79.5440715147251,1696331.2900000003
FIELD-004,2022-05-01,40226.5671315,55967.9,53950.1,45939.1,5712.5328685,4353.175833333334,638.25,602.678,459410.328851928,279,12.435012589493482,39614.3,51451.7,3323564.91,106075.6,376594.39,57873.12,165930.52,475997.9,119135.70999999999,186042.3,1487649.54,37.55334664502465,30.870769927802517,83.89811027835907,1835915.37
FIELD-004,2022-06-01,40598.340517,56933.9,55723.3,43809.7,3211.3594829999997,1725.9373333333333,239.95,220.527,234927.503396444,270,7.33024760041726,39992.9,52249.7,3098653.46,97309.31,366844.22,39392.630000000005,140887.7,469684.66000000003,120572.15,180154.52,1414845.19,35.377409240140125,29.051556721243255,77.4800892158358,1683808.27
FIELD-004,2022-07-01,41157.779654,58130.5,56873.8,44304.8,3147.0224423,1823.3130833333335,260.88,212.91,258613.410618411,278,7.103118493481519,40647.0,53690.0,3537502.29,95976.62,380620.27,64451.469999999994,165081.02,480950.68,120175.57,187994.27,1495249.9000000001,36.78623022609295,30.149003938542606,87.02984943538269,2042252.39
FIELD-004,2022-08-01,41194.2,57516.1,57662.0,43748.6,2554.4,1105.903875,164.92000000000002,128.568,191493.937,279,5.838815413521805,40567.7,52923.7,3240523.77,91747.13,372742.76,33257.509999999995,140673.77,484215.53,116112.69,190081.26,1428830.6500000001,35.220893715936576,28.93053957768015,79.87940578341883,1811693.1199999999
FIELD-004,2022-09-01,37828.174231,53599.4,53688.0,41257.5,3429.325769,2137.596125,370.90000000000003,299.922,241299.81835292,268,8.312005741986304,37604.3,49768.0,2829500.7,87354.44,360677.4,46857.44,153434.42,455116.18,114839.14,178749.05,1397028.07,37.150753238326466,30.43702661425203,75.24407315120877,1432472.6300000001
FIELD-004,2022-10-01,39518.7807833,56098.6,56629.0,42560.4,3041.6192167000004,1714.1650833333333,300.7,295.359,206646.03709360302,279,7.146594526132273,38903.2,51595.4,2829327.34,91708.34,377916.66,43834.61,154771.47,472586.3,115901.65,187918.39,1444637.42,37.13415400275556,30.41186142744968,72.72736792860228,1384689.92
FIELD-004,2022-11-01,50000.3307459,71580.7,59718.0,55338.6,5338.3,3573.0841666666665,334.38,303.742,410906.197,291,9.64661194898317,49251.5,65852.6,4041769.82,92771.19,394788.81,53874.07,156222.96,535691.32,147923.87,183218.48,1564490.6999999997,31.765341157122112,25.97659574232569,82.06389287635909,2477279.12
FIELD-004,2022-12-01,56681.717574199996,80734.8,63004.2,62214.6,5532.9023393,3605.12475,426.24,385.448,416470.062301557,310,8.893253897477441,55931.8,74235.2,4501819.66,100613.78,417824.96,53480.119999999995,148056.3,590145.52,166822.72,186511.59,1663454.99,29.74077340618396,24.353579177504596,80.48765925645161,2838364.67
FIELD-004,2023-01-01,53779.8937995,76974.5,59711.9,61360.8,7580.9062005,5696.4837974,753.36,729.72,568837.4788352869,310,12.35464042271287,52992.2,70866.3,4272889.91,103531.5,414118.22,81242.15,145936.36,568638.88,159757.98,185830.04,1659055.13,31.307534505078106,25.6014186016905,80.63243099927915,2613834.7800000003
FIELD-004,2023-02-01,51520.5924952,74144.0,59693.1,54780.9,3260.3075048,1469.2703333333334,161.26,140.32,236395.195185312,280,5.95154060046476,50684.9,68148.3,3945929.14,98297.97,375333.89,35423.4,152004.35,534350.51,152902.58000000002,164316.44,1512629.1400000001,29.84378266505409,24.380354899307658,77.85216385945321,2433300.0
FIELD-004,2023-03-01,56048.5,80247.7,65443.1,59649.3,3600.7999999999997,1729.2371666666666,211.28,183.954,231446.99399999998,309,6.036617361813131,55301.4,74042.5,3829652.84,111146.56,421483.33999999997,66713.91,140217.76,585010.98,164385.12,180328.55,1669286.22,30.1852434115592,24.67831738207307,69.2505585753706,2160366.62
FIELD-004,2023-04-01,53456.5081345,77316.8,63321.3,56768.2,3311.7000000000003,1532.2025833333335,226.75,203.152,209102.222,300,5.833723810161323,52634.0,71004.0,3597864.31,105641.69,412668.71,33943.67,148519.82,561658.66,158203.51,178964.96,1599601.0200000003,30.391021393015926,24.812325805050573,68.35627750123494,1998263.2899999998
FIELD-004,2023-05-01,51444.0704174,74788.2,62756.6,57926.5,6482.429582600001,4729.974958333333,634.24,591.98,403266.54582349205,310,11.190784153366769,50579.2,68719.2,3376666.64,103352.23,420175.28,50891.11,157890.61,561990.33,150827.08,184233.21,1629359.85,32.214029680184744,26.266271335624612,66.75998513222828,1747306.79
FIELD-004,2023-06-01,46513.5,67958.6,58343.4,55063.4,8549.9,6970.306041666667,791.55,751.5329999999999,543474.89,300,15.527373899904473,45790.5,62526.0,3114735.0100000002,96893.32,404504.32,107728.65000000001,164295.33,523602.79,138999.64,184060.06,1620084.1099999999,35.380354221945595,28.821221814041607,68.02142387613152,1494650.9000000004
FIELD-004,2023-07-01,53159.2292317,76680.9,66972.6,55988.9,2829.6707683,945.5041249999999,101.26,68.32,181924.910432301,309,5.053985286905083,52393.4,70572.4,3580655.83,96033.6,419650.34,16743.71,141242.65,573205.0,152836.26,188516.18,1588227.74,30.313507808235386,24.75592217654614,68.34173445510312,1992428.09
FIELD-004,2023-08-01,47791.9,69271.4,61096.9,55145.6,7353.700000000001,5649.092416666666,838.21,813.324,505947.752,310,13.335062090175828,47143.4,63785.6,3439942.45,89797.13,397223.23,135340.5,131580.75,527747.08,144401.91,181633.72,1607724.3199999998,34.102850452025095,27.827656802617074,72.96763597873722,1832218.1300000004
FIELD-004,2023-09-01,47917.7187035,70188.8,62433.7,52750.3,4832.5812965,3259.6157916666666,441.8,405.58,310020.705380385,300,9.161239455510204,47236.1,64556.7,3191709.87,87133.14,413934.38,82388.45999999999,137621.06,534904.06,140252.69,183607.73,1579841.52,33.44563839944449,27.240736918608413,67.5692927654908,1611868.35
FIELD-004,2023-10-01,110394.4203936,158994.6,87192.7,118223.8,7829.3796064,4176.609833333333,391.94,341.348,571812.745392416,362,6.622507148645196,108761.0,146300.8,8397476.46,92014.37,487489.32,32050.55,174478.65,907420.86,323606.56,185020.66999999998,2202080.98,20.24697253611129,16.539034892925827,77.21036456082604,6195395.48
FIELD-004,2023-11-01,107284.869153,154804.7,83939.1,117860.6,10575.730846999999,6912.521374999999,519.31,485.24199999999996,699119.278762385,359,8.973084174864203,105771.3,142751.6,7409801.51,90796.71,489156.45,64974.56,166093.29,886133.18,316011.18,178521.68,2191687.05,20.72099945826514,16.91596445699487,70.05493465618746,5218114.46
FIELD-004,2023-12-01,112092.5885864,163828.7,90848.1,118158.3,6065.7114136,2527.326541666667,183.49,129.636,396685.562819072,372,5.1335466180539155,110531.9,150993.7,7633195.74,101709.4,506276.68,28731.91,139448.15,921267.07,328520.52,186524.54,2212478.27,20.016649220722705,16.30448606833999,69.05875805989041,5420717.470000001
FIELD-004,2024-01-01,101960.2010699,149036.2,85139.1,113828.1,11867.8989301,8195.031041666667,706.61,655.9019999999999,814563.5672469231,372,10.426159208578548,100460.6,137291.6,7282811.24,104623.0,504488.74,103369.29000000001,162053.22,871732.29,300825.39,185536.92,2232628.85,22.223925100984864,18.101045840904842,72.49420409593412,5050182.390000001
FIELD-004,2024-02-01,97572.983143,143096.8,84697.0,101972.5,4399.5168570000005,1144.3045416666666,104.06,91.71000000000001,309148.04144134,347,4.31441502071637,97335.9,132960.0,7266321.23,102657.77,466504.2,10591.75,128499.47,832842.12,290561.56,170062.47,2001719.34,20.56506735952511,16.75136418906423,74.65201667627258,5264601.890000001
FIELD-004,2024-03-01,91897.073745,135383.5,81979.4,106908.2,15011.128344499999,12127.710625,972.36,951.386,1060139.662099115,372,14.041138420158603,90534.1,124475.7,6787251.84,110394.86,484928.7,93497.01,142090.58,808085.07,268882.06,189709.78,2097588.06,23.169038627434304,18.84963261608887,74.96900990897352,4689663.779999999
FIELD-004,2024-04-01,89168.3703707,130823.1,81156.3,100414.3,11245.9296293,7999.474708333333,646.61,605.682,792545.8502174941,360,11.199529976606918,87924.6,120544.9,6598714.89,105682.47,489966.97,79458.56999999999,140256.52,797572.11,264589.41,179360.1,2056886.15,23.393750440718524,19.042523868120675,75.04970042513699,4541828.74
FIELD-004,2024-05-01,93911.9168978,138882.3,86435.9,101033.4,7121.507634,3926.9421666666667,423.46000000000004,388.446,492353.86723435996,372,7.048666712196165,92312.8,127627.2,6811349.64,105409.79,502603.22,104857.03,166704.39,832731.67,278751.35,188798.37,2179855.8200000003,23.61379808650588,19.191574693618822,73.78553830021404,4631493.819999999
FIELD-004,2024-06-01,89616.299859,132427.5,85447.4,95430.8,5814.5001409999995,2844.653041666667,227.39000000000001,203.398,363242.925393165,360,6.0928967807039225,88384.6,121893.9,5910342.04,98046.22,488117.45,28797.46,137008.68,800096.25,263796.76,182526.88,1998389.7000000002,22.610157199331105,18.384407579559387,66.87072227514747,3911952.34
FIELD-004,2024-07-01,79683.4076544,118380.3,78502.3,96173.2,16489.7923456,13592.954666666667,1230.39,1194.008,1081840.878651584,372,17.145932906048667,78454.9,108936.6,5454318.5,90647.84,496969.46,174616.27,144586.7,755739.25,235793.26,185968.63999999998,2084321.42,26.56712863058904,21.574369585243915,69.52170610121229,3369997.08
FIELD-004,2024-08-01,84813.1962816,127222.4,85698.4,93705.5,8892.3037184,5861.3195000000005,487.86,451.536,595639.9681027,371,9.489628376562742,83544.3,117213.6,5942025.57,92321.21,497502.39,48169.91,158533.97,756816.87,249199.31,184660.21,1987203.87,23.78622922210133,19.278286746494707,71.1242486920113,3954821.7
FIELD-004,2024-09-01,78896.2285757,118627.5,80578.5,88394.2,9497.9714243,6646.048458333334,678.39,636.89,658811.658703093,360,10.745016555724245,77712.8,109233.0,5696312.17,85614.81999999999,488188.85,55206.799999999996,142347.66,747938.94,233679.99,184499.2,1937476.2599999998,24.93123732512533,20.19923476542015,73.29953585509723,3758835.91
FIELD-004,2024-10-01,83041.6675504,124694.6,86436.6,89308.5,6266.8324496000005,3441.3559999999998,432.67,353.818,466870.15237898903,371,7.017061589434377,81880.5,114770.3,6437092.62,91413.84,505598.29,59239.07,171031.24,778607.05,245580.92,186105.53,2037575.94,24.884752047190723,20.172244982413265,78.61569751039625,4399516.68
FIELD-004,2024-11-01,70332.1750289,106064.1,75121.1,84834.7,14502.5249711,12105.121458333333,1269.01,1173.964,1131806.924477593,360,17.09503890636732,69230.9,97498.6,5668054.1,89239.65,481589.86,55468.73,151872.69,706057.39,210074.07,180952.34,1875254.73,27.086961602405864,21.937764445761616,81.87173790893951,3792799.3699999996
FIELD-004,2024-12-01,80588.879309,121111.4,86962.6,85597.7,5008.820691,2315.583625,278.77,254.76999999999998,351993.14143948996,372,5.851583268008369,79317.1,111440.3,5996065.3,100287.18,505237.04,46055.09,139269.18,766426.0,237804.38,183413.68,1978492.55,24.944085827646244,20.211285945569443,75.59612366059777,4017572.75
