equipment_id,date,temperature_c_mean,pressure_psi_mean,vibration_mm_s_mean,vibration_mm_s_max,flow_rate_mean,energy_kwh_sum,operating_hours_sum
EQ-0016,2023-12-22,69.215,899.45,2.3115,2.321,90.585,2389.9,24.0
EQ-0016,2023-12-23,65.87,898.3,2.4135,2.444,86.875,2396.2,24.0
EQ-0016,2023-12-24,68.55000000000001,890.9000000000001,2.6345,2.75,88.75,2370.1,24.0
EQ-0016,2023-12-25,66.84,901.85,2.5229999999999997,2.55,87.295,2311.5,24.0
EQ-0016,2023-12-26,65.71,900.525,2.6325000000000003,2.658,90.41999999999999,2352.8,24.0
EQ-0016,2023-12-27,67.00999999999999,911.95,2.473,2.521,87.56,2371.2,24.0
EQ-0016,2023-12-28,64.845,892.8,2.2565,2.375,92.305,2352.0,24.0
EQ-0016,2023-12-29,65.85,900.15,2.395,2.438,68.86,1878.9,19.08
EQ-0016,2023-12-30,63.265,907.65,2.515,2.539,92.895,2424.2,24.0
EQ-0016,2023-12-31,62.620000000000005,906.8,2.503,2.518,91.73,2309.0,24.0
EQ-0016,2024-01-01,63.08,892.4,2.6685,2.679,92.025,2394.1000000000004,24.0
EQ-0016,2024-01-02,64.75999999999999,909.55,2.412,2.579,92.9,2392.1,24.0
EQ-0016,2024-01-03,66.03999999999999,891.0999999999999,2.3565,2.403,93.075,2482.1,24.0
EQ-0016,2024-01-04,65.74000000000001,901.25,2.431,2.434,93.125,2333.8,24.0
EQ-0016,2024-01-05,65.445,907.8499999999999,2.3835,2.414,91.7,2447.2,24.0
EQ-0016,2024-01-06,66.06,897.5,2.4705,2.577,90.94,2333.9,24.0
EQ-0016,2024-01-07,65.285,901.5,2.5375,2.636,90.09,2483.5,24.0
EQ-0016,2024-01-08,64.6,899.95,2.4375,2.452,91.595,2501.2,24.0
EQ-0016,2024-01-09,65.22999999999999,900.65,2.2095000000000002,2.309,90.875,2303.0,24.0
EQ-0016,2024-01-10,62.379999999999995,905.65,2.5775,2.595,93.005,2371.3999999999996,24.0
EQ-0016,2024-01-11,62.485,904.75,2.4635,2.573,91.57,2385.8,24.0
EQ-0016,2024-01-12,62.835,913.25,2.607,2.737,88.94,2319.0,24.0
EQ-0016,2024-01-13,64.83500000000001,909.3,2.8305,2.881,92.705,2511.1,24.0
EQ-0016,2024-01-14,65.735,877.6500000000001,2.617,2.624,86.83,2366.2,24.0
EQ-0016,2024-01-15,66.83,896.15,2.7065,2.736,89.285,2469.0,24.0
EQ-0016,2024-01-16,65.055,904.05,2.6905,2.804,94.03,2476.0,24.0
EQ-0016,2024-01-17,63.55,898.65,2.6875,2.704,91.03,2353.3999999999996,24.0
EQ-0016,2024-01-18,63.4625,909.25,2.6550000000000002,2.668,88.95,2415.0,24.0
EQ-0016,2024-01-19,63.745,898.3,2.6605,2.721,89.675,2382.5,24.0
EQ-0016,2024-01-20,64.56,907.1500000000001,2.9505,2.966,89.485,2521.1,24.0
EQ-0016,2024-01-21,63.620000000000005,905.9000000000001,2.907,2.921,91.16,2536.3,24.0
EQ-0016,2024-01-22,69.71000000000001,936.9000000000001,3.1435,3.295,88.975,2452.6,24.0
EQ-0016,2024-01-23,68.19,885.95,2.4050000000000002,2.461,54.835,1451.9,15.06
EQ-0016,2024-01-24,64.715,909.1,2.442,2.593,87.945,2471.0,24.0
EQ-0016,2024-01-25,63.275,915.05,2.528,2.549,89.85,2363.3,24.0
EQ-0016,2024-01-26,64.055,901.75,2.5985,2.75,89.925,2396.0,24.0
EQ-0016,2024-01-27,64.215,905.0,2.7685,2.788,90.16499999999999,2485.9,24.0
EQ-0016,2024-01-28,64.695,885.95,2.6654999999999998,2.808,89.39500000000001,2404.3,24.0
EQ-0016,2024-01-29,65.38,916.05,2.6100000000000003,2.681,89.47,2250.8,24.0
EQ-0016,2024-01-30,64.65,893.7,2.564,2.615,89.23,2450.4,24.0
EQ-0016,2024-01-31,63.849999999999994,906.6500000000001,2.3865,2.453,90.5,2410.1,24.0
EQ-0016,2024-02-01,63.06999999999999,891.05,2.4095,2.449,91.08500000000001,2428.8,24.0
EQ-0016,2024-02-02,64.75,895.2,2.6025,2.726,87.91499999999999,2366.6,24.0
EQ-0016,2024-02-03,66.055,912.6500000000001,2.6695,2.674,92.315,2378.5,24.0
EQ-0016,2024-02-04,66.9,910.65,2.398,2.523,92.50999999999999,2420.5,24.0
EQ-0016,2024-02-05,66.735,904.05,2.2344999999999997,2.259,89.345,2475.6,24.0
EQ-0016,2024-02-06,67.645,912.1500000000001,2.4785,2.57,89.21000000000001,2329.5,24.0
EQ-0016,2024-02-07,65.87,910.75,2.5115,2.527,87.475,2312.4,24.0
EQ-0016,2024-02-08,66.31,902.5999999999999,2.563,2.567,92.66,2430.0,24.0
EQ-0016,2024-02-09,66.48,916.0999999999999,2.4995000000000003,2.563,88.505,2481.3,24.0
EQ-0016,2024-02-10,65.67,897.35,2.4844999999999997,2.518,90.93,2309.8999999999996,24.0
EQ-0016,2024-02-11,64.265,910.0999999999999,2.4495,2.566,89.63,2401.3,24.0
EQ-0016,2024-02-12,64.345,896.5,2.442,2.504,93.325,2425.6,24.0
EQ-0016,2024-02-13,64.025,920.45,2.4924999999999997,2.55,86.725,2477.0,24.0
EQ-0016,2024-02-14,64.09,897.75,2.549,2.651,90.18,2525.6,24.0
EQ-0016,2024-02-15,65.69,895.65,2.394,2.412,87.61500000000001,2393.6,24.0
EQ-0016,2024-02-16,65.845,896.55,2.58,2.636,89.07,2442.9,24.0
EQ-0016,2024-02-17,65.495,903.8,2.527,2.581,90.49000000000001,2414.6000000000004,24.0
EQ-0016,2024-02-18,65.175,897.1,2.753,2.843,89.685,2391.2,24.0
EQ-0016,2024-02-19,64.41,900.55,2.9275,2.956,91.405,2385.4,24.0
EQ-0016,2024-02-20,65.42,912.25,2.7175000000000002,2.819,89.595,2446.7,24.0
EQ-0016,2024-02-21,67.69999999999999,889.1500000000001,2.5685000000000002,2.597,90.99000000000001,2314.7,24.0
EQ-0016,2024-02-22,67.95,891.3,2.5745,2.721,91.89500000000001,2554.8,24.0
EQ-0016,2024-02-23,65.37,899.25,2.4005,2.475,88.105,2543.8,24.0
EQ-0016,2024-02-24,65.65,890.5,2.534,2.538,92.175,2388.4,24.0
EQ-0016,2024-02-25,64.85499999999999,884.35,2.4825,2.589,89.86,2314.5,24.0
EQ-0016,2024-02-26,65.56,906.3,2.5015,2.544,87.24000000000001,2415.9,24.0
EQ-0016,2024-02-27,66.38,898.7,2.431,2.526,92.65,2277.5,24.0
EQ-0016,2024-02-28,66.33500000000001,900.0,2.464,2.525,91.645,2358.9,24.0
EQ-0016,2024-02-29,65.705,888.45,2.42,2.459,91.62,2334.3,24.0
EQ-0016,2024-03-01,65.19,916.75,2.423,2.472,90.825,2311.0,24.0
EQ-0016,2024-03-02,64.53999999999999,911.55,2.6100000000000003,2.656,88.45500000000001,2449.6,24.0
EQ-0016,2024-03-03,63.45,875.45,2.6799999999999997,2.772,89.92500000000001,2450.3,24.0
EQ-0016,2024-03-04,67.17,883.55,2.698,2.701,90.545,2321.1000000000004,24.0
EQ-0016,2024-03-05,67.435,901.3,2.7695,2.831,89.98,2298.1,24.0
EQ-0016,2024-03-06,66.795,897.1,2.6105,2.751,88.435,2384.0,24.0
EQ-0016,2024-03-07,63.33,878.5,2.4939999999999998,2.621,89.4,2422.9,24.0
EQ-0016,2024-03-08,62.245000000000005,891.6,2.582,2.606,88.97,2309.3,24.0
EQ-0016,2024-03-09,63.585,912.1,2.7365,2.798,91.815,2381.2,24.0
EQ-0016,2024-03-10,63.34,909.3,2.6710000000000003,2.705,90.18,2282.7,24.0
EQ-0016,2024-03-11,65.525,894.4,2.7275,2.729,88.785,2493.1000000000004,24.0
EQ-0016,2024-03-12,64.735,896.2,2.491,2.523,86.865,2404.4,24.0
EQ-0016,2024-03-13,62.26,905.05,2.5585,2.616,88.465,2369.5,24.0
EQ-0016,2024-03-14,62.695,895.9000000000001,2.5305,2.542,88.58000000000001,2298.5,24.0
EQ-0016,2024-03-15,63.36,873.7,2.5415,2.574,90.385,2538.3,24.0
EQ-0016,2024-03-16,64.52,910.35,2.5455,2.632,84.6,2406.3,24.0
EQ-0016,2024-03-17,66.73,902.6,2.6574999999999998,2.745,86.065,2364.7,24.0
EQ-0016,2024-03-18,66.17500000000001,894.8,2.6045,2.646,89.54,2368.7,24.0
EQ-0016,2024-03-19,63.69,899.45,2.5355,2.691,89.41499999999999,2416.3999999999996,24.0
EQ-0016,2024-03-20,64.4,909.7,2.3125,2.357,89.65,2413.7,24.0
EQ-0016,2024-03-21,65.41499999999999,904.95,2.4314999999999998,2.46,90.67,2446.7,24.0
EQ-0016,2024-03-22,64.465,901.2,2.4735,2.5,91.28999999999999,2242.1,24.0
EQ-0016,2024-03-23,62.94,888.4,2.7645,2.785,88.285,2385.0,24.0
EQ-0016,2024-03-24,62.79,909.45,2.5695,2.595,91.83500000000001,2458.2,24.0
EQ-0016,2024-03-25,64.91499999999999,909.25,2.481,2.529,93.64,2442.2,24.0
EQ-0016,2024-03-26,65.815,909.3499999999999,2.3449999999999998,2.386,88.22,2264.9,24.0
EQ-0016,2024-03-27,64.07,882.1500000000001,2.4945,2.565,92.925,2294.2,24.0
EQ-0016,2024-03-28,64.15,911.4,2.727,2.772,93.19,2399.6000000000004,24.0
EQ-0016,2024-03-29,64.92,899.1500000000001,2.6319999999999997,2.671,88.85,2409.6000000000004,24.0
EQ-0016,2024-03-30,64.92,911.1500000000001,2.628,2.755,87.675,2435.8,24.0
EQ-0016,2024-03-31,64.245,909.5999999999999,2.7305,2.745,91.575,2226.0,24.0
EQ-0016,2024-04-01,65.055,898.7,2.7,2.81,90.65,2380.3,24.0
EQ-0016,2024-04-02,64.045,909.05,2.554,2.707,89.58,2453.0,24.0
EQ-0016,2024-04-03,63.29,894.25,2.3935,2.423,90.1,2547.6,24.0
EQ-0016,2024-04-04,65.18,885.8499999999999,2.4755000000000003,2.48,94.62,2359.7,24.0
EQ-0016,2024-04-05,63.59,897.35,2.4515000000000002,2.476,91.235,2541.6,24.0
EQ-0016,2024-04-06,64.19,918.3,2.5805,2.597,87.575,2326.2,24.0
EQ-0016,2024-04-07,64.345,909.2,2.5469999999999997,2.549,89.725,2440.1,24.0
EQ-0016,2024-04-08,65.16,893.6,2.615,2.689,87.42,2381.7,24.0
EQ-0016,2024-04-09,66.57,893.65,2.454,2.47,91.095,2474.1,24.0
EQ-0016,2024-04-10,63.644999999999996,907.5,2.4749999999999996,2.537,90.275,2353.2,24.0
EQ-0016,2024-04-11,63.825,895.8,2.5854999999999997,2.622,93.71000000000001,2437.5,24.0
EQ-0016,2024-04-12,65.71000000000001,889.5999999999999,2.705,2.748,92.53999999999999,2375.3,24.0
EQ-0016,2024-04-13,67.60499999999999,906.3,2.435,2.455,93.285,2387.2,24.0
EQ-0016,2024-04-14,67.875,897.4000000000001,2.4234999999999998,2.459,91.785,2503.8,24.0
EQ-0016,2024-04-15,68.85499999999999,898.0,2.3925,2.395,60.599999999999994,1659.7,16.8
EQ-0016,2024-04-16,65.02000000000001,888.9000000000001,2.431,2.594,91.2,2440.1,24.0
EQ-0016,2024-04-17,63.025,899.6,2.4619999999999997,2.502,91.05000000000001,2501.3,24.0
EQ-0016,2024-04-18,62.745000000000005,917.35,2.472,2.489,86.855,2485.8,24.0
EQ-0016,2024-04-19,66.325,896.1,2.623,2.719,88.785,2372.15,24.0
EQ-0016,2024-04-20,65.145,899.4,2.799,2.955,88.025,2439.0,24.0
EQ-0016,2024-04-21,61.89,897.65,2.535,2.573,90.065,2349.0,24.0
EQ-0016,2024-04-22,62.989999999999995,899.25,2.38,2.4,90.255,2478.1000000000004,24.0
EQ-0016,2024-04-23,64.36,898.75,2.5365,2.62,91.815,2407.8,24.0
EQ-0016,2024-04-24,64.07499999999999,886.25,2.6085,2.703,88.655,2386.6,24.0
EQ-0016,2024-04-25,61.99,908.8,2.2625,2.354,90.105,2464.0,24.0
EQ-0016,2024-04-26,62.834999999999994,886.7,2.428,2.446,91.88499999999999,2392.4,24.0
EQ-0016,2024-04-27,63.87,898.65,2.4755000000000003,2.499,90.31,2330.1,24.0
EQ-0016,2024-04-28,64.215,908.4,2.3754999999999997,2.377,89.535,2461.9,24.0
EQ-0016,2024-04-29,64.83,896.75,2.208,2.222,92.97999999999999,2371.1,24.0
EQ-0016,2024-04-30,64.84,888.7,2.4370000000000003,2.532,90.17,2425.6,24.0
EQ-0016,2024-05-01,64.575,906.35,2.339,2.378,89.63499999999999,2460.7,24.0
EQ-0016,2024-05-02,65.36,879.25,2.6065,2.653,93.87,2529.9,24.0
EQ-0016,2024-05-03,63.005,906.95,2.5564999999999998,2.6,88.68,2483.5,24.0
EQ-0016,2024-05-04,63.349999999999994,892.15,2.4495,2.492,89.485,2225.7,24.0
EQ-0016,2024-05-05,64.38,892.45,2.5940000000000003,2.608,91.105,2479.8999999999996,24.0
EQ-0016,2024-05-06,66.415,895.2,2.6734999999999998,2.691,92.08500000000001,2396.2,24.0
EQ-0016,2024-05-07,48.144999999999996,911.0,0.382,0.398,0.0,0.0,0.0
EQ-0016,2024-05-08,46.92,902.05,0.3615,0.363,0.0,0.0,0.0
EQ-0016,2024-05-09,68.59,894.6500000000001,2.502,2.54,43.075,1188.0,11.34
EQ-0016,2024-05-10,63.82,890.8,2.6805,2.775,89.75999999999999,2340.3,24.0
EQ-0016,2024-05-11,61.415,895.5,2.5564999999999998,2.56,87.685,2497.3,24.0
EQ-0016,2024-05-12,65.67999999999999,904.75,2.6265,2.647,88.715,2444.7,24.0
EQ-0016,2024-05-13,69.205,879.65,2.482,2.514,89.245,2470.2,24.0
EQ-0016,2024-05-14,67.86500000000001,899.45,2.439,2.551,91.4,2463.2,24.0
EQ-0016,2024-05-15,68.09,909.15,2.715,2.762,89.92,2327.2,24.0
EQ-0016,2024-05-16,69.475,914.4000000000001,2.972,3.057,89.22,2376.6,24.0
EQ-0016,2024-05-17,70.44,906.0,3.3385,3.407,87.66999999999999,2303.3,24.0
EQ-0016,2024-05-18,69.37,910.25,3.63,3.652,89.075,2556.2,24.0
EQ-0016,2024-05-19,69.74,935.7,3.5895,3.76,84.82499999999999,2448.3,24.0
EQ-0016,2024-05-20,66.11500000000001,913.35,2.7005,2.708,56.43,1492.4,15.04
EQ-0016,2024-05-21,64.74,900.3,2.607,2.635,87.155,2438.8,24.0
EQ-0016,2024-05-22,66.41,895.6,2.5035,2.516,92.05,2476.6,24.0
EQ-0016,2024-05-23,67.595,898.45,2.4195,2.495,88.64,2492.8,24.0
EQ-0016,2024-05-24,66.47,895.0,2.3555,2.382,91.405,2323.1000000000004,24.0
EQ-0016,2024-05-25,64.25,909.75,2.5225,2.557,88.155,2281.1,24.0
EQ-0016,2024-05-26,64.19,906.7,2.4595000000000002,2.545,90.695,2407.3,24.0
EQ-0016,2024-05-27,63.785000000000004,900.95,2.5229999999999997,2.597,92.555,2376.4,24.0
EQ-0016,2024-05-28,66.1,889.2,2.534,2.566,88.33500000000001,2412.3999999999996,24.0
EQ-0016,2024-05-29,66.57,906.4,2.528,2.625,92.685,2394.8999999999996,24.0
EQ-0016,2024-05-30,66.95500000000001,895.9000000000001,2.3970000000000002,2.482,88.85499999999999,2405.1,24.0
EQ-0016,2024-05-31,68.31,912.2,2.4885,2.489,89.695,2465.2,24.0
EQ-0016,2024-06-01,66.86500000000001,901.9000000000001,2.6105,2.635,91.965,2358.2,24.0
EQ-0016,2024-06-02,65.2,905.7,2.5705,2.594,92.22,2344.8,24.0
EQ-0016,2024-06-03,65.53,881.8499999999999,2.557,2.631,93.745,2349.8999999999996,24.0
EQ-0016,2024-06-04,67.61,893.4000000000001,2.6385,2.724,92.72,2470.0,24.0
EQ-0016,2024-06-05,66.745,884.85,2.48,2.513,91.515,2342.8,24.0
EQ-0016,2024-06-06,67.245,889.05,2.535,2.575,88.05000000000001,2454.7,24.0
EQ-0016,2024-06-07,64.875,904.2,2.556,2.59,87.985,2472.7,24.0
EQ-0016,2024-06-08,63.605000000000004,904.3,2.806,2.81,89.13,2447.1000000000004,24.0
EQ-0016,2024-06-09,63.39,900.8,2.6864999999999997,2.751,92.9,2335.9,24.0
EQ-0016,2024-06-10,65.36500000000001,903.8499999999999,2.7205,2.762,94.78999999999999,2458.5,24.0
EQ-0016,2024-06-11,67.225,892.85,2.5035,2.571,87.285,2463.7,24.0
EQ-0016,2024-06-12,67.725,897.35,2.412,2.456,91.43,2410.5,24.0
EQ-0016,2024-06-13,66.27,899.9000000000001,2.4800000000000004,2.486,90.22999999999999,2376.0,24.0
EQ-0016,2024-06-14,66.515,891.0999999999999,2.4015000000000004,2.474,87.435,2393.4,24.0
EQ-0016,2024-06-15,65.83500000000001,919.7,2.326,2.349,88.84,2377.3999999999996,24.0
EQ-0016,2024-06-16,67.215,902.8,2.585,2.73,90.6,2467.5,24.0
EQ-0016,2024-06-17,66.345,894.8499999999999,2.725,2.748,92.275,2346.1,24.0
EQ-0016,2024-06-18,67.705,906.6,2.6375,2.698,90.88999999999999,2513.8,24.0
EQ-0016,2024-06-19,66.80000000000001,903.9000000000001,2.5805,2.596,87.13499999999999,2421.5,24.0
EQ-0016,2024-06-20,65.615,917.35,2.4215,2.425,90.905,2288.1,24.0
EQ-0016,2024-06-21,64.515,878.65,2.3865,2.526,88.58500000000001,2418.7,24.0
EQ-0016,2024-06-22,65.24000000000001,905.95,2.54,2.617,91.405,2247.2,24.0
EQ-0016,2024-06-23,64.875,907.4000000000001,2.4,2.51,91.32,2443.6000000000004,24.0
EQ-0016,2024-06-24,65.55,899.0,2.439,2.476,89.21000000000001,2414.7,24.0
EQ-0016,2024-06-25,66.18,886.1500000000001,2.5505,2.605,92.2,2382.2,24.0
EQ-0016,2024-06-26,64.64,896.6,2.8785,2.91,90.405,2535.7,24.0
EQ-0016,2024-06-27,65.45500000000001,908.3,2.622,2.681,87.125,2389.1,24.0
EQ-0016,2024-06-28,66.795,908.85,2.5869999999999997,2.625,91.095,2469.3999999999996,24.0
EQ-0016,2024-06-29,67.44,898.2,2.769,2.863,91.565,2431.3,24.0
EQ-0016,2024-06-30,64.43,890.5999999999999,2.646,2.674,87.775,2386.0,24.0
EQ-0016,2024-07-01,61.95,894.4,2.677,2.677,92.39,2459.4,24.0
EQ-0016,2024-07-02,62.325,899.425,2.41,2.628,91.235,2420.9,24.0
EQ-0016,2024-07-03,62.43,898.5,2.4314999999999998,2.442,87.055,2370.0,24.0
EQ-0016,2024-07-04,64.225,917.0,2.669,2.724,89.39,2320.3999999999996,24.0
EQ-0016,2024-07-05,63.45,889.5,2.323,2.334,93.14,2300.2,24.0
EQ-0016,2024-07-06,65.35,893.15,2.4539999999999997,2.496,88.945,2281.3999999999996,24.0
EQ-0016,2024-07-07,66.16,908.45,2.5010000000000003,2.575,90.77000000000001,2570.3,24.0
EQ-0016,2024-07-08,63.42,898.7,2.5335,2.556,90.72999999999999,2406.7,24.0
EQ-0016,2024-07-09,65.85,903.2,2.6959999999999997,2.743,89.355,2323.9,24.0
EQ-0016,2024-07-10,65.195,902.55,2.721,2.82,87.94,2336.5,24.0
EQ-0016,2024-07-11,63.2,887.75,2.4245,2.49,90.625,2449.3999999999996,24.0
EQ-0016,2024-07-12,63.09,905.95,2.5835,2.63,88.69999999999999,2359.8,24.0
EQ-0016,2024-07-13,63.629999999999995,891.15,2.3535,2.404,88.76,2457.8999999999996,24.0
EQ-0016,2024-07-14,66.55000000000001,914.9,2.331,2.372,90.095,2353.7,24.0
EQ-0016,2024-07-15,64.81,908.25,2.5365,2.559,91.695,2474.7,24.0
EQ-0016,2024-07-16,65.44999999999999,900.65,2.4935,2.541,89.755,2246.8,24.0
EQ-0016,2024-07-17,63.519999999999996,893.25,2.4855,2.504,91.44,2371.7,24.0
EQ-0016,2024-07-18,62.715,903.8,2.333,2.367,89.34,2398.2,24.0
EQ-0016,2024-07-19,64.78,915.75,2.357,2.49,88.405,2366.2,24.0
EQ-0016,2024-07-20,64.835,909.2,2.519,2.606,91.08500000000001,2370.3,24.0
EQ-0016,2024-07-21,63.81,892.45,2.5730000000000004,2.716,87.845,2450.1,24.0
EQ-0016,2024-07-22,64.54,897.2,2.3819999999999997,2.461,90.035,2511.5,24.0
EQ-0016,2024-07-23,65.98,901.75,2.498,2.535,88.505,2465.6,24.0
EQ-0016,2024-07-24,64.405,883.1,2.5940000000000003,2.661,89.53,2415.1,24.0
EQ-0016,2024-07-25,65.295,906.4000000000001,2.5975,2.692,89.33500000000001,2388.3,24.0
EQ-0016,2024-07-26,64.38499999999999,903.7,2.4924999999999997,2.558,91.77000000000001,2367.3,24.0
EQ-0016,2024-07-27,65.245,897.5,2.5795,2.598,91.4225,2494.8,24.0
EQ-0016,2024-07-28,66.25,901.6,2.5845000000000002,2.587,89.25,2370.5,24.0
EQ-0016,2024-07-29,64.595,892.5,2.5170000000000003,2.551,88.945,2336.7,24.0
EQ-0016,2024-07-30,65.395,893.1,2.5705,2.634,87.595,2402.3,24.0
EQ-0016,2024-07-31,64.245,894.5999999999999,2.6445,2.651,87.85499999999999,2475.0,24.0
EQ-0016,2024-08-01,63.394999999999996,902.3,2.5045,2.555,91.23500000000001,2512.2,24.0
EQ-0016,2024-08-02,65.26499999999999,907.55,2.4765,2.531,91.9,2342.1,24.0
EQ-0016,2024-08-03,65.9,903.0,2.6654999999999998,2.733,74.98,1794.8,19.28
EQ-0016,2024-08-04,64.97999999999999,900.5,2.5255,2.556,91.15,2400.1000000000004,24.0
EQ-0016,2024-08-05,63.67,897.75,2.5220000000000002,2.54,91.525,2462.3999999999996,24.0
EQ-0016,2024-08-06,63.575,882.3,2.607,2.649,90.21000000000001,2373.4,24.0
EQ-0016,2024-08-07,61.34,913.45,2.6715,2.734,92.5,2409.8,24.0
EQ-0016,2024-08-08,64.655,885.4,2.8289999999999997,2.876,88.18,2369.0,24.0
EQ-0016,2024-08-09,65.16999999999999,915.7,2.811,2.964,91.03999999999999,2421.2,24.0
EQ-0016,2024-08-10,63.575,902.45,2.653,2.708,88.965,2404.7,24.0
EQ-0016,2024-08-11,63.765,886.65,2.5575,2.594,91.625,2436.3,24.0
EQ-0016,2024-08-12,64.08,877.6,2.5425,2.557,87.28999999999999,2399.6000000000004,24.0
EQ-0016,2024-08-13,64.445,902.4,2.5865,2.707,92.285,2467.1000000000004,24.0
EQ-0016,2024-08-14,65.41499999999999,920.1,2.407,2.435,89.00999999999999,2382.9,24.0
EQ-0016,2024-08-15,66.245,900.55,2.3289999999999997,2.371,89.505,2400.7,24.0
EQ-0016,2024-08-16,65.565,906.05,2.314,2.346,89.22,2458.3,24.0
EQ-0016,2024-08-17,64.045,891.75,2.6310000000000002,2.739,87.58500000000001,2441.0,24.0
EQ-0016,2024-08-18,61.415000000000006,910.85,2.4775,2.602,88.62,2433.8,24.0
EQ-0016,2024-08-19,62.44499999999999,905.7,2.5115,2.57,88.565,2381.4,24.0
EQ-0016,2024-08-20,65.565,892.75,2.5854999999999997,2.641,91.43,2401.6000000000004,24.0
EQ-0016,2024-08-21,65.305,905.5,2.357,2.408,88.83500000000001,2419.3,24.0
EQ-0016,2024-08-22,62.54,888.1500000000001,2.404,2.429,89.89,2469.7,24.0
EQ-0016,2024-08-23,65.52000000000001,900.5,2.5755,2.627,89.905,2448.0,24.0
EQ-0016,2024-08-24,65.995,920.15,2.548,2.637,87.125,2414.6,24.0
EQ-0016,2024-08-25,65.455,917.5,2.5540000000000003,2.656,87.67500000000001,2300.8,24.0
EQ-0016,2024-08-26,64.94,889.95,2.809,2.91,94.09,2323.9,24.0
EQ-0016,2024-08-27,63.38,918.55,2.7945,2.807,90.445,2458.3,24.0
EQ-0016,2024-08-28,64.055,906.25,2.5415,2.583,86.19,2232.7,24.0
EQ-0016,2024-08-29,64.56,893.7,2.559,2.624,90.52,2469.7,24.0
EQ-0016,2024-08-30,63.24,897.2,2.5265,2.629,91.375,2382.5,24.0
EQ-0016,2024-08-31,65.025,923.8,2.3819999999999997,2.464,87.11,2428.5,24.0
EQ-0016,2024-09-01,64.9,909.95,2.554,2.627,88.14500000000001,2439.1,24.0
EQ-0016,2024-09-02,65.72999999999999,907.5,2.5010000000000003,2.575,91.85499999999999,2318.3,24.0
EQ-0016,2024-09-03,66.375,900.6,2.6785,2.814,89.835,2426.1000000000004,24.0
EQ-0016,2024-09-04,66.545,910.55,3.088,3.167,91.9,2378.8,24.0
EQ-0016,2024-09-05,67.515,916.6500000000001,3.0140000000000002,3.079,88.725,2467.7,24.0
EQ-0016,2024-09-06,67.185,913.5999999999999,2.9745,3.1,86.705,2382.3,24.0
EQ-0016,2024-09-07,68.495,923.6500000000001,3.1745,3.243,88.82,2463.3,24.0
EQ-0016,2024-09-08,70.39,918.2,3.1260000000000003,3.18,89.34,2454.3,24.0
EQ-0016,2024-09-09,46.735,895.5999999999999,0.3785,0.386,0.0,0.0,0.0
EQ-0016,2024-09-10,64.905,892.5999999999999,2.4855,2.531,74.445,2160.8,21.08
EQ-0016,2024-09-11,61.39,900.05,2.4405,2.447,92.02000000000001,2376.6000000000004,24.0
EQ-0016,2024-09-12,65.295,918.5,2.5675,2.58,88.61,2420.8999999999996,24.0
EQ-0016,2024-09-13,66.845,913.4000000000001,2.585,2.644,89.81,2423.5,24.0
EQ-0016,2024-09-14,65.45,912.2,2.7990000000000004,2.841,91.215,2503.1000000000004,24.0
EQ-0016,2024-09-15,64.995,894.1,2.7505,2.781,86.025,2373.3999999999996,24.0
EQ-0016,2024-09-16,66.305,917.2,2.7695,2.793,90.07,2427.7,24.0
EQ-0016,2024-09-17,65.69,920.45,2.5885,2.713,90.33,2375.9,24.0
EQ-0016,2024-09-18,66.595,905.1,2.434,2.499,93.86,2396.0,24.0
EQ-0016,2024-09-19,65.985,904.9,2.5655,2.573,87.74,2365.7,24.0
EQ-0016,2024-09-20,65.24000000000001,893.65,2.527,2.573,90.935,2367.3,24.0
EQ-0016,2024-09-21,62.974999999999994,902.75,2.4290000000000003,2.498,86.96000000000001,2343.3,24.0
EQ-0016,2024-09-22,65.7,916.0,2.7775,2.923,88.07499999999999,2315.2,24.0
EQ-0016,2024-09-23,64.87,890.3,3.0555000000000003,3.125,90.13,2381.3,24.0
EQ-0016,2024-09-24,62.595,914.0,2.883,2.902,90.695,2363.9,24.0
EQ-0016,2024-09-25,64.30000000000001,901.5,2.5675,2.59,89.545,2415.7,24.0
EQ-0016,2024-09-26,65.48500000000001,901.1,2.5165,2.555,87.375,2547.2,24.0
EQ-0016,2024-09-27,64.93,904.7,2.354,2.386,89.42,2447.8,24.0
EQ-0016,2024-09-28,64.295,911.75,2.3705,2.512,89.82,2533.5,24.0
EQ-0016,2024-09-29,65.215,903.0,2.396,2.427,89.41999999999999,2452.7,24.0
EQ-0016,2024-09-30,64.85499999999999,897.75,2.6719999999999997,2.693,86.515,2533.4,24.0
EQ-0016,2024-10-01,65.71,902.65,2.658,2.666,91.41499999999999,2426.7,24.0
EQ-0016,2024-10-02,66.36000000000001,893.55,2.7560000000000002,2.785,90.855,2361.9,24.0
EQ-0016,2024-10-03,66.585,880.35,2.6685,2.688,93.27000000000001,2414.2,24.0
EQ-0016,2024-10-04,64.605,904.1500000000001,2.6355,2.752,88.33500000000001,2426.7,24.0
EQ-0016,2024-10-05,65.055,909.3,2.5789999999999997,2.647,91.58000000000001,2352.0,24.0
EQ-0016,2024-10-06,63.795,914.45,2.7175000000000002,2.753,89.14,2471.8,24.0
EQ-0016,2024-10-07,66.36500000000001,903.55,2.512,2.517,88.115,2419.5,24.0
EQ-0016,2024-10-08,63.56,887.05,2.5215,2.581,89.58,2311.6000000000004,24.0
EQ-0016,2024-10-09,64.55000000000001,905.9,2.7425,2.942,87.89,2446.8,24.0
