equipment_id,month,failures,downtime_hours,maintenance_cost_usd,events,equipment_type,field_id,criticality
EQ-0021,2023-05-01,0,7.51,6074.84,2,Generator,FIELD-002,High
EQ-0021,2023-08-01,0,8.42,3716.45,2,Generator,FIELD-002,High
EQ-0021,2023-10-01,1,21.24,9082.8,1,Generator,FIELD-002,High
EQ-0021,2023-11-01,0,10.57,3568.94,2,Generator,FIELD-002,High
EQ-0021,2024-02-01,1,22.13,11687.16,2,Generator,FIELD-002,High
EQ-0021,2024-05-01,0,5.73,2066.6,1,Generator,FIELD-002,High
EQ-0021,2024-07-01,2,129.92000000000002,31060.75,2,Generator,FIELD-002,High
EQ-0021,2024-09-01,1,12.370000000000001,9816.9,2,Generator,FIELD-002,High
EQ-0021,2024-12-01,0,6.06,1584.28,1,Generator,FIELD-002,High
EQ-0022,2022-03-01,0,5.32,15201.24,2,Valve,FIELD-002,Low
EQ-0022,2022-07-01,2,27.33,31203.129999999997,3,Valve,FIELD-002,Low
EQ-0022,2022-09-01,1,9.15,5171.57,1,Valve,FIELD-002,Low
EQ-0022,2022-11-01,0,10.379999999999999,20236.66,2,Valve,FIELD-002,Low
EQ-0022,2023-01-01,1,10.09,6635.92,1,Valve,FIELD-002,Low
EQ-0022,2023-02-01,1,4.76,3901.35,1,Valve,FIELD-002,Low
EQ-0022,2023-03-01,0,11.46,26455.1,1,Valve,FIELD-002,Low
EQ-0022,2023-06-01,0,5.0,1345.11,1,Valve,FIELD-002,Low
EQ-0022,2023-09-01,0,6.05,1989.57,1,Valve,FIELD-002,Low
EQ-0022,2023-12-01,1,14.61,16911.53,1,Valve,FIELD-002,Low
EQ-0022,2024-01-01,0,12.31,20333.15,2,Valve,FIELD-002,Low
EQ-0022,2024-05-01,0,3.62,1383.67,1,Valve,FIELD-002,Low
EQ-0022,2024-08-01,1,12.95,41343.5,2,Valve,FIELD-002,Low
EQ-0022,2024-11-01,0,8.2,1974.26,2,Valve,FIELD-002,Low
EQ-0023,2022-02-01,1,60.38,35700.0,1,Heat Exchanger,FIELD-002,High
EQ-0023,2022-04-01,0,4.05,1757.4,1,Heat Exchanger,FIELD-002,High
EQ-0023,2022-07-01,0,7.86,2880.49,1,Heat Exchanger,FIELD-002,High
EQ-0023,2022-11-01,0,6.82,6991.52,1,Heat Exchanger,FIELD-002,High
EQ-0023,2023-02-01,0,4.77,2554.43,1,Heat Exchanger,FIELD-002,High
EQ-0023,2023-06-01,0,8.77,9503.16,2,Heat Exchanger,FIELD-002,High
EQ-0023,2023-07-01,1,22.18,12484.3,1,Heat Exchanger,FIELD-002,High
EQ-0023,2023-09-01,1,28.48,15060.32,2,Heat Exchanger,FIELD-002,High
EQ-0023,2023-12-01,0,4.32,1850.18,1,Heat Exchanger,FIELD-002,High
EQ-0023,2024-03-01,0,6.16,2657.7,1,Heat Exchanger,FIELD-002,High
EQ-0023,2024-06-01,1,18.01,15733.34,1,Heat Exchanger,FIELD-002,High
EQ-0023,2024-07-01,0,4.19,1725.07,1,Heat Exchanger,FIELD-002,High
EQ-0023,2024-10-01,1,20.59,18547.36,2,Heat Exchanger,FIELD-002,High
EQ-0024,2022-01-01,1,15.64,6991.56,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2022-02-01,1,16.93,16029.53,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2022-03-01,0,6.12,2806.41,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2022-06-01,0,14.11,6384.44,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2022-07-01,1,166.15,67688.13,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2022-09-01,0,5.37,1977.65,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2022-12-01,0,12.290000000000001,5611.49,2,Pipeline Equipment,FIELD-002,High
EQ-0024,2023-04-01,0,7.64,2981.5,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2023-07-01,0,5.57,2634.99,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2023-10-01,0,6.32,8636.77,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2023-11-01,1,20.5,18722.67,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2024-01-01,1,16.85,11235.41,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2024-02-01,0,6.42,2604.26,1,Pipeline Equipment,FIELD-002,High
EQ-0024,2024-05-01,0,10.690000000000001,3523.5199999999995,2,Pipeline Equipment,FIELD-002,High
EQ-0024,2024-09-01,1,21.83,18712.1,2,Pipeline Equipment,FIELD-002,High
EQ-0024,2024-12-01,0,7.15,2948.6699999999996,2,Pipeline Equipment,FIELD-002,High
EQ-0025,2022-02-01,0,8.97,2331.73,2,Pump,FIELD-003,Medium
EQ-0025,2022-03-01,1,32.13,23391.56,1,Pump,FIELD-003,Medium
EQ-0025,2022-05-01,0,5.12,5850.49,1,Pump,FIELD-003,Medium
EQ-0025,2022-06-01,1,21.33,15089.12,1,Pump,FIELD-003,Medium
EQ-0025,2022-08-01,0,5.71,1202.08,1,Pump,FIELD-003,Medium
EQ-0025,2022-11-01,0,5.58,1508.37,1,Pump,FIELD-003,Medium
EQ-0025,2023-03-01,0,3.59,15348.46,1,Pump,FIELD-003,Medium
EQ-0025,2023-06-01,1,20.630000000000003,6977.5,2,Pump,FIELD-003,Medium
EQ-0025,2023-09-01,0,9.11,2619.46,2,Pump,FIELD-003,Medium
EQ-0025,2023-11-01,1,17.01,5615.92,1,Pump,FIELD-003,Medium
EQ-0025,2023-12-01,1,23.84,10525.63,1,Pump,FIELD-003,Medium
EQ-0025,2024-01-01,0,12.21,19015.45,2,Pump,FIELD-003,Medium
EQ-0025,2024-02-01,1,22.55,16172.46,1,Pump,FIELD-003,Medium
EQ-0025,2024-03-01,0,5.76,22558.67,1,Pump,FIELD-003,Medium
EQ-0025,2024-06-01,1,14.58,4261.28,1,Pump,FIELD-003,Medium
EQ-0025,2024-07-01,0,9.34,2924.21,2,Pump,FIELD-003,Medium
EQ-0025,2024-08-01,1,21.24,10720.73,1,Pump,FIELD-003,Medium
EQ-0025,2024-09-01,2,38.78,9595.48,2,Pump,FIELD-003,Medium
EQ-0025,2024-10-01,1,43.849999999999994,18246.36,2,Pump,FIELD-003,Medium
EQ-0025,2024-12-01,1,16.01,3879.74,1,Pump,FIELD-003,Medium
EQ-0026,2022-04-01,1,42.849999999999994,12646.16,2,Pump,FIELD-003,Medium
EQ-0026,2022-07-01,0,9.370000000000001,3062.77,2,Pump,FIELD-003,Medium
EQ-0026,2022-09-01,1,53.85,14233.23,1,Pump,FIELD-003,Medium
EQ-0026,2022-11-01,0,5.85,6569.88,1,Pump,FIELD-003,Medium
EQ-0026,2023-02-01,2,101.93,23409.129999999997,2,Pump,FIELD-003,Medium
EQ-0026,2023-03-01,0,5.96,28104.1,1,Pump,FIELD-003,Medium
EQ-0026,2023-06-01,2,47.730000000000004,15251.37,4,Pump,FIELD-003,Medium
EQ-0026,2023-07-01,1,8.15,2576.79,1,Pump,FIELD-003,Medium
EQ-0026,2023-10-01,0,5.87,6914.74,1,Pump,FIELD-003,Medium
EQ-0026,2024-01-01,0,9.8,7419.1,2,Pump,FIELD-003,Medium
EQ-0026,2024-05-01,1,19.42,15544.92,2,Pump,FIELD-003,Medium
EQ-0026,2024-08-01,0,7.32,2895.43,2,Pump,FIELD-003,Medium
EQ-0026,2024-09-01,1,22.08,20150.28,1,Pump,FIELD-003,Medium
EQ-0026,2024-11-01,1,23.57,6103.24,1,Pump,FIELD-003,Medium
EQ-0026,2024-12-01,0,7.69,2478.03,1,Pump,FIELD-003,Medium
EQ-0027,2022-01-01,0,4.79,1847.51,1,Pump,FIELD-003,Medium
EQ-0027,2022-03-01,1,14.49,10747.65,1,Pump,FIELD-003,Medium
EQ-0027,2022-04-01,1,29.080000000000002,16920.41,3,Pump,FIELD-003,Medium
EQ-0027,2022-07-01,0,6.47,4580.78,1,Pump,FIELD-003,Medium
EQ-0027,2022-09-01,1,19.89,13863.45,1,Pump,FIELD-003,Medium
EQ-0027,2022-10-01,0,3.32,933.37,1,Pump,FIELD-003,Medium
EQ-0027,2023-02-01,0,7.39,2865.4799999999996,2,Pump,FIELD-003,Medium
EQ-0027,2023-03-01,1,17.23,15128.98,1,Pump,FIELD-003,Medium
EQ-0027,2023-05-01,1,62.6,33814.47,2,Pump,FIELD-003,Medium
EQ-0027,2023-06-01,1,13.8,6851.15,1,Pump,FIELD-003,Medium
EQ-0027,2023-07-01,1,58.91,32810.45,1,Pump,FIELD-003,Medium
EQ-0027,2023-08-01,1,41.1,13264.97,3,Pump,FIELD-003,Medium
EQ-0027,2023-11-01,0,7.859999999999999,2969.21,2,Pump,FIELD-003,Medium
EQ-0027,2024-03-01,0,4.43,1367.53,1,Pump,FIELD-003,Medium
EQ-0027,2024-04-01,1,24.82,27028.28,1,Pump,FIELD-003,Medium
EQ-0027,2024-07-01,0,16.26,4307.77,2,Pump,FIELD-003,Medium
EQ-0027,2024-08-01,1,35.08,19796.65,1,Pump,FIELD-003,Medium
EQ-0027,2024-10-01,1,170.32,48376.11,2,Pump,FIELD-003,Medium
EQ-0028,2022-01-01,1,16.05,38293.13,3,Pump,FIELD-003,Medium
EQ-0028,2022-03-01,1,8.08,2398.84,1,Pump,FIELD-003,Medium
EQ-0028,2022-04-01,1,9.63,2551.67,1,Pump,FIELD-003,Medium
EQ-0028,2022-05-01,0,5.66,3694.2200000000003,2,Pump,FIELD-003,Medium
EQ-0028,2022-08-01,2,104.81,49966.67,3,Pump,FIELD-003,Medium
EQ-0028,2022-11-01,0,6.71,2003.5,1,Pump,FIELD-003,Medium
EQ-0028,2022-12-01,2,44.269999999999996,23850.79,2,Pump,FIELD-003,Medium
EQ-0028,2023-02-01,1,13.280000000000001,15086.2,2,Pump,FIELD-003,Medium
EQ-0028,2023-05-01,1,10.3,25382.84,1,Pump,FIELD-003,Medium
EQ-0028,2023-06-01,0,9.559999999999999,4415.5,2,Pump,FIELD-003,Medium
EQ-0028,2023-10-01,2,87.07,41762.83,3,Pump,FIELD-003,Medium
EQ-0028,2024-01-01,0,8.16,1725.03,1,Pump,FIELD-003,Medium
EQ-0028,2024-03-01,1,13.02,15072.54,1,Pump,FIELD-003,Medium
EQ-0028,2024-04-01,0,4.91,1267.08,1,Pump,FIELD-003,Medium
EQ-0028,2024-06-01,1,39.51,8778.76,1,Pump,FIELD-003,Medium
EQ-0028,2024-07-01,0,5.77,2014.61,1,Pump,FIELD-003,Medium
EQ-0028,2024-08-01,1,9.08,3172.4,1,Pump,FIELD-003,Medium
EQ-0028,2024-11-01,0,8.32,11210.84,2,Pump,FIELD-003,Medium
EQ-0029,2022-02-01,0,15.27,6598.55,2,Compressor,FIELD-003,High
EQ-0029,2022-06-01,0,9.22,19320.51,1,Compressor,FIELD-003,High
EQ-0029,2022-07-01,2,42.24,51536.54,2,Compressor,FIELD-003,High
EQ-0029,2022-09-01,0,14.58,14134.21,1,Compressor,FIELD-003,High
EQ-0029,2022-12-01,0,14.979999999999999,10809.99,2,Compressor,FIELD-003,High
EQ-0029,2023-03-01,1,23.58,27294.07,2,Compressor,FIELD-003,High
EQ-0029,2023-06-01,1,111.66,79993.49,1,Compressor,FIELD-003,High
EQ-0029,2023-07-01,0,13.59,6674.91,2,Compressor,FIELD-003,High
EQ-0029,2023-08-01,1,35.84,33572.65,1,Compressor,FIELD-003,High
EQ-0029,2023-09-01,1,20.57,20511.22,1,Compressor,FIELD-003,High
EQ-0029,2023-10-01,0,9.66,3282.96,1,Compressor,FIELD-003,High
EQ-0029,2023-11-01,1,17.61,11151.32,1,Compressor,FIELD-003,High
EQ-0029,2024-01-01,0,9.91,4781.25,2,Compressor,FIELD-003,High
EQ-0029,2024-02-01,1,15.09,22587.11,1,Compressor,FIELD-003,High
EQ-0029,2024-04-01,0,11.01,10181.53,1,Compressor,FIELD-003,High
EQ-0029,2024-06-01,1,36.92,18001.14,1,Compressor,FIELD-003,High
EQ-0029,2024-07-01,0,10.52,10729.93,2,Compressor,FIELD-003,High
EQ-0029,2024-10-01,0,15.62,7072.27,2,Compressor,FIELD-003,High
EQ-0030,2022-01-01,0,11.48,5582.49,1,Compressor,FIELD-003,High
EQ-0030,2022-05-01,0,8.87,9225.74,1,Compressor,FIELD-003,High
EQ-0030,2022-06-01,1,40.44,32058.18,1,Compressor,FIELD-003,High
EQ-0030,2022-08-01,1,63.94,66383.68,2,Compressor,FIELD-003,High
EQ-0030,2022-12-01,0,11.18,5494.76,1,Compressor,FIELD-003,High
EQ-0030,2023-01-01,1,52.71,42969.06,1,Compressor,FIELD-003,High
EQ-0030,2023-03-01,0,7.52,7602.62,1,Compressor,FIELD-003,High
EQ-0030,2023-07-01,1,52.440000000000005,40544.14,2,Compressor,FIELD-003,High
EQ-0030,2023-11-01,1,89.61,49476.049999999996,2,Compressor,FIELD-003,High
EQ-0030,2024-01-01,1,22.3,13616.28,1,Compressor,FIELD-003,High
EQ-0030,2024-03-01,1,49.330000000000005,45147.56,2,Compressor,FIELD-003,High
EQ-0030,2024-04-01,2,40.6,75002.22,2,Compressor,FIELD-003,High
EQ-0030,2024-06-01,1,41.52,23546.63,1,Compressor,FIELD-003,High
EQ-0030,2024-07-01,0,6.14,14599.25,1,Compressor,FIELD-003,High
EQ-0030,2024-10-01,0,8.040000000000001,10118.39,2,Compressor,FIELD-003,High
EQ-0031,2022-03-01,0,7.65,4943.55,2,Separator,FIELD-003,High
EQ-0031,2022-04-01,1,8.64,9177.1,1,Separator,FIELD-003,High
EQ-0031,2022-07-01,0,8.33,7017.07,2,Separator,FIELD-003,High
EQ-0031,2022-10-01,1,21.44,13066.8,1,Separator,FIELD-003,High
EQ-0031,2022-11-01,0,5.56,1852.02,1,Separator,FIELD-003,High
EQ-0031,2023-02-01,0,3.9,10741.65,1,Separator,FIELD-003,High
EQ-0031,2023-05-01,0,8.26,5582.97,2,Separator,FIELD-003,High
EQ-0031,2023-08-01,1,21.55,4364.49,1,Separator,FIELD-003,High
EQ-0031,2023-09-01,1,9.32,55392.810000000005,2,Separator,FIELD-003,High
EQ-0031,2023-12-01,0,8.84,10573.0,2,Separator,FIELD-003,High
EQ-0031,2024-03-01,0,4.68,15944.96,1,Separator,FIELD-003,High
EQ-0031,2024-05-01,1,15.14,5424.3,1,Separator,FIELD-003,High
EQ-0031,2024-07-01,2,123.41,55619.45999999999,3,Separator,FIELD-003,High
EQ-0031,2024-10-01,0,5.13,1350.26,1,Separator,FIELD-003,High
EQ-0032,2022-01-01,0,9.69,11267.7,1,Separator,FIELD-003,Medium
EQ-0032,2022-05-01,0,6.48,8256.34,2,Separator,FIELD-003,Medium
EQ-0032,2022-08-01,0,5.52,12264.19,1,Separator,FIELD-003,Medium
EQ-0032,2022-11-01,0,8.3,8968.7,2,Separator,FIELD-003,Medium
EQ-0032,2023-02-01,0,4.02,5959.52,1,Separator,FIELD-003,Medium
EQ-0032,2023-06-01,0,5.67,1913.47,1,Separator,FIELD-003,Medium
EQ-0032,2023-09-01,0,10.28,10504.56,2,Separator,FIELD-003,Medium
EQ-0032,2024-01-01,0,9.39,3091.23,1,Separator,FIELD-003,Medium
EQ-0032,2024-04-01,0,11.870000000000001,19972.420000000002,2,Separator,FIELD-003,Medium
EQ-0032,2024-05-01,2,33.75,15442.62,2,Separator,FIELD-003,Medium
EQ-0032,2024-08-01,0,8.969999999999999,9630.79,2,Separator,FIELD-003,Medium
EQ-0032,2024-12-01,0,5.89,11330.310000000001,2,Separator,FIELD-003,Medium
EQ-0033,2022-03-01,0,8.7,2421.02,2,Generator,FIELD-003,High
EQ-0033,2022-06-01,0,7.7,2269.23,2,Generator,FIELD-003,High
EQ-0033,2022-10-01,0,7.8,1886.68,1,Generator,FIELD-003,High
EQ-0033,2022-11-01,1,10.94,3895.54,1,Generator,FIELD-003,High
EQ-0033,2023-01-01,0,6.31,1744.53,1,Generator,FIELD-003,High
EQ-0033,2023-02-01,1,21.85,8944.31,1,Generator,FIELD-003,High
EQ-0033,2023-04-01,0,9.0,2756.93,1,Generator,FIELD-003,High
EQ-0033,2023-08-01,0,10.39,4425.01,2,Generator,FIELD-003,High
EQ-0033,2023-11-01,0,9.71,4561.22,2,Generator,FIELD-003,High
EQ-0033,2024-01-01,1,18.25,18917.71,1,Generator,FIELD-003,High
EQ-0033,2024-02-01,0,6.42,2430.94,1,Generator,FIELD-003,High
EQ-0033,2024-03-01,1,9.55,5257.45,1,Generator,FIELD-003,High
EQ-0033,2024-05-01,0,8.01,2773.74,2,Generator,FIELD-003,High
EQ-0033,2024-09-01,0,7.24,4810.87,2,Generator,FIELD-003,High
EQ-0033,2024-10-01,1,17.02,5569.27,1,Generator,FIELD-003,High
EQ-0033,2024-12-01,0,5.89,1966.47,1,Generator,FIELD-003,High
EQ-0034,2022-02-01,0,3.69,1185.46,1,Valve,FIELD-003,Low
EQ-0034,2022-04-01,1,7.47,27873.86,1,Valve,FIELD-003,Low
EQ-0034,2022-05-01,0,8.93,7159.549999999999,2,Valve,FIELD-003,Low
EQ-0034,2022-08-01,0,10.77,15985.75,2,Valve,FIELD-003,Low
EQ-0034,2022-09-01,1,3.82,3553.82,1,Valve,FIELD-003,Low
EQ-0034,2022-10-01,1,13.55,3381.9700000000003,3,Valve,FIELD-003,Low
EQ-0034,2023-02-01,1,10.39,19942.21,2,Valve,FIELD-003,Low
EQ-0034,2023-06-01,0,10.3,2001.18,2,Valve,FIELD-003,Low
EQ-0034,2023-10-01,0,4.81,18496.91,1,Valve,FIELD-003,Low
EQ-0034,2024-01-01,0,4.66,19600.15,1,Valve,FIELD-003,Low
EQ-0034,2024-05-01,0,7.21,1606.72,2,Valve,FIELD-003,Low
EQ-0034,2024-08-01,0,6.42,1988.09,1,Valve,FIELD-003,Low
EQ-0034,2024-12-01,0,6.8,7118.74,1,Valve,FIELD-003,Low
EQ-0035,2022-02-01,0,7.95,8827.72,1,Heat Exchanger,FIELD-003,Medium
EQ-0035,2022-05-01,0,6.49,2694.62,2,Heat Exchanger,FIELD-003,Medium
EQ-0035,2022-08-01,0,6.79,2488.2999999999997,2,Heat Exchanger,FIELD-003,Medium
EQ-0035,2022-12-01,0,7.96,12830.76,2,Heat Exchanger,FIELD-003,Medium
EQ-0035,2023-04-01,0,5.26,1920.25,1,Heat Exchanger,FIELD-003,Medium
EQ-0035,2023-07-01,0,7.49,9709.89,2,Heat Exchanger,FIELD-003,Medium
EQ-0035,2023-09-01,1,24.25,8402.67,1,Heat Exchanger,FIELD-003,Medium
EQ-0035,2023-11-01,0,5.18,1920.54,1,Heat Exchanger,FIELD-003,Medium
EQ-0035,2024-02-01,0,10.11,3804.8799999999997,2,Heat Exchanger,FIELD-003,Medium
EQ-0035,2024-06-01,0,5.9,13175.46,1,Heat Exchanger,FIELD-003,Medium
EQ-0035,2024-10-01,0,5.45,11910.14,1,Heat Exchanger,FIELD-003,Medium
EQ-0035,2024-12-01,1,16.84,9021.51,1,Heat Exchanger,FIELD-003,Medium
EQ-0036,2022-02-01,1,28.61,20135.35,2,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2022-05-01,1,26.770000000000003,17694.18,2,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2022-08-01,0,8.57,3508.77,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2022-11-01,0,6.27,3005.87,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2023-01-01,1,5.58,2038.53,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2023-03-01,0,5.78,11283.43,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2023-07-01,0,7.91,3544.5,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2023-09-01,1,16.1,5166.93,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2023-10-01,0,8.530000000000001,3153.4700000000003,2,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2024-02-01,0,4.68,2282.39,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2024-03-01,1,5.65,2134.35,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2024-05-01,0,3.99,2338.24,1,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2024-08-01,1,51.14,21353.269999999997,2,Pipeline Equipment,FIELD-003,Medium
EQ-0036,2024-12-01,0,8.16,3263.07,2,Pipeline Equipment,FIELD-003,Medium
EQ-0037,2022-01-01,1,12.72,7146.08,1,Pump,FIELD-004,Medium
EQ-0037,2022-04-01,0,4.83,5397.94,1,Pump,FIELD-004,Medium
EQ-0037,2022-05-01,1,5.23,16513.16,1,Pump,FIELD-004,Medium
EQ-0037,2022-08-01,0,1.9,590.84,1,Pump,FIELD-004,Medium
EQ-0037,2022-11-01,0,6.13,4558.13,1,Pump,FIELD-004,Medium
EQ-0037,2023-02-01,0,6.51,2330.1,1,Pump,FIELD-004,Medium
EQ-0037,2023-06-01,0,5.15,2079.63,1,Pump,FIELD-004,Medium
EQ-0037,2023-07-01,1,20.26,13593.3,1,Pump,FIELD-004,Medium
EQ-0037,2023-08-01,2,57.47,32737.43,2,Pump,FIELD-004,Medium
EQ-0037,2023-10-01,0,8.59,2421.59,1,Pump,FIELD-004,Medium
EQ-0037,2024-01-01,0,7.54,6102.2300000000005,2,Pump,FIELD-004,Medium
EQ-0037,2024-04-01,1,22.57,14045.16,1,Pump,FIELD-004,Medium
EQ-0037,2024-05-01,1,13.120000000000001,7108.57,2,Pump,FIELD-004,Medium
EQ-0037,2024-06-01,1,18.69,4892.94,1,Pump,FIELD-004,Medium
EQ-0037,2024-08-01,0,8.77,5969.13,2,Pump,FIELD-004,Medium
EQ-0037,2024-10-01,1,17.06,7615.42,1,Pump,FIELD-004,Medium
EQ-0037,2024-12-01,0,6.09,1653.64,1,Pump,FIELD-004,Medium
EQ-0038,2022-03-01,0,5.11,1096.65,1,Pump,FIELD-004,Medium
EQ-0038,2022-04-01,1,21.62,29257.54,1,Pump,FIELD-004,Medium
EQ-0038,2022-10-01,0,9.45,3582.88,2,Pump,FIELD-004,Medium
EQ-0038,2023-01-01,1,64.65,17791.82,1,Pump,FIELD-004,Medium
EQ-0038,2023-02-01,0,5.4399999999999995,2694.36,2,Pump,FIELD-004,Medium
EQ-0038,2023-05-01,0,7.66,3129.46,2,Pump,FIELD-004,Medium
EQ-0038,2023-06-01,1,21.51,7345.29,1,Pump,FIELD-004,Medium
EQ-0038,2023-08-01,1,6.56,2397.01,1,Pump,FIELD-004,Medium
EQ-0038,2023-09-01,0,11.1,3259.32,1,Pump,FIELD-004,Medium
EQ-0038,2023-10-01,1,18.16,15568.97,1,Pump,FIELD-004,Medium
EQ-0038,2024-01-01,0,5.29,28508.1,1,Pump,FIELD-004,Medium
EQ-0038,2024-04-01,0,3.96,3784.71,1,Pump,FIELD-004,Medium
EQ-0038,2024-05-01,2,40.69,77890.35,2,Pump,FIELD-004,Medium
EQ-0038,2024-07-01,0,9.05,3501.68,2,Pump,FIELD-004,Medium
EQ-0038,2024-10-01,0,7.88,3468.93,1,Pump,FIELD-004,Medium
EQ-0038,2024-12-01,1,22.59,7383.53,1,Pump,FIELD-004,Medium
EQ-0039,2022-01-01,0,5.35,3070.95,1,Pump,FIELD-004,High
EQ-0039,2022-03-01,1,53.97,15491.83,1,Pump,FIELD-004,High
EQ-0039,2022-04-01,1,18.11,7135.58,3,Pump,FIELD-004,High
EQ-0039,2022-07-01,3,46.51,36420.42,3,Pump,FIELD-004,High
EQ-0039,2022-08-01,0,7.34,3566.93,2,Pump,FIELD-004,High
EQ-0039,2022-11-01,2,50.51,27255.999999999996,4,Pump,FIELD-004,High
EQ-0039,2023-01-01,1,12.01,5476.69,1,Pump,FIELD-004,High
EQ-0039,2023-02-01,1,9.76,21875.6,1,Pump,FIELD-004,High
EQ-0039,2023-03-01,0,5.49,1909.34,1,Pump,FIELD-004,High
EQ-0039,2023-05-01,1,11.48,7284.24,1,Pump,FIELD-004,High
EQ-0039,2023-06-01,2,78.96,24301.34,4,Pump,FIELD-004,High
EQ-0039,2023-09-01,1,11.56,18170.86,1,Pump,FIELD-004,High
EQ-0039,2023-10-01,0,10.4,3097.27,1,Pump,FIELD-004,High
EQ-0039,2024-01-01,2,39.8,30320.96,3,Pump,FIELD-004,High
EQ-0039,2024-02-01,1,24.41,7673.82,1,Pump,FIELD-004,High
EQ-0039,2024-04-01,0,11.540000000000001,7512.53,2,Pump,FIELD-004,High
EQ-0039,2024-05-01,1,12.1,4649.75,1,Pump,FIELD-004,High
EQ-0039,2024-06-01,1,14.97,4466.91,1,Pump,FIELD-004,High
EQ-0039,2024-08-01,0,7.83,2237.65,1,Pump,FIELD-004,High
EQ-0039,2024-09-01,1,3.63,3226.72,1,Pump,FIELD-004,High
EQ-0039,2024-10-01,1,11.29,2763.04,1,Pump,FIELD-004,High
EQ-0039,2024-11-01,0,9.91,3202.08,2,Pump,FIELD-004,High
EQ-0040,2022-02-01,0,7.4,2636.68,1,Pump,FIELD-004,High
EQ-0040,2022-06-01,0,6.34,1722.44,1,Pump,FIELD-004,High
EQ-0040,2022-09-01,1,29.29,12743.079999999998,2,Pump,FIELD-004,High
EQ-0040,2022-10-01,1,34.01,12355.81,1,Pump,FIELD-004,High
EQ-0040,2023-01-01,0,3.58,1637.3,1,Pump,FIELD-004,High
EQ-0040,2023-03-01,1,5.2,1168.45,1,Pump,FIELD-004,High
EQ-0040,2023-04-01,1,13.8,5692.41,2,Pump,FIELD-004,High
EQ-0040,2023-05-01,1,22.48,6317.49,1,Pump,FIELD-004,High
EQ-0040,2023-08-01,1,66.99,21321.14,2,Pump,FIELD-004,High
EQ-0040,2023-09-01,2,22.64,8577.96,2,Pump,FIELD-004,High
EQ-0040,2023-12-01,0,10.38,4359.099999999999,2,Pump,FIELD-004,High
EQ-0040,2024-03-01,1,31.83,11782.06,3,Pump,FIELD-004,High
EQ-0040,2024-04-01,2,23.52,10547.369999999999,2,Pump,FIELD-004,High
EQ-0040,2024-06-01,1,15.21,13186.49,1,Pump,FIELD-004,High
EQ-0040,2024-07-01,2,88.38999999999999,65477.409999999996,3,Pump,FIELD-004,High
EQ-0040,2024-08-01,1,14.26,7442.33,1,Pump,FIELD-004,High
EQ-0040,2024-10-01,0,4.93,2087.58,1,Pump,FIELD-004,High
EQ-0040,2024-12-01,1,12.23,5331.79,1,Pump,FIELD-004,High
EQ-0041,2022-02-01,0,14.96,9308.12,2,Compressor,FIELD-004,Medium
EQ-0041,2022-06-01,0,13.879999999999999,8250.69,2,Compressor,FIELD-004,Medium
EQ-0041,2022-09-01,0,6.74,2868.54,1,Compressor,FIELD-004,Medium
EQ-0041,2022-12-01,1,9.68,13215.8,1,Compressor,FIELD-004,Medium
EQ-0041,2023-01-01,0,15.01,15762.8,1,Compressor,FIELD-004,Medium
EQ-0041,2023-05-01,0,9.52,7576.03,1,Compressor,FIELD-004,Medium
EQ-0041,2023-08-01,1,46.06,34295.33,2,Compressor,FIELD-004,Medium
EQ-0041,2023-09-01,1,34.04,29758.76,1,Compressor,FIELD-004,Medium
EQ-0041,2023-11-01,1,55.31,50589.090000000004,3,Compressor,FIELD-004,Medium
EQ-0041,2024-03-01,0,8.6,4385.71,1,Compressor,FIELD-004,Medium
EQ-0041,2024-05-01,1,19.04,8744.48,1,Compressor,FIELD-004,Medium
EQ-0041,2024-07-01,1,75.37,52876.96,2,Compressor,FIELD-004,Medium
EQ-0041,2024-10-01,0,6.58,4145.62,1,Compressor,FIELD-004,Medium
EQ-0041,2024-12-01,1,12.12,7691.01,1,Compressor,FIELD-004,Medium
EQ-0042,2022-01-01,1,36.83,21091.63,2,Compressor,FIELD-004,Medium
EQ-0042,2022-04-01,1,55.93,21538.18,1,Compressor,FIELD-004,Medium
