date,well_id,operating_hours,downtime_hours,oil_production_bbl,gas_production_mcf,water_production_bbl,pressure_psi,temperature_c,water_cut_pct,potential_production_bbl,dq_flag,well_name,field_id,well_type,reservoir,well_age_days,production_loss_bbl,downtime_loss_bbl,other_loss_bbl,maintenance_attributed_downtime_hours,unattributed_downtime_hours,oil_price_usd,estimated_lost_revenue_usd,month
2022-12-17,WELL-0004,18.29,5.71,308.1,424.5,128.2,4073.1,87.4,29.38,428.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,163,120.29999999999995,101.92349999999999,18.376499999999965,5.71,0.0,75.46,9077.837999999996,2022-12-01
2022-12-18,WELL-0004,24.0,0.0,427.4,676.7,184.3,4091.5,89.9,30.13,445.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,164,17.700000000000045,0.0,17.700000000000045,0.0,0.0,75.03,1328.0310000000034,2022-12-01
2022-12-19,WELL-0004,24.0,0.0,387.5,632.0,151.4,3919.2,87.5,28.09,423.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,165,35.60000000000002,0.0,35.60000000000002,0.0,0.0,74.66,2657.8960000000015,2022-12-01
2022-12-20,WELL-0004,15.34,8.66,281.7,428.2,117.7,4001.1,87.1,29.47,449.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,166,168.2,162.33891666666668,5.861083333333312,8.658,0.002000000000000668,75.81,12751.242,2022-12-01
2022-12-21,WELL-0004,19.96,4.04,333.7,492.9,140.0,4165.8,88.7,29.55,415.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,167,81.69999999999999,69.92566666666666,11.774333333333331,2.9579999999999997,1.0820000000000003,74.53,6089.101,2022-12-01
2022-12-22,WELL-0004,24.0,0.0,416.3,604.8,168.2,4121.9,88.6,28.78,427.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,168,11.599999999999966,0.0,11.599999999999966,0.0,0.0,75.2,872.3199999999974,2022-12-01
2022-12-23,WELL-0004,24.0,0.0,379.1,582.3,166.1,3948.1,86.3,30.47,397.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,169,18.5,0.0,18.5,0.0,0.0,74.85,1384.725,2022-12-01
2022-12-24,WELL-0004,24.0,0.0,398.1,536.2,182.3,4096.2,86.9,31.41,418.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,170,20.399999999999977,0.0,20.399999999999977,0.0,0.0,74.78,1525.5119999999984,2022-12-01
2022-12-25,WELL-0004,24.0,0.0,387.5,571.6,170.5,4064.8,87.5,30.56,399.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,171,12.199999999999989,0.0,12.199999999999989,0.0,0.0,74.79,912.4379999999992,2022-12-01
2022-12-26,WELL-0004,20.06,3.94,353.1,532.3,145.9,4070.5,85.5,29.24,430.3,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,172,77.19999999999999,70.64091666666667,6.559083333333319,3.94,0.0,75.67,5841.723999999999,2022-12-01
2022-12-27,WELL-0004,24.0,0.0,414.5,682.8,170.8,4138.1,89.3,29.18,434.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,173,19.899999999999977,0.0,19.899999999999977,0.0,0.0,75.09,1494.2909999999983,2022-12-01
2022-12-28,WELL-0004,24.0,0.0,390.2,620.8,174.3,4103.7,86.5,30.88,421.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,174,31.19999999999999,0.0,31.19999999999999,0.0,0.0,74.71,2330.951999999999,2022-12-01
2022-12-29,WELL-0004,24.0,0.0,403.6,659.1,177.8,4148.1,85.8,30.58,409.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,175,6.199999999999989,0.0,6.199999999999989,0.0,0.0,74.9,464.3799999999992,2022-12-01
2022-12-30,WELL-0004,24.0,0.0,430.9,675.7,182.1,4199.8,86.0,29.71,430.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,176,0.0,0.0,0.0,0.0,0.0,75.43,0.0,2022-12-01
2022-12-31,WELL-0004,24.0,0.0,379.6,584.2,150.2,4101.6,87.2,28.35,393.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,177,13.599999999999966,0.0,13.599999999999966,0.0,0.0,75.57,1027.7519999999972,2022-12-01
2023-01-01,WELL-0004,24.0,0.0,374.2,614.5,164.0,4119.1,88.6,30.47,406.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,178,32.60000000000002,0.0,32.60000000000002,0.0,0.0,73.38,2392.1880000000015,2023-01-01
2023-01-02,WELL-0004,24.0,0.0,393.7,556.5,174.6,4099.7,89.9,30.72,397.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,179,3.5,0.0,3.5,0.0,0.0,74.7,261.45,2023-01-01
2023-01-03,WELL-0004,24.0,0.0,403.3,614.3,171.2,4175.3,88.8,29.8,414.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,180,11.099999999999966,0.0,11.099999999999966,0.0,0.0,75.81,841.4909999999975,2023-01-01
2023-01-04,WELL-0004,20.16,3.84,342.9,531.2,136.2,4080.7,88.5,28.43,408.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,181,65.30000000000001,65.30000000000001,0.0,3.84,0.0,74.47,4862.8910000000005,2023-01-01
2023-01-05,WELL-0004,24.0,0.0,363.9,554.5,160.1,4124.2,87.7,30.55,397.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,182,33.900000000000034,0.0,33.900000000000034,0.0,0.0,74.15,2513.6850000000027,2023-01-01
2023-01-06,WELL-0004,24.0,0.0,381.3,540.8,167.9,4034.8,88.9,30.57,396.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,183,15.5,0.0,15.5,0.0,0.0,74.57,1155.8349999999998,2023-01-01
2023-01-07,WELL-0004,24.0,0.0,388.5,609.2,177.2,4000.8,88.7,31.32,405.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,184,17.0,0.0,17.0,0.0,0.0,75.16,1277.72,2023-01-01
2023-01-08,WELL-0004,19.94,4.06,334.9,469.0,139.4,4025.2,87.8,29.39,420.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,185,85.60000000000002,71.13458333333332,14.465416666666698,4.06,0.0,75.32,6447.392000000001,2023-01-01
2023-01-09,WELL-0004,24.0,0.0,394.3,590.6,173.8,4011.1,87.4,30.59,415.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,186,21.19999999999999,0.0,21.19999999999999,0.0,0.0,74.62,1581.9439999999993,2023-01-01
2023-01-10,WELL-0004,24.0,0.0,392.9,610.3,169.9,3938.0,87.1,30.19,413.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,187,20.200000000000045,0.0,20.200000000000045,0.0,0.0,74.82,1511.3640000000032,2023-01-01
2023-01-11,WELL-0004,24.0,0.0,388.9,623.3,161.7,4074.6,88.5,29.37,391.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,188,2.5,0.0,2.5,0.0,0.0,75.56,188.9,2023-01-01
2023-01-12,WELL-0004,24.0,0.0,364.4,524.7,161.9,4012.5,86.7,30.76,382.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,189,17.700000000000045,0.0,17.700000000000045,0.0,0.0,74.79,1323.7830000000035,2023-01-01
2023-01-13,WELL-0004,24.0,0.0,399.3,618.4,184.3,4098.4,86.5,31.58,405.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,190,6.199999999999989,0.0,6.199999999999989,0.0,0.0,74.7,463.1399999999992,2023-01-01
2023-01-14,WELL-0004,24.0,0.0,387.7,553.5,175.4,4037.7,89.2,31.15,400.5,oil_imputed,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,191,12.800000000000011,0.0,12.800000000000011,0.0,0.0,75.06,960.7680000000009,2023-01-01
2023-01-15,WELL-0004,24.0,0.0,401.6,634.6,178.3,4162.1,84.0,30.75,427.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,192,26.19999999999999,0.0,26.19999999999999,0.0,0.0,74.61,1954.7819999999992,2023-01-01
2023-01-16,WELL-0004,24.0,0.0,380.1,607.4,179.7,3977.9,88.2,32.1,399.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,193,19.5,0.0,19.5,0.0,0.0,75.37,1469.7150000000001,2023-01-01
2023-01-17,WELL-0004,24.0,0.0,390.4,623.7,176.2,4186.5,88.4,31.1,392.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,194,2.2000000000000455,0.0,2.2000000000000455,0.0,0.0,73.94,162.66800000000336,2023-01-01
2023-01-18,WELL-0004,24.0,0.0,405.5,622.4,172.1,4099.3,89.6,29.8,408.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,195,2.8999999999999773,0.0,2.8999999999999773,0.0,0.0,74.08,214.83199999999832,2023-01-01
2023-01-19,WELL-0004,17.79,6.21,296.7,445.6,133.0,4064.1,88.9,30.95,400.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,196,103.5,103.5,0.0,6.208,0.0019999999999997797,74.14,7673.49,2023-01-01
2023-01-20,WELL-0004,24.0,0.0,377.8,600.3,172.8,4071.2,87.5,31.38,407.8,pressure_psi_imputed,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,197,30.0,0.0,30.0,0.0,0.0,75.36,2260.8,2023-01-01
2023-01-21,WELL-0004,24.0,0.0,391.1,569.8,157.2,4078.3,90.0,28.67,394.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,198,3.2999999999999545,0.0,3.2999999999999545,0.0,0.0,74.61,246.2129999999966,2023-01-01
2023-01-22,WELL-0004,24.0,0.0,376.9,600.6,155.2,4059.6,88.1,29.17,399.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,199,22.600000000000023,0.0,22.600000000000023,0.0,0.0,74.26,1678.2760000000019,2023-01-01
2023-01-23,WELL-0004,24.0,0.0,353.5,496.9,153.3,4145.6,86.7,30.25,379.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,200,26.19999999999999,0.0,26.19999999999999,0.0,0.0,73.97,1938.0139999999992,2023-01-01
2023-01-24,WELL-0004,24.0,0.0,389.7,654.0,162.8,4128.0,87.6,29.47,389.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,201,0.0,0.0,0.0,0.0,0.0,74.11,0.0,2023-01-01
2023-01-25,WELL-0004,24.0,0.0,395.7,561.0,179.9,3976.3,89.0,31.25,396.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,202,1.1000000000000227,0.0,1.1000000000000227,0.0,0.0,74.55,82.00500000000169,2023-01-01
2023-01-26,WELL-0004,24.0,0.0,375.1,605.4,160.9,4036.2,87.6,30.02,398.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,203,23.69999999999999,0.0,23.69999999999999,0.0,0.0,75.28,1784.135999999999,2023-01-01
2023-01-27,WELL-0004,24.0,0.0,388.4,619.7,172.8,4101.4,88.5,30.79,396.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,204,7.7000000000000455,0.0,7.7000000000000455,0.0,0.0,73.93,569.2610000000034,2023-01-01
2023-01-28,WELL-0004,24.0,0.0,398.8,590.1,181.9,3993.6,86.4,31.32,405.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,205,7.099999999999966,0.0,7.099999999999966,0.0,0.0,75.41,535.4109999999974,2023-01-01
2023-01-29,WELL-0004,24.0,0.0,369.6,609.7,168.0,4086.9,88.0,31.25,392.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,206,22.399999999999977,0.0,22.399999999999977,0.0,0.0,74.52,1669.2479999999982,2023-01-01
2023-01-30,WELL-0004,24.0,0.0,397.5,589.7,170.4,4006.8,89.7,30.01,397.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,207,0.0,0.0,0.0,0.0,0.0,74.45,0.0,2023-01-01
2023-01-31,WELL-0004,24.0,0.0,376.2,577.9,172.6,4117.5,89.1,31.45,394.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,208,17.900000000000034,0.0,17.900000000000034,0.0,0.0,75.23,1346.6170000000027,2023-01-01
2023-02-01,WELL-0004,24.0,0.0,380.4,566.3,165.8,3977.8,86.6,30.36,387.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,209,7.5,0.0,7.5,0.0,0.0,72.04,540.3000000000001,2023-02-01
2023-02-02,WELL-0004,24.0,0.0,353.9,509.5,154.0,4092.5,87.0,30.32,379.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,210,25.900000000000034,0.0,25.900000000000034,0.0,0.0,71.76,1858.5840000000026,2023-02-01
2023-02-03,WELL-0004,24.0,0.0,378.5,538.5,167.9,4021.0,86.0,30.73,391.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,211,12.899999999999977,0.0,12.899999999999977,0.0,0.0,72.03,929.1869999999984,2023-02-01
2023-02-04,WELL-0004,24.0,0.0,352.5,539.9,150.9,4125.9,86.9,29.98,368.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,212,16.0,0.0,16.0,0.0,0.0,72.45,1159.2,2023-02-01
2023-02-05,WELL-0004,18.22,5.78,281.5,427.3,119.2,4098.1,87.7,29.75,377.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,213,96.30000000000001,90.98683333333334,5.313166666666675,0.0,5.78,72.2,6952.8600000000015,2023-02-01
2023-02-06,WELL-0004,24.0,0.0,363.2,515.6,170.6,3987.4,89.3,31.96,381.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,214,18.19999999999999,0.0,18.19999999999999,0.0,0.0,71.41,1299.6619999999991,2023-02-01
2023-02-07,WELL-0004,24.0,0.0,373.2,609.8,162.2,4044.5,87.3,30.3,384.3,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,215,11.100000000000023,0.0,11.100000000000023,0.0,0.0,71.77,796.6470000000016,2023-02-01
2023-02-08,WELL-0004,24.0,0.0,373.0,588.9,159.3,4029.8,87.7,29.93,383.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,216,10.699999999999989,0.0,10.699999999999989,0.0,0.0,71.7,767.1899999999993,2023-02-01
2023-02-09,WELL-0004,24.0,0.0,378.0,561.8,170.3,4029.4,89.1,31.06,400.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,217,22.600000000000023,0.0,22.600000000000023,0.0,0.0,71.49,1615.6740000000016,2023-02-01
2023-02-10,WELL-0004,24.0,0.0,393.0,622.3,181.6,4080.5,86.0,31.6,403.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,218,10.5,0.0,10.5,0.0,0.0,71.69,752.745,2023-02-01
2023-02-11,WELL-0004,24.0,0.0,374.7,552.9,165.1,4099.0,89.6,30.59,393.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,219,18.69999999999999,0.0,18.69999999999999,0.0,0.0,71.69,1340.6029999999992,2023-02-01
2023-02-12,WELL-0004,24.0,0.0,366.3,537.0,158.9,3925.8,88.9,30.26,378.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,220,12.099999999999966,0.0,12.099999999999966,0.0,0.0,71.99,871.0789999999974,2023-02-01
2023-02-13,WELL-0004,24.0,0.0,382.1,588.5,174.9,4101.9,88.5,31.4,395.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,221,13.099999999999966,0.0,13.099999999999966,0.0,0.0,72.28,946.8679999999976,2023-02-01
2023-02-14,WELL-0004,24.0,0.0,354.7,518.4,151.1,4073.3,88.7,29.87,379.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,222,24.5,0.0,24.5,0.0,0.0,71.43,1750.035,2023-02-01
2023-02-15,WELL-0004,24.0,0.0,389.1,559.4,174.5,4096.1,90.1,30.96,393.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,223,4.099999999999966,0.0,4.099999999999966,0.0,0.0,71.69,293.92899999999753,2023-02-01
2023-02-16,WELL-0004,24.0,0.0,360.9,533.1,176.2,4094.0,88.5,32.81,383.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,224,22.700000000000045,0.0,22.700000000000045,0.0,0.0,71.44,1621.6880000000033,2023-02-01
2023-02-17,WELL-0004,24.0,0.0,367.3,513.7,170.1,4113.6,86.7,31.65,370.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,225,3.3999999999999773,0.0,3.3999999999999773,0.0,0.0,72.38,246.09199999999834,2023-02-01
2023-02-18,WELL-0004,24.0,0.0,342.9,532.2,146.7,4059.5,87.3,29.96,365.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,226,23.0,0.0,23.0,0.0,0.0,72.34,1663.8200000000002,2023-02-01
2023-02-19,WELL-0004,22.93,1.07,315.8,468.5,139.7,3927.0,89.0,30.67,367.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,227,51.30000000000001,16.366541666666667,34.93345833333335,0.0,1.07,71.32,3658.7160000000003,2023-02-01
2023-02-20,WELL-0004,24.0,0.0,384.9,617.9,165.3,4117.9,87.2,30.04,395.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,228,10.800000000000011,0.0,10.800000000000011,0.0,0.0,72.1,778.6800000000007,2023-02-01
2023-02-21,WELL-0004,24.0,0.0,355.9,523.9,160.3,4109.6,88.3,31.05,366.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,229,10.900000000000034,0.0,10.900000000000034,0.0,0.0,72.28,787.8520000000025,2023-02-01
2023-02-22,WELL-0004,24.0,0.0,384.7,594.0,169.5,4067.7,86.6,30.58,386.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,230,1.3000000000000114,0.0,1.3000000000000114,0.0,0.0,70.94,92.2220000000008,2023-02-01
2023-02-23,WELL-0004,24.0,0.0,386.3,630.6,165.3,4105.0,88.1,29.97,405.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,231,19.5,0.0,19.5,0.0,0.0,71.91,1402.245,2023-02-01
2023-02-24,WELL-0004,24.0,0.0,373.7,555.7,166.5,4022.0,88.4,30.82,392.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,232,18.400000000000034,0.0,18.400000000000034,0.0,0.0,71.83,1321.6720000000025,2023-02-01
2023-02-25,WELL-0004,24.0,0.0,356.8,550.2,156.5,3984.2,88.9,30.49,373.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,233,16.399999999999977,0.0,16.399999999999977,0.0,0.0,71.68,1175.5519999999985,2023-02-01
2023-02-26,WELL-0004,24.0,0.0,370.0,511.5,158.7,4065.4,86.2,30.02,381.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,234,11.199999999999989,0.0,11.199999999999989,0.0,0.0,72.13,807.8559999999991,2023-02-01
2023-02-27,WELL-0004,24.0,0.0,344.2,508.0,140.5,3974.4,88.5,28.99,382.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,235,38.0,0.0,38.0,0.0,0.0,71.86,2730.68,2023-02-01
2023-02-28,WELL-0004,24.0,0.0,339.0,559.1,151.9,4118.1,86.4,30.94,375.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,236,36.80000000000001,0.0,36.80000000000001,0.0,0.0,72.39,2663.9520000000007,2023-02-01
2023-03-01,WELL-0004,24.0,0.0,360.4,512.3,162.4,4084.4,90.1,31.06,371.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,237,11.0,0.0,11.0,0.0,0.0,64.04,704.44,2023-03-01
2023-03-02,WELL-0004,21.41,2.59,309.8,464.2,138.7,4071.9,87.6,30.93,370.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,238,61.0,40.015499999999996,20.984500000000004,2.59,0.0,64.36,3925.96,2023-03-01
2023-03-03,WELL-0004,24.0,0.0,354.3,569.4,157.4,4158.1,88.7,30.76,368.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,239,14.399999999999977,0.0,14.399999999999977,0.0,0.0,63.85,919.4399999999986,2023-03-01
2023-03-04,WELL-0004,24.0,0.0,356.7,519.7,166.6,4038.9,87.3,31.84,375.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,240,19.19999999999999,0.0,19.19999999999999,0.0,0.0,64.31,1234.7519999999993,2023-03-01
2023-03-05,WELL-0004,24.0,0.0,376.4,567.0,165.3,4064.8,88.7,30.52,380.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,241,4.2000000000000455,0.0,4.2000000000000455,0.0,0.0,63.82,268.0440000000029,2023-03-01
2023-03-06,WELL-0004,24.0,0.0,366.2,542.4,148.3,4063.5,87.7,28.82,366.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,242,0.0,0.0,0.0,0.0,0.0,64.45,0.0,2023-03-01
2023-03-07,WELL-0004,24.0,0.0,338.1,519.2,147.7,4191.1,88.8,30.4,362.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,243,23.899999999999977,0.0,23.899999999999977,0.0,0.0,64.45,1540.3549999999987,2023-03-01
2023-03-08,WELL-0004,24.0,0.0,374.1,576.3,163.6,4091.3,88.2,30.43,374.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,244,0.0,0.0,0.0,0.0,0.0,64.74,0.0,2023-03-01
2023-03-09,WELL-0004,24.0,0.0,378.3,563.2,168.4,4202.1,86.7,30.8,389.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,245,11.5,0.0,11.5,0.0,0.0,63.93,735.195,2023-03-01
2023-03-10,WELL-0004,24.0,0.0,357.9,592.9,141.9,4094.8,87.5,28.39,379.3,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,246,21.400000000000034,0.0,21.400000000000034,0.0,0.0,64.15,1372.8100000000022,2023-03-01
2023-03-11,WELL-0004,20.49,3.51,313.3,496.4,137.8,4120.9,87.2,30.55,367.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,247,53.69999999999999,53.67374999999999,0.026249999999997442,3.51,0.0,64.63,3470.630999999999,2023-03-01
2023-03-12,WELL-0004,9.6,14.4,141.8,217.4,65.6,4016.4,87.8,31.63,361.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,248,219.8,216.96000000000004,2.839999999999975,14.399999999999999,1.7763568394002505e-15,64.26,14124.348000000002,2023-03-01
2023-03-13,WELL-0004,9.6,14.4,142.6,223.3,66.9,3983.3,89.8,31.93,373.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,249,230.79999999999998,224.04,6.759999999999991,14.399999999999999,1.7763568394002505e-15,63.98,14766.583999999999,2023-03-01
2023-03-14,WELL-0004,9.6,14.4,147.9,206.3,60.7,4050.7,89.0,29.1,379.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,250,231.99999999999997,227.93999999999997,4.060000000000002,14.399999999999999,1.7763568394002505e-15,64.23,14901.359999999999,2023-03-01
2023-03-15,WELL-0004,21.07,2.93,314.9,498.0,152.2,3997.8,87.1,32.58,379.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,251,64.5,46.31841666666667,18.18158333333333,2.9279999999999973,0.0020000000000028884,64.54,4162.830000000001,2023-03-01
2023-03-16,WELL-0004,24.0,0.0,364.0,542.0,151.9,4027.9,88.8,29.44,364.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,252,0.0,0.0,0.0,0.0,0.0,63.52,0.0,2023-03-01
2023-03-17,WELL-0004,19.33,4.67,273.0,399.7,123.6,3892.5,87.9,31.16,350.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,253,77.0,68.10416666666667,8.895833333333329,4.67,0.0,64.36,4955.72,2023-03-01
2023-03-18,WELL-0004,24.0,0.0,360.5,536.7,164.7,3974.2,88.9,31.36,382.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,254,21.600000000000023,0.0,21.600000000000023,0.0,0.0,64.05,1383.4800000000014,2023-03-01
2023-03-19,WELL-0004,24.0,0.0,372.0,573.5,167.8,4106.0,88.3,31.09,379.4,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,255,7.399999999999977,0.0,7.399999999999977,0.0,0.0,64.83,479.74199999999854,2023-03-01
2023-03-20,WELL-0004,24.0,0.0,374.5,598.0,168.8,3958.4,86.6,31.07,374.5,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,256,0.0,0.0,0.0,0.0,0.0,65.39,0.0,2023-03-01
2023-03-21,WELL-0004,24.0,0.0,346.5,546.8,141.4,4182.3,88.5,28.98,354.7,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,257,8.199999999999989,0.0,8.199999999999989,0.0,0.0,64.71,530.6219999999992,2023-03-01
2023-03-22,WELL-0004,13.15,10.85,172.7,287.9,70.0,4133.6,88.5,28.84,343.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,258,170.40000000000003,155.10979166666667,15.290208333333368,10.85,0.0,64.98,11072.592000000002,2023-03-01
2023-03-23,WELL-0004,24.0,0.0,337.3,540.2,157.8,4072.3,88.4,31.87,351.3,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,259,14.0,0.0,14.0,0.0,0.0,64.43,902.0200000000001,2023-03-01
2023-03-24,WELL-0004,24.0,0.0,340.0,524.0,132.5,3982.0,89.6,28.04,360.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,260,20.19999999999999,0.0,20.19999999999999,0.0,0.0,65.24,1317.847999999999,2023-03-01
2023-03-25,WELL-0004,24.0,0.0,355.0,543.5,157.5,4054.1,86.0,30.73,375.1,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,261,20.100000000000023,0.0,20.100000000000023,0.0,0.0,65.08,1308.1080000000015,2023-03-01
2023-03-26,WELL-0004,24.0,0.0,346.1,541.8,150.5,3975.4,87.3,30.31,355.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,262,9.699999999999989,0.0,9.699999999999989,0.0,0.0,64.75,628.0749999999992,2023-03-01
2023-03-27,WELL-0004,24.0,0.0,354.9,558.6,166.1,3980.5,88.5,31.88,359.8,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,263,4.900000000000034,0.0,4.900000000000034,0.0,0.0,64.16,314.3840000000022,2023-03-01
2023-03-28,WELL-0004,24.0,0.0,336.7,531.9,144.6,3990.7,91.4,30.04,349.9,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,264,13.199999999999989,0.0,13.199999999999989,0.0,0.0,64.89,856.5479999999993,2023-03-01
2023-03-29,WELL-0004,24.0,0.0,349.9,539.4,143.2,3961.8,87.2,29.04,363.2,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,265,13.300000000000011,0.0,13.300000000000011,0.0,0.0,64.54,858.3820000000009,2023-03-01
2023-03-30,WELL-0004,24.0,0.0,341.2,464.8,149.3,4130.2,87.6,30.44,368.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,266,27.400000000000034,0.0,27.400000000000034,0.0,0.0,63.98,1753.0520000000022,2023-03-01
2023-03-31,WELL-0004,24.0,0.0,354.4,576.0,161.8,3953.5,87.5,31.34,367.0,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,267,12.600000000000023,0.0,12.600000000000023,0.0,0.0,63.97,806.0220000000014,2023-03-01
2023-04-01,WELL-0004,24.0,0.0,346.8,500.6,149.6,4097.2,87.4,30.14,347.6,,PNX-104,FIELD-001,Directional,Synthetic Reservoir R3,268,0.8000000000000114,0.0,0.8000000000000114,0.0,0.0,62.79,50.23200000000071,2023-04-01
