date,field_id,oil_volume_bbl,gas_volume_mcf,oil_price_usd,gas_price_usd,revenue_usd
2022-09-29,FIELD-004,1308.3,1834.0,70.37,3.772,98982.92
2022-09-30,FIELD-001,4366.9,4264.7,69.95,3.71,321286.69
2022-09-30,FIELD-002,2911.0,2452.2,72.07,3.844,219222.03
2022-09-30,FIELD-003,918.0,1300.2,67.85,3.751,67163.35
2022-09-30,FIELD-004,1307.0,1704.2,70.23,3.747,98176.25
2022-10-01,FIELD-001,4255.3,3881.9,68.96,3.534,307164.12
2022-10-01,FIELD-002,2984.0,2497.9,69.41,3.557,216004.47
2022-10-01,FIELD-003,914.3,1260.4,65.46,3.541,64313.15
2022-10-01,FIELD-004,1332.0,1698.5,68.89,3.568,97821.73
2022-10-02,FIELD-001,4461.9,4120.5,66.91,3.499,312963.36
2022-10-02,FIELD-002,2945.2,2401.4,68.8,3.572,211207.56
2022-10-02,FIELD-003,1404.8,1701.2,65.53,3.507,98022.65
2022-10-02,FIELD-004,1354.6,1825.1,67.6,3.555,98059.19
2022-10-03,FIELD-001,3264.0,2475.0,68.1,3.478,230886.45
2022-10-03,FIELD-002,2674.5,2106.3,69.72,3.619,194088.84
2022-10-03,FIELD-003,1243.2,1551.6,65.17,3.608,86617.52
2022-10-03,FIELD-004,1318.6,1793.6,67.43,3.524,95233.84
2022-10-04,FIELD-001,3558.6,3164.5,68.38,3.603,254738.76
2022-10-04,FIELD-002,2917.3,2408.0,68.79,3.531,209183.72
2022-10-04,FIELD-003,992.2,1162.9,64.83,3.609,68521.23
2022-10-04,FIELD-004,952.5,1247.1,68.17,3.558,69369.11
2022-10-05,FIELD-001,4205.8,3955.2,66.62,3.557,294259.04
2022-10-05,FIELD-002,2878.2,2435.0,69.05,3.585,207469.18
2022-10-05,FIELD-003,1391.3,1749.7,65.39,3.528,97150.05
2022-10-05,FIELD-004,1297.1,1688.9,68.41,3.637,94877.14
2022-10-06,FIELD-001,4287.5,3958.9,69.15,3.589,310689.12
2022-10-06,FIELD-002,2899.3,2420.1,68.58,3.567,207466.49
2022-10-06,FIELD-003,1362.1,1674.1,65.68,3.56,95422.52
2022-10-06,FIELD-004,1279.7,1658.5,67.83,3.551,92691.38
2022-10-07,FIELD-001,3883.6,3561.8,68.15,3.637,277621.61
2022-10-07,FIELD-002,2882.1,2441.1,69.44,3.606,208935.63
2022-10-07,FIELD-003,1395.0,1716.2,66.21,3.553,98460.61
2022-10-07,FIELD-004,1321.6,1783.2,67.44,3.547,95453.71
2022-10-08,FIELD-001,4216.3,3938.9,68.04,3.516,300726.22
2022-10-08,FIELD-002,2864.5,2504.0,68.3,3.61,204684.79
2022-10-08,FIELD-003,1372.4,1629.4,65.28,3.52,95325.76
2022-10-08,FIELD-004,1334.2,1724.7,67.53,3.536,96197.07
2022-10-09,FIELD-001,4077.8,3856.3,68.29,3.57,292239.95
2022-10-09,FIELD-002,2949.5,2483.7,69.65,3.559,214272.16
2022-10-09,FIELD-003,1377.4,1615.5,64.96,3.555,95219.01
2022-10-09,FIELD-004,1317.8,1803.0,67.65,3.597,95634.56
2022-10-10,FIELD-001,4233.5,3848.2,67.82,3.517,300650.09
2022-10-10,FIELD-002,2315.2,2019.6,68.71,3.576,166299.48
2022-10-10,FIELD-003,1354.1,1663.2,65.88,3.554,95119.12
2022-10-10,FIELD-004,1253.5,1618.2,69.26,3.563,92583.06
2022-10-11,FIELD-001,4166.6,3968.5,67.99,3.567,297442.77
2022-10-11,FIELD-002,2967.5,2463.9,68.94,3.576,213390.36
2022-10-11,FIELD-003,1438.2,1746.7,63.97,3.589,98270.56
2022-10-11,FIELD-004,1313.1,1737.3,67.93,3.543,95354.14
2022-10-12,FIELD-001,4399.7,4020.4,68.12,3.587,314128.74
2022-10-12,FIELD-002,2940.6,2397.2,69.0,3.6,211531.32
2022-10-12,FIELD-003,1380.4,1679.6,65.6,3.55,96516.82
2022-10-12,FIELD-004,1285.0,1833.3,68.22,3.541,94154.42
2022-10-13,FIELD-001,4184.4,3848.8,68.13,3.531,298673.28
2022-10-13,FIELD-002,2155.9,1853.7,69.54,3.561,156522.31
2022-10-13,FIELD-003,1355.4,1615.0,65.18,3.537,94057.23
2022-10-13,FIELD-004,1179.5,1562.6,69.25,3.572,87261.98
2022-10-14,FIELD-001,4271.7,4033.1,67.5,3.58,302778.25
2022-10-14,FIELD-002,2873.4,2338.0,68.79,3.584,206040.58
2022-10-14,FIELD-003,1353.9,1591.0,64.9,3.55,93516.16
2022-10-14,FIELD-004,1131.8,1495.0,67.94,3.568,82228.65
2022-10-15,FIELD-001,1978.4,1845.5,67.18,3.537,139436.45
2022-10-15,FIELD-002,600.9,500.9,69.4,3.554,43482.66
2022-10-15,FIELD-003,1398.5,1676.2,65.56,3.55,97636.17
2022-10-15,FIELD-004,1316.7,1752.3,68.08,3.583,95919.43
2022-10-16,FIELD-001,3503.9,2888.8,68.67,3.584,250966.27
2022-10-16,FIELD-002,2135.7,1875.7,67.5,3.544,150807.23
2022-10-16,FIELD-003,1374.7,1597.3,66.31,3.554,96833.16
2022-10-16,FIELD-004,1327.1,1757.0,68.16,3.538,96671.4
2022-10-17,FIELD-001,4343.0,4012.4,66.65,3.591,303869.48
2022-10-17,FIELD-002,2855.9,2439.3,69.94,3.526,208342.62
2022-10-17,FIELD-003,1313.9,1600.5,66.34,3.517,92793.08
2022-10-17,FIELD-004,1188.9,1568.2,68.72,3.473,87147.57
2022-10-18,FIELD-001,3055.9,2926.4,68.39,3.549,219378.79
2022-10-18,FIELD-002,2919.1,2423.0,68.61,3.5,208759.95
2022-10-18,FIELD-003,1332.2,1544.0,66.18,3.567,93672.44
2022-10-18,FIELD-004,1337.4,1749.6,68.21,3.487,97324.91
2022-10-19,FIELD-001,4360.2,4070.4,69.26,3.6,316640.89
2022-10-19,FIELD-002,2918.0,2396.5,69.51,3.585,211421.63
2022-10-19,FIELD-003,566.7,701.2,64.5,3.57,39055.43
2022-10-19,FIELD-004,1318.1,1785.7,68.11,3.519,96059.67
2022-10-20,FIELD-001,4196.2,3970.7,67.93,3.589,299298.71
2022-10-20,FIELD-002,1443.8,1361.6,69.23,3.55,104787.95
2022-10-20,FIELD-003,1399.0,1586.6,65.82,3.607,97805.05
2022-10-20,FIELD-004,1308.8,1750.1,67.31,3.557,94320.43
2022-10-21,FIELD-001,4355.7,4091.2,67.14,3.616,307235.48
2022-10-21,FIELD-002,2886.1,2493.0,68.9,3.511,207605.21
2022-10-21,FIELD-003,1263.6,1551.1,65.32,3.576,88085.09
2022-10-21,FIELD-004,1309.3,1690.3,68.38,3.541,95515.29
2022-10-22,FIELD-001,4242.5,4044.8,67.85,3.572,302301.65
2022-10-22,FIELD-002,2856.8,2488.5,68.85,3.553,205532.32
2022-10-22,FIELD-003,1343.3,1589.4,66.21,3.49,94486.9
2022-10-22,FIELD-004,1214.0,1632.5,67.89,3.637,88355.86
2022-10-23,FIELD-001,4332.6,3982.7,68.23,3.56,309791.71
2022-10-23,FIELD-002,2856.6,2397.0,68.88,3.549,205269.56
2022-10-23,FIELD-003,1407.6,1709.7,65.93,3.576,98916.96
2022-10-23,FIELD-004,1240.2,1651.7,68.03,3.56,90250.86
2022-10-24,FIELD-001,3183.3,3237.2,68.01,3.537,227946.21
2022-10-24,FIELD-002,4024.8,3711.4,69.3,3.581,292209.16
2022-10-24,FIELD-003,1401.8,1696.6,65.03,3.505,97105.64
2022-10-24,FIELD-004,826.5,1091.3,66.93,3.576,59220.13
2022-10-25,FIELD-001,4269.2,4073.6,68.23,3.585,305891.37
2022-10-25,FIELD-002,3870.7,3668.0,69.01,3.588,280277.79
2022-10-25,FIELD-003,1335.4,1642.0,65.15,3.537,92809.06
2022-10-25,FIELD-004,1283.3,1730.2,68.19,3.534,93622.75
2022-10-26,FIELD-001,4275.6,4024.1,69.02,3.5,309186.26
2022-10-26,FIELD-002,4073.0,3678.4,69.29,3.599,295456.73
2022-10-26,FIELD-003,1321.0,1610.3,65.3,3.555,91985.92
2022-10-26,FIELD-004,1268.3,1704.2,67.15,3.597,91296.35
2022-10-27,FIELD-001,4258.8,4116.9,67.45,3.534,301805.18
2022-10-27,FIELD-002,3783.9,3461.4,70.4,3.632,278958.36
2022-10-27,FIELD-003,1366.8,1703.1,65.15,3.507,95019.79
2022-10-27,FIELD-004,1308.1,1761.5,67.0,3.546,93888.98
2022-10-28,FIELD-001,4188.1,3942.2,67.22,3.526,295424.28
2022-10-28,FIELD-002,3949.0,3535.5,70.05,3.577,289273.93
2022-10-28,FIELD-003,1322.0,1541.8,64.76,3.604,91169.37
2022-10-28,FIELD-004,1278.3,1653.2,68.69,3.565,93700.08
2022-10-29,FIELD-001,4057.2,3819.4,68.38,3.586,291127.7
2022-10-29,FIELD-002,3888.8,3669.3,69.23,3.602,282438.44
2022-10-29,FIELD-003,1378.0,1633.8,65.38,3.521,95846.25
2022-10-29,FIELD-004,1163.5,1528.1,67.77,3.569,84304.18
2022-10-30,FIELD-001,4331.1,4007.2,66.96,3.588,304388.29
2022-10-30,FIELD-002,3488.5,3436.7,68.81,3.62,252484.54
2022-10-30,FIELD-003,1347.0,1669.3,64.97,3.55,93440.6
2022-10-30,FIELD-004,1232.4,1608.8,67.18,3.565,88528.0
2022-10-31,FIELD-001,4179.3,3945.7,67.53,3.52,296116.99
2022-10-31,FIELD-002,3935.4,3678.4,68.84,3.53,283897.69
2022-10-31,FIELD-003,1329.8,1586.8,66.23,3.576,93747.05
2022-10-31,FIELD-004,1311.3,1711.7,68.75,3.581,96281.47
2022-11-01,FIELD-001,4106.8,3684.1,76.52,3.741,328034.55
2022-11-01,FIELD-002,3401.1,3059.3,77.78,3.704,275869.21
2022-11-01,FIELD-003,1333.9,1567.4,73.68,3.779,104204.96
2022-11-01,FIELD-004,1308.0,1730.8,77.21,3.763,107503.68
2022-11-02,FIELD-001,4217.8,3966.7,77.36,3.789,341318.83
2022-11-02,FIELD-002,3574.4,3086.0,77.26,3.732,287675.1
2022-11-02,FIELD-003,1402.4,1614.3,72.92,3.809,108411.88
2022-11-02,FIELD-004,1303.6,1635.6,76.88,3.757,106365.72
2022-11-03,FIELD-001,4223.9,4044.5,77.64,3.731,343033.63
2022-11-03,FIELD-002,3824.5,3431.2,78.15,3.719,311645.31
2022-11-03,FIELD-003,1404.9,1679.6,74.11,3.683,110303.11
2022-11-03,FIELD-004,829.8,1113.4,77.24,3.712,68226.69
2022-11-04,FIELD-001,4267.0,4033.3,76.4,3.79,341285.01
2022-11-04,FIELD-002,4011.1,3741.2,77.09,3.733,323181.6
2022-11-04,FIELD-003,1386.4,1641.7,74.11,3.763,108923.82
2022-11-04,FIELD-004,1263.5,1691.5,76.76,3.725,103287.1
2022-11-05,FIELD-001,4202.9,3868.1,76.88,3.776,337724.9
2022-11-05,FIELD-002,3775.0,3296.8,77.45,3.743,304713.67
2022-11-05,FIELD-003,1318.8,1566.1,74.55,3.745,104181.58
2022-11-05,FIELD-004,1338.8,1730.3,76.66,3.713,109057.01
2022-11-06,FIELD-001,4359.9,4052.0,77.31,3.812,352510.09
2022-11-06,FIELD-002,3894.6,3561.5,78.23,3.757,318055.11
2022-11-06,FIELD-003,1152.1,1395.6,74.29,3.737,90804.87
2022-11-06,FIELD-004,1288.4,1677.4,77.77,3.767,106517.63
2022-11-07,FIELD-001,3965.7,3766.0,77.24,3.685,320188.38
2022-11-07,FIELD-002,3137.7,2794.2,77.26,3.741,252871.8
2022-11-07,FIELD-003,1386.4,1697.9,73.4,3.75,108128.88
2022-11-07,FIELD-004,1299.5,1672.1,77.32,3.779,106796.21
2022-11-08,FIELD-001,4101.9,4052.0,77.14,3.792,331785.75
2022-11-08,FIELD-002,3897.7,3451.8,78.93,3.717,320475.8
2022-11-08,FIELD-003,1337.7,1573.5,74.22,3.741,105170.56
2022-11-08,FIELD-004,1294.8,1737.1,76.11,3.776,105106.52
2022-11-09,FIELD-001,4044.9,3909.9,75.96,3.784,322045.67
2022-11-09,FIELD-002,3796.6,3519.1,77.92,3.747,309017.14
2022-11-09,FIELD-003,1190.5,1465.2,74.23,3.719,93819.89
2022-11-09,FIELD-004,1177.3,1512.7,76.69,3.758,95971.86
2022-11-10,FIELD-001,4134.5,3852.1,77.79,3.721,335956.42
2022-11-10,FIELD-002,3929.4,3559.6,77.86,3.694,319092.25
2022-11-10,FIELD-003,1343.2,1663.0,74.26,3.74,105965.65
2022-11-10,FIELD-004,1901.6,2519.3,76.76,3.717,155331.05
2022-11-11,FIELD-001,4179.6,4008.0,76.78,3.723,335831.47
2022-11-11,FIELD-002,3970.7,3568.6,78.82,3.75,326352.82
2022-11-11,FIELD-003,1345.9,1622.3,74.22,3.755,105984.43
2022-11-11,FIELD-004,1535.5,2135.7,77.24,3.78,126674.97
2022-11-12,FIELD-001,3383.3,3141.5,76.26,3.795,269932.45
2022-11-12,FIELD-002,3875.3,3426.3,78.07,3.804,315578.32
2022-11-12,FIELD-003,1307.7,1557.5,74.82,3.715,103628.23
2022-11-12,FIELD-004,1973.1,2640.3,76.07,3.752,160000.12
2022-11-13,FIELD-001,4058.9,3854.5,77.36,3.791,328608.91
2022-11-13,FIELD-002,3913.6,3596.7,78.97,3.787,322677.69
2022-11-13,FIELD-003,1327.8,1594.7,74.1,3.69,104274.42
2022-11-13,FIELD-004,1911.2,2580.5,77.69,3.738,158127.04
2022-11-14,FIELD-001,4195.0,3969.7,75.45,3.767,331466.61
2022-11-14,FIELD-002,3926.2,3576.4,76.69,3.732,314447.4
2022-11-14,FIELD-003,1381.4,1665.9,74.19,3.773,108771.51
2022-11-14,FIELD-004,1949.0,2535.5,77.08,3.857,160008.34
2022-11-15,FIELD-001,4223.5,4054.4,76.72,3.774,339328.23
2022-11-15,FIELD-002,3881.8,3626.0,77.9,3.742,315960.71
2022-11-15,FIELD-003,1349.7,1653.6,74.16,3.756,106304.67
2022-11-15,FIELD-004,1523.3,2070.4,76.08,3.734,123623.54
2022-11-16,FIELD-001,4200.9,3903.3,77.7,3.766,341109.76
2022-11-16,FIELD-002,3352.0,3275.8,77.64,3.658,272232.16
2022-11-16,FIELD-003,1342.7,1556.0,75.51,3.753,107226.95
2022-11-16,FIELD-004,1950.4,2601.0,76.76,3.803,159604.31
2022-11-17,FIELD-001,4213.7,3990.2,76.22,3.728,336043.68
2022-11-17,FIELD-002,3947.4,3593.3,77.66,3.726,319943.72
2022-11-17,FIELD-003,1339.9,1580.6,74.51,3.751,105764.78
2022-11-17,FIELD-004,1944.7,2631.1,77.17,3.716,159849.67
2022-11-18,FIELD-001,4202.5,4022.5,76.81,3.746,337862.31
2022-11-18,FIELD-002,3809.4,3475.9,78.53,3.8,312360.6
2022-11-18,FIELD-003,1370.6,1662.2,73.66,3.763,107213.25
2022-11-18,FIELD-004,1963.9,2692.7,77.04,3.701,161264.54
2022-11-19,FIELD-001,4172.9,4039.8,76.65,3.769,335078.79
2022-11-19,FIELD-002,3106.0,2861.3,77.77,3.799,252423.7
2022-11-19,FIELD-003,1346.3,1571.6,73.53,3.746,104880.65
2022-11-19,FIELD-004,1964.6,2601.3,77.36,3.692,161585.46
2022-11-20,FIELD-001,4069.8,3894.4,75.81,3.762,323182.27
2022-11-20,FIELD-002,3887.4,3552.9,78.39,3.808,318262.73
2022-11-20,FIELD-003,1258.9,1466.2,74.69,3.777,99565.08
2022-11-20,FIELD-004,1934.4,2732.1,76.23,3.754,157715.62
2022-11-21,FIELD-001,4387.0,3986.5,76.96,3.701,352377.56
2022-11-21,FIELD-002,3957.6,3585.2,78.57,3.691,324181.61
2022-11-21,FIELD-003,1899.8,1835.6,73.84,3.723,147115.17
2022-11-21,FIELD-004,1858.7,2438.8,76.75,3.741,151778.78
2022-11-22,FIELD-001,4230.2,3952.2,77.52,3.752,342753.76
2022-11-22,FIELD-002,3895.6,3724.1,78.43,3.685,319255.22
2022-11-22,FIELD-003,2216.1,2065.9,74.97,3.744,173875.75
2022-11-22,FIELD-004,2004.7,2661.5,76.6,3.774,163604.52
2022-11-23,FIELD-001,4181.6,4045.6,77.88,3.766,340898.74
2022-11-23,FIELD-002,3163.1,2868.3,77.45,3.712,255629.22
2022-11-23,FIELD-003,2677.4,2539.9,73.64,3.723,206619.78
2022-11-23,FIELD-004,843.4,1283.0,76.64,3.752,69451.99
2022-11-24,FIELD-001,4086.2,3826.8,76.9,3.693,328361.15
2022-11-24,FIELD-002,3905.2,3698.1,78.03,3.715,318461.2
2022-11-24,FIELD-003,2070.4,1892.1,74.73,3.739,161795.55
2022-11-24,FIELD-004,1510.5,2101.1,77.55,3.748,125014.2
2022-11-25,FIELD-001,4176.7,3844.6,76.86,3.688,335200.05
2022-11-25,FIELD-002,3882.5,3423.0,78.73,3.756,318526.01
2022-11-25,FIELD-003,2788.8,2543.6,75.23,3.695,219200.03
2022-11-25,FIELD-004,1907.0,2554.9,77.44,3.742,157238.52
2022-11-26,FIELD-001,4220.5,3995.8,76.27,3.678,336594.09
2022-11-26,FIELD-002,3916.4,3584.4,78.1,3.758,319341.02
2022-11-26,FIELD-003,1731.2,1616.4,73.18,3.762,132770.11
2022-11-26,FIELD-004,1976.7,2610.6,77.6,3.727,163121.63
2022-11-27,FIELD-001,4026.8,3750.3,77.62,3.763,326672.59
2022-11-27,FIELD-002,3744.4,3435.3,78.21,3.723,305639.15
2022-11-27,FIELD-003,2517.5,2385.4,73.95,3.759,195135.84
2022-11-27,FIELD-004,1681.0,2266.5,77.41,3.722,138562.12
2022-11-28,FIELD-001,4163.6,3879.9,77.13,3.71,335532.9
2022-11-28,FIELD-002,3851.4,3434.4,78.06,3.719,313412.82
2022-11-28,FIELD-003,2774.8,2623.6,73.59,3.706,213920.59
2022-11-28,FIELD-004,1935.8,2533.2,77.57,3.74,159634.17
2022-11-29,FIELD-001,3695.8,3202.4,77.03,3.705,296552.37
2022-11-29,FIELD-002,3803.0,3538.0,77.25,3.725,306960.8
2022-11-29,FIELD-003,2736.8,2631.5,74.43,3.739,213539.2
2022-11-29,FIELD-004,1930.7,2570.1,77.23,3.734,158704.71
2022-11-30,FIELD-001,3983.1,3785.0,76.87,3.79,320526.05
2022-11-30,FIELD-002,3783.6,3458.2,77.3,3.758,305468.2
2022-11-30,FIELD-003,2742.1,2458.4,73.86,3.787,211841.47
2022-11-30,FIELD-004,1947.6,2592.1,78.19,3.765,162042.1
2022-12-01,FIELD-001,3801.2,3584.2,74.7,4.126,298738.05
2022-12-01,FIELD-002,3813.5,3630.8,76.96,4.103,308384.13
2022-12-01,FIELD-003,2753.4,2637.8,71.72,4.028,208098.91
2022-12-01,FIELD-004,1882.9,2477.4,75.75,4.053,152670.58
2022-12-02,FIELD-001,4010.5,3685.5,75.32,4.158,317395.17
2022-12-02,FIELD-002,3762.8,3340.6,75.79,4.118,298939.2
2022-12-02,FIELD-003,2750.1,2588.6,73.95,4.074,213915.85
2022-12-02,FIELD-004,1956.2,2552.1,74.86,4.055,156789.9
2022-12-03,FIELD-001,4109.2,3892.9,75.6,3.993,326199.87
2022-12-03,FIELD-002,3869.4,3507.1,76.53,4.058,310356.99
2022-12-03,FIELD-003,2647.4,2538.3,72.77,4.06,202956.8
2022-12-03,FIELD-004,1879.6,2509.0,74.35,4.064,149944.84
2022-12-04,FIELD-001,3527.6,3534.2,74.67,4.092,277867.84
2022-12-04,FIELD-002,3612.8,3310.9,76.14,4.067,288544.02
2022-12-04,FIELD-003,2665.5,2524.8,73.62,4.038,206429.25
2022-12-04,FIELD-004,1992.6,2661.5,74.95,4.125,160324.06
2022-12-05,FIELD-001,4182.4,3967.8,75.67,4.054,332567.67
2022-12-05,FIELD-002,3640.5,3518.7,77.09,4.046,294882.81
2022-12-05,FIELD-003,2659.8,2473.1,72.76,4.035,203506.01
2022-12-05,FIELD-004,1855.9,2368.2,76.09,4.053,150813.75
2022-12-06,FIELD-001,3902.8,3809.9,75.46,4.162,310362.09
2022-12-06,FIELD-002,3679.8,3403.2,75.9,3.96,292773.49
2022-12-06,FIELD-003,2698.6,2509.3,73.1,4.085,207518.15
2022-12-06,FIELD-004,1931.2,2620.0,74.64,4.036,154719.09
2022-12-07,FIELD-001,4118.8,3886.1,73.81,4.01,319591.89
2022-12-07,FIELD-002,3933.2,3526.4,76.13,4.143,314044.39
2022-12-07,FIELD-003,2640.1,2533.4,72.71,4.03,202171.27
2022-12-07,FIELD-004,1910.8,2505.3,75.11,4.084,153751.83
2022-12-08,FIELD-001,4153.8,3942.6,75.07,4.077,327899.75
2022-12-08,FIELD-002,3845.7,3538.1,75.37,4.02,304073.57
2022-12-08,FIELD-003,2539.8,2413.4,73.55,4.119,196743.08
2022-12-08,FIELD-004,1776.0,2338.5,75.65,3.997,143701.38
2022-12-09,FIELD-001,2063.3,1933.8,74.81,4.171,162421.35
2022-12-09,FIELD-002,3946.4,3599.6,75.27,4.066,311681.5
2022-12-09,FIELD-003,2710.2,2560.4,73.64,4.073,210007.64
2022-12-09,FIELD-004,1666.4,2213.2,74.11,4.1,132571.02
2022-12-10,FIELD-001,4119.9,3922.3,75.73,4.108,328112.84
2022-12-10,FIELD-002,3749.2,3293.4,76.7,4.073,300977.66
2022-12-10,FIELD-003,2633.4,2470.6,73.54,4.033,203624.17
2022-12-10,FIELD-004,1136.5,1560.0,75.02,4.095,91648.43
2022-12-11,FIELD-001,4171.9,3886.1,75.24,4.055,329651.89
2022-12-11,FIELD-002,3775.3,3365.5,76.73,4.039,303272.02
2022-12-11,FIELD-003,2700.4,2538.7,72.48,4.064,206042.27
2022-12-11,FIELD-004,691.2,927.3,75.72,4.031,56075.61
2022-12-12,FIELD-001,4011.3,3878.5,75.05,4.056,316779.26
2022-12-12,FIELD-002,3820.0,3533.3,76.53,4.087,306785.2
2022-12-12,FIELD-003,2720.6,2476.7,72.35,4.059,206888.34
2022-12-12,FIELD-004,1913.7,2544.2,74.66,3.985,153015.48
2022-12-13,FIELD-001,4177.5,3939.4,74.99,4.032,329154.39
2022-12-13,FIELD-002,3734.7,3378.8,76.87,4.112,300980.01
2022-12-13,FIELD-003,2664.9,2457.1,71.65,4.06,200915.91
2022-12-13,FIELD-004,1873.8,2523.2,74.41,4.088,149744.3
2022-12-14,FIELD-001,4172.0,3903.9,75.01,4.048,328744.71
2022-12-14,FIELD-002,3850.7,3553.1,76.69,4.079,309803.28
2022-12-14,FIELD-003,2770.7,2583.4,73.13,3.996,212944.56
2022-12-14,FIELD-004,1935.1,2530.2,75.71,4.036,156718.31
2022-12-15,FIELD-001,4173.7,3899.4,75.05,4.15,329418.7
2022-12-15,FIELD-002,2848.2,2566.8,76.23,4.076,227580.56
2022-12-15,FIELD-003,2474.0,2351.4,72.81,4.035,189619.84
2022-12-15,FIELD-004,1877.6,2497.4,75.75,4.076,152407.6
2022-12-16,FIELD-001,3975.3,3738.8,74.03,4.026,309343.87
2022-12-16,FIELD-002,3633.7,3338.6,75.75,4.074,288854.23
2022-12-16,FIELD-003,1882.1,1737.0,72.07,4.091,142749.01
2022-12-16,FIELD-004,1885.7,2534.4,76.05,4.06,153697.15
2022-12-17,FIELD-001,3084.4,2864.2,75.46,4.071,244408.98
2022-12-17,FIELD-002,2216.0,1990.1,76.49,4.094,177649.31
2022-12-17,FIELD-003,2613.5,2514.5,72.93,4.099,200909.49
2022-12-17,FIELD-004,1950.3,2615.5,76.05,4.024,158845.09
2022-12-18,FIELD-001,4162.3,3867.3,75.03,4.055,327979.27
2022-12-18,FIELD-002,3786.1,3479.8,77.05,4.022,305714.76
2022-12-18,FIELD-003,2763.0,2642.8,72.08,4.051,209863.02
2022-12-18,FIELD-004,1939.5,2480.7,75.06,4.034,155586.01
2022-12-19,FIELD-001,4146.4,3852.2,74.66,4.012,325025.25
2022-12-19,FIELD-002,3749.0,3403.5,76.85,4.044,301874.4
2022-12-19,FIELD-003,2525.3,2372.0,71.28,4.05,189609.98
2022-12-19,FIELD-004,1243.4,1719.4,75.5,4.056,100850.59
2022-12-20,FIELD-001,2645.3,2552.1,75.81,4.095,210991.04
2022-12-20,FIELD-002,3752.2,3309.6,75.09,4.117,295378.32
2022-12-20,FIELD-003,2692.7,2428.7,73.34,4.058,207338.28
2022-12-20,FIELD-004,1863.2,2557.9,75.31,4.116,150845.91
2022-12-21,FIELD-001,3540.6,3229.8,74.53,4.072,277032.66
2022-12-21,FIELD-002,4978.5,4742.9,76.13,4.042,398184.01
2022-12-21,FIELD-003,2636.9,2490.1,73.42,4.123,203867.88
2022-12-21,FIELD-004,1882.8,2527.6,74.28,4.015,150002.7
2022-12-22,FIELD-001,4153.3,3822.2,75.2,4.054,327823.36
2022-12-22,FIELD-002,5023.5,4723.2,76.42,4.049,403020.11
2022-12-22,FIELD-003,2703.7,2534.0,73.25,4.032,208263.11
2022-12-22,FIELD-004,1751.8,2243.6,74.59,4.025,139697.25
2022-12-23,FIELD-001,4066.9,3777.4,74.85,4.079,319815.48
2022-12-23,FIELD-002,1969.3,1857.7,75.73,4.118,156785.1
2022-12-23,FIELD-003,2757.4,2545.4,72.49,4.06,210218.25
2022-12-23,FIELD-004,1744.7,2277.7,75.93,4.053,141706.59
2022-12-24,FIELD-001,4114.6,3722.3,74.78,3.983,322515.71
2022-12-24,FIELD-002,1662.6,1552.7,75.9,4.025,132440.96
2022-12-24,FIELD-003,2641.3,2489.8,72.78,4.103,202449.46
2022-12-24,FIELD-004,1944.4,2536.0,74.3,4.078,154810.73
2022-12-25,FIELD-001,4155.4,3919.8,74.79,4.09,326814.35
2022-12-25,FIELD-002,2776.8,2570.1,76.39,4.179,222860.2
2022-12-25,FIELD-003,2712.7,2504.7,72.56,4.088,207072.73
2022-12-25,FIELD-004,1934.4,2632.6,74.85,4.086,155546.64
2022-12-26,FIELD-001,3441.9,3182.2,75.67,4.058,273361.94
2022-12-26,FIELD-002,4858.9,4506.3,77.08,4.071,392869.16
2022-12-26,FIELD-003,2629.3,2502.1,72.66,4.036,201143.41
2022-12-26,FIELD-004,1956.8,2704.3,75.14,4.026,157921.46
2022-12-27,FIELD-001,4138.3,3847.1,75.09,4.142,326679.64
2022-12-27,FIELD-002,5140.7,4904.0,76.63,4.034,413714.58
2022-12-27,FIELD-003,1863.3,1927.2,72.8,4.059,143470.74
2022-12-27,FIELD-004,1945.7,2595.6,75.54,4.066,157531.89
2022-12-28,FIELD-001,4099.7,3859.2,74.71,3.943,321505.41
2022-12-28,FIELD-002,4772.4,4722.5,77.77,4.102,390521.24
2022-12-28,FIELD-003,1163.4,1208.1,72.96,4.159,89906.15
2022-12-28,FIELD-004,1935.1,2574.4,75.41,4.141,156586.48
2022-12-29,FIELD-001,4051.1,3983.7,74.9,4.039,319517.55
2022-12-29,FIELD-002,4939.1,4765.9,76.0,4.033,394592.47
2022-12-29,FIELD-003,2548.8,2390.6,72.54,4.042,194552.76
2022-12-29,FIELD-004,1906.1,2477.2,74.7,4.039,152391.08
2022-12-30,FIELD-001,3237.0,3154.2,75.43,4.071,257007.66
2022-12-30,FIELD-002,4764.9,4384.2,75.67,4.065,378381.76
2022-12-30,FIELD-003,2718.2,2555.4,72.06,4.098,206345.52
2022-12-30,FIELD-004,1884.6,2425.6,74.65,4.019,150433.88
2022-12-31,FIELD-001,3522.9,3277.6,75.57,4.064,279545.72
2022-12-31,FIELD-002,4922.4,4554.4,76.11,4.051,393093.74
2022-12-31,FIELD-003,2627.1,2380.7,73.36,4.079,202434.93
2022-12-31,FIELD-004,1883.8,2505.2,74.43,4.095,150470.03
2023-01-01,FIELD-001,3843.5,3871.2,73.38,4.311,298724.77
2023-01-01,FIELD-002,4587.5,4388.7,75.8,4.259,366423.97
2023-01-01,FIELD-003,2699.1,2533.9,72.69,4.344,207204.84
2023-01-01,FIELD-004,1882.0,2481.7,76.23,4.232,153967.41
