date,well_id,operating_hours,downtime_hours,oil_production_bbl,gas_production_mcf,water_production_bbl,pressure_psi,temperature_c,water_cut_pct,potential_production_bbl,dq_flag
2022-09-24,WELL-0008,24.0,0.0,158.8,267.1,122.1,2732.8,80.7,43.47,160.4,
2022-09-25,WELL-0008,24.0,0.0,147.3,250.2,108.4,2683.0,78.7,42.39,152.8,
2022-09-26,WELL-0008,24.0,0.0,144.4,245.4,114.5,2669.4,79.9,44.23,157.3,
2022-09-27,WELL-0008,24.0,0.0,157.4,249.5,129.5,2644.4,82.7,45.14,162.8,
2022-09-28,WELL-0008,24.0,0.0,160.4,291.1,128.0,2689.4,81.5,44.38,160.4,
2022-09-29,WELL-0008,24.0,0.0,154.5,256.3,117.9,2700.4,79.7,43.28,158.4,
2022-09-30,WELL-0008,24.0,0.0,163.0,269.9,123.3,2626.1,81.3,43.07,166.0,
2022-10-01,WELL-0008,24.0,0.0,150.7,241.0,118.8,2609.2,80.2,44.08,153.6,
2022-10-02,WELL-0008,24.0,0.0,146.4,213.7,109.4,2601.2,78.8,42.77,159.4,
2022-10-03,WELL-0008,0.0,24.0,0.0,0.0,0.0,2746.1,82.0,0.0,149.3,
2022-10-04,WELL-0008,11.4,12.6,74.1,122.9,62.0,2667.2,81.8,45.55,160.5,
2022-10-05,WELL-0008,24.0,0.0,151.2,232.1,107.8,2626.3,80.8,41.62,151.6,
2022-10-06,WELL-0008,24.0,0.0,160.5,247.4,123.6,2691.3,79.7,43.51,160.7,
2022-10-07,WELL-0008,17.28,6.72,111.7,173.0,84.7,2640.4,81.0,43.13,159.3,
2022-10-08,WELL-0008,24.0,0.0,160.0,261.8,114.0,2639.8,80.2,41.61,168.0,
2022-10-09,WELL-0008,24.0,0.0,145.4,238.3,127.4,2707.2,81.7,46.7,151.9,
2022-10-10,WELL-0008,24.0,0.0,155.1,238.6,115.9,2704.1,82.1,42.77,161.5,
2022-10-11,WELL-0008,24.0,0.0,153.2,246.3,116.8,2629.3,82.0,43.26,160.1,
2022-10-12,WELL-0008,24.0,0.0,153.2,244.0,117.3,2645.1,79.1,43.36,158.4,
2022-10-13,WELL-0008,24.0,0.0,154.7,261.8,126.2,2706.0,80.0,44.93,165.6,
2022-10-14,WELL-0008,24.0,0.0,156.1,267.8,125.4,2678.4,80.0,44.55,159.7,
2022-10-15,WELL-0008,11.18,12.82,75.0,124.9,58.0,2656.4,79.5,43.61,170.3,
2022-10-16,WELL-0008,6.22,17.78,40.1,61.2,30.8,2594.9,80.8,43.44,164.1,
2022-10-17,WELL-0008,24.0,0.0,145.4,242.4,109.2,2668.4,81.8,42.89,157.2,
2022-10-18,WELL-0008,17.31,6.69,107.4,183.0,86.3,2689.4,80.9,44.55,148.9,
2022-10-19,WELL-0008,24.0,0.0,149.5,250.3,109.8,2810.1,81.2,42.34,161.3,
2022-10-20,WELL-0008,24.0,0.0,162.5,270.0,130.5,2732.1,82.6,44.54,169.6,
2022-10-21,WELL-0008,24.0,0.0,149.0,245.5,118.5,2645.3,79.7,44.3,152.0,
2022-10-22,WELL-0008,24.0,0.0,153.1,257.1,117.0,2627.8,80.6,43.32,159.4,
2022-10-23,WELL-0008,24.0,0.0,150.0,240.2,121.7,2653.6,80.4,44.79,150.0,
2022-10-24,WELL-0008,24.0,0.0,142.0,215.6,115.5,2670.2,80.6,44.85,149.2,
2022-10-25,WELL-0008,24.0,0.0,146.3,236.2,107.3,2736.2,80.3,42.31,152.0,
2022-10-26,WELL-0008,24.0,0.0,144.8,232.1,118.2,2772.2,83.2,44.94,164.2,
2022-10-27,WELL-0008,24.0,0.0,157.7,265.0,126.1,2650.1,78.9,44.43,164.5,
2022-10-28,WELL-0008,24.0,0.0,157.9,256.0,117.0,2707.7,81.0,42.56,159.5,
2022-10-29,WELL-0008,24.0,0.0,151.6,244.6,114.1,2642.5,81.2,42.94,157.0,
2022-10-30,WELL-0008,24.0,0.0,153.8,238.0,124.6,2694.0,81.0,44.76,163.5,
2022-11-01,WELL-0008,24.0,0.0,151.8,253.0,117.7,2606.6,80.6,43.67,156.6,
2022-11-02,WELL-0008,24.0,0.0,142.3,247.7,110.2,2817.5,81.5,43.64,151.4,
2022-11-03,WELL-0008,24.0,0.0,150.57805140000002,269.1,118.8,2610.6,81.0,44.1,151.3,
2022-11-04,WELL-0008,24.0,0.0,160.6,259.4,121.0,2643.9,82.0,42.97,162.2,
2022-11-05,WELL-0008,24.0,0.0,161.0,257.8,129.9,2637.1,79.3,44.65,161.0,
2022-11-06,WELL-0008,24.0,0.0,157.0,253.3,121.9,2795.7,80.5,43.71,159.7,
2022-11-07,WELL-0008,24.0,0.0,138.0,229.0,114.9,2769.7,80.9,45.43,149.7,
2022-11-08,WELL-0008,24.0,0.0,163.0,277.3,134.3,2675.5,79.6,45.17,163.0,
2022-11-09,WELL-0008,24.0,0.0,160.6,256.7,132.9,2719.3,79.6,45.28,169.6,
2022-11-10,WELL-0008,24.0,0.0,157.1,236.0,129.1,2641.2,80.4,45.11,157.4,
2022-11-11,WELL-0008,24.0,0.0,158.6,262.4,142.3,2746.6,79.3,47.29,158.6,
2022-11-12,WELL-0008,20.5,3.5,131.5,210.4,105.2,2777.7,82.0,44.44,158.4,
2022-11-13,WELL-0008,24.0,0.0,135.3,235.8,104.9,2619.8,80.8,43.67,149.6,
2022-11-14,WELL-0008,24.0,0.0,150.8,270.8,121.4,2654.5,82.8,44.6,155.5,
2022-11-15,WELL-0008,24.0,0.0,149.9,254.2,126.5,2676.1,79.2,45.77,156.6,
2022-11-16,WELL-0008,24.0,0.0,147.2,235.7,119.7,2772.8,81.9,44.85,155.4,
2022-11-17,WELL-0008,24.0,0.0,155.1,265.9,132.5,2768.0,81.0,46.07,161.4,
2022-11-18,WELL-0008,24.0,0.0,159.6,248.5,130.7,2764.0,82.6,45.02,159.8,
2022-11-19,WELL-0008,24.0,0.0,158.0,243.9,129.0,2704.4,80.9,44.95,161.0,
2022-11-20,WELL-0008,24.0,0.0,144.9,240.6,121.2,2699.8,82.7,45.55,150.5,
2022-11-21,WELL-0008,24.0,0.0,153.7,253.2,129.1,2728.0,80.1,45.65,159.0,
2022-11-22,WELL-0008,24.0,0.0,152.2,242.0,125.5,2657.6,81.1,45.19,153.5,
2022-11-23,WELL-0008,24.0,0.0,158.1,267.2,129.2,2586.2,80.8,44.97,161.6,
2022-11-24,WELL-0008,24.0,0.0,149.7,240.0,116.0,2664.8,82.0,43.66,160.5,
2022-11-25,WELL-0008,24.0,0.0,154.3,251.5,126.6,2695.6,81.1,45.07,156.6,
2022-11-26,WELL-0008,24.0,0.0,146.3,232.8,109.5,2569.8,78.8,42.81,156.2,
2022-11-27,WELL-0008,24.0,0.0,147.3,230.2,120.8,2774.2,81.1,45.06,155.3,
2022-11-28,WELL-0008,24.0,0.0,150.7,252.4,129.0,2769.5,82.1,46.12,156.3,
2022-11-29,WELL-0008,13.84,10.16,96.5,154.6,73.8,2657.4,78.7,43.34,167.6,
2022-11-30,WELL-0008,24.0,0.0,153.0,242.2,125.5,2595.9,82.5,45.06,156.6,
2022-12-01,WELL-0008,24.0,0.0,143.8,219.1,117.2,2670.1,81.1,44.9,159.7,
2022-12-02,WELL-0008,24.0,0.0,154.0,256.4,127.0,2661.3,81.0,45.2,154.5,
2022-12-03,WELL-0008,24.0,0.0,142.1,233.8,113.8,2665.7,81.3,44.47,151.8,
2022-12-04,WELL-0008,24.0,0.0,144.8,249.7,118.0,2696.8,81.0,44.9,152.5,
2022-12-05,WELL-0008,24.0,0.0,160.6,254.3,129.0,2675.6,82.4,44.54,165.5,
2022-12-06,WELL-0008,24.0,0.0,152.3,262.2,124.0,2632.2,81.2,44.88,154.6,
2022-12-07,WELL-0008,24.0,0.0,150.4,269.9,124.1,2654.6,80.2,45.21,153.2,
2022-12-08,WELL-0008,24.0,0.0,145.9,249.8,114.5,2557.7,82.0,43.97,152.8,
2022-12-09,WELL-0008,14.09,9.91,92.6,136.2,71.8,2687.4,80.1,43.67,161.9,
2022-12-10,WELL-0008,24.0,0.0,145.6,226.6,117.4,2710.8,81.6,44.64,152.7,
2022-12-11,WELL-0008,24.0,0.0,157.1,258.1,134.3,2687.7,80.8,46.09,157.1,
2022-12-12,WELL-0008,24.0,0.0,142.7,251.6,113.0,2649.9,82.8,44.19,153.5,
2022-12-13,WELL-0008,24.0,0.0,149.9,256.2,124.5,2637.2,82.0,45.37,158.9,
2022-12-14,WELL-0008,24.0,0.0,154.4,255.4,121.3,2720.1,80.3,44.0,159.1,
2022-12-15,WELL-0008,24.0,0.0,150.7,231.5,118.1,2649.0,82.7,43.94,152.9,
2022-12-16,WELL-0008,24.0,0.0,154.8,247.0,122.2,2577.1,82.2,44.12,159.4,
2022-12-17,WELL-0008,18.29,5.71,118.9,205.2,95.1,2595.0,79.2,44.44,157.0,
2022-12-18,WELL-0008,24.0,0.0,150.3,257.3,130.6,2608.0,79.6,46.49,155.2,
2022-12-19,WELL-0008,24.0,0.0,140.2,224.1,107.6,2622.3,82.6,43.42,147.6,
2022-12-20,WELL-0008,15.34,8.66,96.7,160.8,81.7,2652.6,81.7,45.8,159.3,
2022-12-21,WELL-0008,21.04,2.96,127.8,218.2,110.8,2681.6,79.5,46.44,146.9,
2022-12-22,WELL-0008,24.0,0.0,149.5,240.0,125.4,2666.6,79.1,45.62,150.8,
2022-12-23,WELL-0008,24.0,0.0,151.6,242.0,126.3,2696.5,82.8,45.45,153.6,
2022-12-24,WELL-0008,24.0,0.0,147.8,236.5,113.9,2548.1,80.3,43.52,151.2,
2022-12-25,WELL-0008,24.0,0.0,146.1,241.4,116.3,2768.7,80.8,44.32,152.2,
2022-12-26,WELL-0008,20.06,3.94,115.2,173.1,92.1,2674.9,81.3,44.43,148.9,
2022-12-27,WELL-0008,24.0,0.0,149.4,218.4,128.4,2767.0,78.2,46.22,151.2,
2022-12-28,WELL-0008,24.0,0.0,152.6,239.5,113.6,2671.3,80.9,42.67,152.6,
2022-12-29,WELL-0008,24.0,0.0,157.7,275.5,132.3,2655.6,79.4,45.62,160.0,
2022-12-30,WELL-0008,24.0,0.0,151.7,257.5,126.2,2679.0,85.8,45.41,151.9,
2022-12-31,WELL-0008,24.0,0.0,133.2,227.9,114.0,2597.9,84.0,46.12,144.8,
2023-01-01,WELL-0008,24.0,0.0,158.3,258.1,134.5,2641.9,80.2,45.94,160.2,
2023-01-02,WELL-0008,24.0,0.0,147.8,262.5,115.3,2740.8,83.8,43.82,156.0,
2023-01-03,WELL-0008,24.0,0.0,159.1,270.6,138.4,2645.6,83.2,46.52,159.1,
2023-01-04,WELL-0008,20.16,3.84,126.3,194.9,110.4,2657.8,80.3,46.64,159.3,
2023-01-05,WELL-0008,24.0,0.0,155.8,241.1,123.9,2665.9,83.0,44.3,155.8,
2023-01-06,WELL-0008,24.0,0.0,152.1,257.8,127.8,2720.4,79.1,45.66,153.9,
2023-01-07,WELL-0008,24.0,0.0,143.0,212.7,118.4,2671.6,82.3,45.29,157.3,
2023-01-08,WELL-0008,19.94,4.06,118.5,199.6,98.3,2628.6,81.2,45.34,153.6,
2023-01-09,WELL-0008,24.0,0.0,149.1,238.8,119.0,2646.2,82.3,44.39,153.6,
2023-01-10,WELL-0008,24.0,0.0,153.0,248.7,126.1,2653.3,80.3,45.18,156.7,
2023-01-11,WELL-0008,24.0,0.0,155.9,254.3,135.8,2624.1,79.6,46.55,156.0,
2023-01-12,WELL-0008,24.0,0.0,147.7,231.6,114.3,2670.7,80.6,43.63,153.7,
2023-01-13,WELL-0008,24.0,0.0,156.2,265.1,123.3,2721.2,81.8,44.11,156.8,
2023-01-14,WELL-0008,24.0,0.0,144.1,208.0,130.4,2594.1,80.8,47.5,151.2,
2023-01-15,WELL-0008,24.0,0.0,149.3,262.6,113.8,2779.2,83.0,43.25,153.3,
2023-01-16,WELL-0008,24.0,0.0,150.1,247.3,119.4,2698.1,79.3,44.3,158.9,
2023-01-17,WELL-0008,24.0,0.0,150.5,253.6,119.7,2688.5,82.4,44.3,151.3,
2023-01-18,WELL-0008,24.0,0.0,149.4,250.4,120.1,2670.0,82.4,44.56,152.3,
2023-01-19,WELL-0008,17.79,6.21,108.9,189.9,90.8,2640.9,79.6,45.47,147.2,
2023-01-20,WELL-0008,24.0,0.0,151.1,242.7,121.8,2622.5,79.8,44.63,151.1,
2023-01-21,WELL-0008,24.0,0.0,145.5,239.8,116.9,2683.8,79.0,44.55,149.1,
2023-01-22,WELL-0008,24.0,0.0,142.8,232.2,120.5,2751.0,81.9,45.77,149.7,
2023-01-23,WELL-0008,24.0,0.0,141.9,260.9,121.3,2668.2,80.6,46.09,146.7,
2023-01-24,WELL-0008,24.0,0.0,150.1,255.6,131.8,2753.8,79.3,46.75,157.1,
2023-01-25,WELL-0008,24.0,0.0,157.6,271.8,124.2,2650.0,82.0,44.07,164.7,
2023-01-26,WELL-0008,24.0,0.0,146.8,244.6,125.3,2648.5,81.4,46.05,153.9,
2023-01-27,WELL-0008,24.0,0.0,147.7,238.7,115.7,2668.0,81.3,43.93,153.4,
2023-01-28,WELL-0008,24.0,0.0,148.3,257.3,126.0,2746.9,80.9,45.94,148.4,
2023-01-29,WELL-0008,24.0,0.0,147.2,236.9,119.8,2726.7,80.7,44.87,152.6,
2023-01-30,WELL-0008,24.0,0.0,151.6,256.7,120.2,2687.1,82.3,44.22,151.6,
2023-01-31,WELL-0008,24.0,0.0,145.8,234.1,117.7,2617.8,82.1,44.67,152.6,
2023-02-01,WELL-0008,24.0,0.0,143.7,229.4,122.3,2649.2,81.6,45.98,151.5,
2023-02-02,WELL-0008,24.0,0.0,139.4,224.3,116.4,2576.8,82.0,45.5,150.5,water_cut_recomputed
2023-02-03,WELL-0008,24.0,0.0,148.8,253.6,125.6,2637.7,82.1,45.77,150.3,
2023-02-04,WELL-0008,17.78,6.22,105.3,170.7,82.7,2689.6,80.4,43.99,149.9,
2023-02-05,WELL-0008,24.0,0.0,156.2,250.8,132.6,2706.9,81.4,45.91,156.6,
2023-02-06,WELL-0008,24.0,0.0,152.2,250.1,131.0,2725.3,82.5,46.26,152.2,
2023-02-07,WELL-0008,24.0,0.0,156.5,252.7,130.5,2647.1,78.4,45.47,156.5,
2023-02-08,WELL-0008,24.0,0.0,143.2,235.9,123.4,2679.1,82.3,46.29,150.4,
2023-02-09,WELL-0008,24.0,0.0,146.3,265.7,115.1,2640.8,83.7,44.03,151.2,
2023-02-10,WELL-0008,24.0,0.0,153.0,269.3,134.0,2769.5,81.2,46.69,153.0,
2023-02-11,WELL-0008,24.0,0.0,158.3,283.9,131.7,2628.4,79.8,45.41,158.3,
2023-02-12,WELL-0008,24.0,0.0,157.2,258.3,128.8,2729.7,80.1,45.03,158.2,
2023-02-13,WELL-0008,24.0,0.0,146.0,248.0,118.7,2696.6,82.2,44.84,148.4,
2023-02-14,WELL-0008,24.0,0.0,143.2,222.9,118.1,2551.4,82.0,45.2,150.5,
2023-02-15,WELL-0008,24.0,0.0,145.4,251.7,118.1,2668.1,83.3,44.82,150.1,
2023-02-16,WELL-0008,24.0,0.0,143.8,241.3,115.5,2670.7,81.3,44.54,149.2,
2023-02-17,WELL-0008,24.0,0.0,141.0,234.6,115.5,2663.3,80.5,45.03,148.3,
2023-02-18,WELL-0008,24.0,0.0,133.0,213.6,103.5,2581.5,80.9,43.76,145.0,
2023-02-19,WELL-0008,24.0,0.0,142.4,240.3,128.5,2662.3,80.8,47.43,145.4,
2023-02-20,WELL-0008,24.0,0.0,142.0,235.4,117.1,2666.6,80.6,45.19,149.5,
2023-02-21,WELL-0008,24.0,0.0,146.0,261.6,117.0,2716.6,80.3,44.49,146.7,
2023-02-22,WELL-0008,24.0,0.0,142.8,229.7,109.2,2641.7,80.0,43.33,154.2,
2023-02-23,WELL-0008,24.0,0.0,141.1,230.6,120.2,2623.4,81.5,46.0,149.1,
2023-02-24,WELL-0008,24.0,0.0,138.4,245.5,118.7,2683.5,82.3,46.17,147.5,
2023-02-25,WELL-0008,24.0,0.0,135.7,216.7,113.3,2664.3,78.3,45.5,145.1,
2023-02-26,WELL-0008,24.0,0.0,154.9,258.0,129.4,2636.4,80.7,45.52,159.2,
2023-02-27,WELL-0008,24.0,0.0,146.8,242.4,124.3,2705.7,81.3,45.85,158.8,
2023-02-28,WELL-0008,24.0,0.0,155.5,247.4,137.8,2689.6,83.1,46.98,158.1,
2023-03-01,WELL-0008,24.0,0.0,151.0,260.7,127.1,2644.1,78.9,45.7,151.3,
2023-03-02,WELL-0008,21.41,2.59,137.3,229.5,110.8,2616.5,80.8,44.66,153.9,
2023-03-03,WELL-0008,24.0,0.0,146.8,222.6,122.3,2709.7,81.8,45.45,149.5,
2023-03-04,WELL-0008,24.0,0.0,145.7,246.4,132.1,2672.1,81.4,47.55,147.3,
2023-03-05,WELL-0008,24.0,0.0,148.0,263.1,120.2,2727.8,81.4,44.82,148.0,
2023-03-06,WELL-0008,24.0,0.0,144.3,240.8,117.8,2720.5,82.8,44.94,145.9,
2023-03-07,WELL-0008,24.0,0.0,142.4,218.7,119.0,2689.8,82.1,45.52,148.9,
2023-03-08,WELL-0008,24.0,0.0,142.6,227.6,125.8,2732.9,82.4,46.87,142.6,
2023-03-09,WELL-0008,17.03,6.97,106.5,166.3,91.4,2677.9,80.8,46.18,154.9,
2023-03-10,WELL-0008,24.0,0.0,150.1,242.2,123.2,2656.0,79.3,45.08,150.1,
2023-03-11,WELL-0008,24.0,0.0,149.6,257.7,120.9,2619.9,79.7,44.7,149.6,
2023-03-12,WELL-0008,9.6,14.4,55.1,95.2,44.7,2647.9,79.7,44.79,146.1,
2023-03-13,WELL-0008,9.6,14.4,57.3,98.3,49.5,2666.6,79.6,46.35,144.5,
2023-03-14,WELL-0008,9.6,14.4,53.6,87.7,45.0,2800.7,82.8,45.64,147.4,
2023-03-15,WELL-0008,21.07,2.93,120.0,192.4,103.4,2730.5,80.4,46.28,143.2,
2023-03-16,WELL-0008,24.0,0.0,136.8,236.6,114.5,2662.1,80.5,45.56,146.8,
2023-03-17,WELL-0008,19.33,4.67,120.9,201.8,96.6,2610.0,80.2,44.41,151.6,
2023-03-18,WELL-0008,24.0,0.0,142.4,234.2,119.7,2591.0,80.2,45.67,149.8,
2023-03-19,WELL-0008,24.0,0.0,131.6,232.6,117.1,2653.9,80.2,47.08,140.2,
2023-03-20,WELL-0008,24.0,0.0,154.7,274.5,129.1,2674.1,80.0,45.49,154.7,
2023-03-21,WELL-0008,24.0,0.0,129.9,224.2,107.9,2685.2,81.4,45.37,136.4,
2023-03-22,WELL-0008,13.15,10.85,77.9,135.2,67.6,2655.0,80.8,46.46,147.6,
2023-03-23,WELL-0008,24.0,0.0,139.5,216.7,115.8,2675.0,81.3,45.36,149.0,
2023-03-24,WELL-0008,24.0,0.0,146.7,253.1,120.1,2660.3,80.7,45.01,146.7,
2023-03-25,WELL-0008,24.0,0.0,143.0,215.5,127.9,2681.6,78.9,47.21,150.8,
2023-03-26,WELL-0008,24.0,0.0,137.9,225.3,116.2,2730.7,83.2,45.73,148.8,
2023-03-27,WELL-0008,24.0,0.0,150.7,268.8,120.3,2704.6,82.2,44.39,153.7,
2023-03-28,WELL-0008,24.0,0.0,146.9,220.3,131.9,2675.3,81.5,47.31,150.3,
2023-03-29,WELL-0008,24.0,0.0,144.3,248.7,129.1,2614.8,82.7,47.22,144.3,
2023-03-30,WELL-0008,24.0,0.0,144.8,218.7,121.5,2657.8,80.5,45.63,147.8,
2023-03-31,WELL-0008,24.0,0.0,147.8,238.8,129.1,2543.7,82.1,46.62,152.1,
2023-04-01,WELL-0008,24.0,0.0,149.2,250.6,130.9,2639.9,80.2,46.73,152.4,
2023-04-02,WELL-0008,24.0,0.0,143.2,227.6,131.3,2645.4,80.1,47.83,149.9,
2023-04-03,WELL-0008,24.0,0.0,141.1,266.5,114.7,2690.8,83.6,44.84,148.6,
2023-04-04,WELL-0008,24.0,0.0,142.5,222.1,117.8,2776.5,81.8,45.26,142.5,
2023-04-05,WELL-0008,9.6,14.4,56.1,96.2,48.2,2748.8,80.1,46.21,151.0,
2023-04-06,WELL-0008,1.5,22.5,9.2,16.2,7.8,2636.8,82.6,45.88,147.0,
2023-04-07,WELL-0008,24.0,0.0,135.9,245.1,111.3,2620.4,82.0,45.02,143.3,
2023-04-08,WELL-0008,24.0,0.0,150.3,250.7,121.6,2695.9,81.4,44.72,154.4,
2023-04-09,WELL-0008,24.0,0.0,138.5,234.2,113.3,2671.7,80.5,45.0,138.7,
2023-04-10,WELL-0008,18.7,5.3,112.2,185.4,90.9,2604.4,80.0,44.76,151.6,
2023-04-11,WELL-0008,24.0,0.0,144.2,246.7,127.3,2674.3,83.0,46.89,148.2,
2023-04-12,WELL-0008,24.0,0.0,139.4,234.9,113.0,2695.5,82.0,44.77,142.1,
2023-04-13,WELL-0008,24.0,0.0,143.7,238.4,124.2,2687.6,81.0,46.36,151.4,
2023-04-14,WELL-0008,24.0,0.0,151.6,246.1,133.1,2701.5,81.9,46.75,154.0,
2023-04-15,WELL-0008,18.91,5.09,114.6,180.9,95.8,2681.8,80.8,45.53,148.0,
2023-04-16,WELL-0008,24.0,0.0,145.3,226.0,125.4,2764.0,83.5,46.32,150.1,
2023-04-17,WELL-0008,19.39,4.61,111.1,179.7,97.7,2644.1,83.5,46.79,147.8,
2023-04-18,WELL-0008,14.11,9.89,85.6,141.9,72.2,2566.9,81.4,45.75,146.8,
2023-04-19,WELL-0008,24.0,0.0,134.0,243.7,116.9,2659.2,82.2,46.59,144.0,
2023-04-20,WELL-0008,24.0,0.0,145.2,244.1,119.4,2671.5,81.8,45.12,146.9,
2023-04-21,WELL-0008,24.0,0.0,126.7,223.7,119.2,2517.4,80.8,48.47,136.0,
2023-04-22,WELL-0008,24.0,0.0,132.8,212.1,107.3,2726.8,80.8,44.69,142.4,
2023-04-23,WELL-0008,24.0,0.0,151.4,258.7,124.5,2698.0,80.5,45.13,151.9,
2023-04-24,WELL-0008,24.0,0.0,144.4,239.5,124.2,2521.6,81.0,46.24,149.3,
2023-04-25,WELL-0008,24.0,0.0,131.3,197.1,115.3,2707.1,79.7,46.76,131.3,
2023-04-26,WELL-0008,19.39,4.61,107.87024149999999,177.7,94.9,2601.3,79.0,46.79,141.5,
2023-04-27,WELL-0008,24.0,0.0,136.8,231.1,117.7,2625.3,80.2,46.25,146.9,
2023-04-28,WELL-0008,24.0,0.0,144.4,224.1,124.7,2663.1,79.9,46.34,150.0,
2023-04-29,WELL-0008,24.0,0.0,146.1,274.0,123.2,2617.3,82.3,45.75,146.1,
2023-04-30,WELL-0008,12.7,11.3,73.5,117.2,62.2,2710.7,80.6,45.84,145.2,
2023-05-01,WELL-0008,18.2,5.8,110.4,200.4,94.2,2661.1,80.8,46.04,146.8,
2023-05-02,WELL-0008,24.0,0.0,147.4,253.9,126.4,2648.4,81.0,46.17,147.4,
2023-05-03,WELL-0008,24.0,0.0,140.9,242.7,122.4,2533.4,81.3,46.49,150.4,
2023-05-04,WELL-0008,24.0,0.0,149.2,281.2,129.2,2606.4,80.0,46.41,151.4,
2023-05-05,WELL-0008,24.0,0.0,130.9,230.8,107.8,2692.5,82.4,45.16,138.6,
2023-05-06,WELL-0008,24.0,0.0,142.8,226.1,124.8,2573.5,80.8,46.64,147.4,
2023-05-07,WELL-0008,24.0,0.0,140.1,234.9,115.8,2627.7,81.2,45.25,144.7,
2023-05-08,WELL-0008,24.0,0.0,141.8,259.7,126.0,2643.2,81.7,47.05,148.3,
2023-05-09,WELL-0008,24.0,0.0,146.3,233.9,134.2,2662.4,81.9,47.84,149.5,
2023-05-10,WELL-0008,24.0,0.0,139.4,224.7,114.9,2568.9,80.8,45.18,140.5,
2023-05-11,WELL-0008,17.92,6.08,102.9,177.6,83.1,2640.4,81.8,44.68,145.3,
2023-05-12,WELL-0008,24.0,0.0,145.4,209.7,118.9,2607.7,80.6,44.99,153.9,
2023-05-13,WELL-0008,24.0,0.0,144.5,246.6,122.1,2656.1,80.6,45.8,152.7,
2023-05-14,WELL-0008,24.0,0.0,148.1,218.9,119.8,2641.0,79.7,44.72,148.1,
2023-05-15,WELL-0008,24.0,0.0,144.1,245.4,121.5,2630.4,79.4,45.75,149.4,
2023-05-16,WELL-0008,24.0,0.0,142.3,224.1,129.6,2762.9,78.5,47.66,142.8,
2023-05-17,WELL-0008,24.0,0.0,140.8,247.0,122.1,2660.7,81.6,46.44,148.2,
2023-05-18,WELL-0008,24.0,0.0,143.9,229.0,123.5,2694.0,80.0,46.19,143.9,
2023-05-19,WELL-0008,24.0,0.0,138.5,234.2,117.2,2658.7,82.8,45.83,142.4,
2023-05-20,WELL-0008,24.0,0.0,137.2,221.2,122.6,2759.4,80.7,47.19,146.8,
2023-05-21,WELL-0008,24.0,0.0,138.9,230.4,113.5,2663.1,82.5,44.97,146.6,
2023-05-22,WELL-0008,24.0,0.0,141.4,230.6,121.9,2734.8,80.6,46.3,144.7,
2023-05-23,WELL-0008,24.0,0.0,143.8,267.8,121.6,2677.7,79.6,45.82,143.8,
2023-05-24,WELL-0008,24.0,0.0,139.9,220.1,117.8,2662.2,82.1,45.71,146.6,
2023-05-25,WELL-0008,9.6,14.4,57.3,96.2,50.1,2711.6,79.6,46.65,143.9,
2023-05-26,WELL-0008,9.6,14.4,58.8,98.7,51.2,2569.7,81.0,46.55,148.0,
2023-05-27,WELL-0008,19.28,4.72,114.0,175.5,103.8,2586.2,83.6,47.66,142.3,
2023-05-28,WELL-0008,24.0,0.0,139.3,225.5,117.7,2547.2,81.3,45.8,140.7,
2023-05-29,WELL-0008,24.0,0.0,134.2,243.6,125.2,2615.8,80.0,48.27,146.5,pressure_psi_imputed
2023-05-30,WELL-0008,24.0,0.0,144.1,241.0,124.6,2684.4,81.3,46.37,144.1,
2023-05-31,WELL-0008,24.0,0.0,132.2,225.5,110.0,2744.0,80.8,45.42,141.6,
2023-06-01,WELL-0008,0.0,24.0,0.0,0.0,0.0,2705.3,81.1,0.0,153.1,
2023-06-02,WELL-0008,20.23,3.77,106.8,172.1,89.1,2682.4,79.7,45.48,138.9,
2023-06-03,WELL-0008,24.0,0.0,143.7,253.7,131.9,2691.2,80.2,47.86,143.7,
2023-06-04,WELL-0008,24.0,0.0,142.5,227.3,116.3,2693.0,82.8,44.94,149.6,
2023-06-05,WELL-0008,24.0,0.0,144.4,249.4,123.6,2731.5,81.5,46.12,144.4,
2023-06-06,WELL-0008,24.0,0.0,135.9,223.2,113.6,2544.2,81.0,45.53,146.0,
2023-06-07,WELL-0008,24.0,0.0,136.0,221.4,115.3,2624.2,80.0,45.88,143.4,
2023-06-08,WELL-0008,24.0,0.0,137.1,234.9,118.7,2621.5,80.8,46.4,142.7,
2023-06-09,WELL-0008,24.0,0.0,137.7,237.2,127.5,2688.0,81.7,48.08,142.9,
2023-06-10,WELL-0008,24.0,0.0,140.6,236.1,119.2,2610.1,82.5,45.88,143.3,
2023-06-11,WELL-0008,24.0,0.0,137.7,229.3,112.6,2733.6,81.2,44.99,137.7,
2023-06-12,WELL-0008,24.0,0.0,144.9,235.7,119.5,2622.9,78.6,45.2,150.8,
2023-06-13,WELL-0008,24.0,0.0,143.6,233.5,124.3,2624.2,80.6,46.4,150.4,
2023-06-14,WELL-0008,24.0,0.0,133.5,211.3,117.5,2672.4,79.8,46.81,138.6,
2023-06-15,WELL-0008,24.0,0.0,138.4,228.9,126.9,2664.5,80.0,47.83,142.1,
2023-06-16,WELL-0008,24.0,0.0,150.4,230.4,129.2,2641.6,80.5,46.21,152.7,
2023-06-17,WELL-0008,20.35,3.65,124.9,209.2,110.4,2594.0,79.4,46.92,148.5,
2023-06-18,WELL-0008,24.0,0.0,141.7,234.9,126.2,2674.0,80.6,47.11,145.9,
