po_id,order_date,material_id,supplier_id,warehouse_id,quantity,quoted_lead_time_days,promised_date,received_date,unit_cost,status
PO-000252,2022-06-03,MAT-003,SUP-002,WH-001,20,12,2022-06-15,2022-06-15,250.33,Received
PO-000253,2022-06-05,MAT-023,SUP-005,WH-002,13,11,2022-06-16,2022-06-16,129.58,Received
PO-000254,2022-06-05,MAT-032,SUP-007,WH-004,6,28,2022-07-03,2022-07-09,1238.66,Received
PO-000255,2022-06-05,MAT-033,SUP-007,WH-004,6,25,2022-06-30,2022-07-14,1179.71,Received
PO-000256,2022-06-06,MAT-018,SUP-003,WH-003,5,26,2022-07-02,2022-06-30,2366.63,Received
PO-000257,2022-06-07,MAT-020,SUP-003,WH-004,5,23,2022-06-30,2022-06-30,1627.96,Received
PO-000258,2022-06-09,MAT-025,SUP-005,WH-004,21,12,2022-06-21,2022-06-20,127.95,Received
PO-000259,2022-06-09,MAT-034,SUP-007,WH-002,6,28,2022-07-07,2022-07-06,783.28,Received
PO-000260,2022-06-10,MAT-021,SUP-005,WH-004,19,13,2022-06-23,2022-06-23,208.55,Received
PO-000261,2022-06-10,MAT-014,SUP-004,WH-001,246,5,2022-06-15,2022-06-27,50.38,Received
PO-000262,2022-06-11,MAT-029,SUP-006,WH-002,8,20,2022-07-01,2022-06-30,511.8,Received
PO-000263,2022-06-11,MAT-001,SUP-001,WH-004,12,17,2022-06-28,2022-06-26,104.84,Received
PO-000264,2022-06-11,MAT-002,SUP-002,WH-001,16,12,2022-06-23,2022-06-26,241.37,Received
PO-000265,2022-06-12,MAT-012,SUP-004,WH-002,190,5,2022-06-17,2022-06-30,50.61,Received
PO-000266,2022-06-13,MAT-037,SUP-004,WH-004,114,6,2022-06-19,2022-06-24,108.65,Received
PO-000267,2022-06-13,MAT-029,SUP-006,WH-003,7,20,2022-07-03,2022-07-01,511.8,Received
PO-000268,2022-06-13,MAT-012,SUP-004,WH-003,138,5,2022-06-18,2022-06-17,50.61,Received
PO-000269,2022-06-15,MAT-022,SUP-005,WH-001,14,11,2022-06-26,2022-06-26,115.12,Received
PO-000270,2022-06-15,MAT-003,SUP-002,WH-002,13,12,2022-06-27,2022-06-26,250.33,Received
PO-000271,2022-06-16,MAT-011,SUP-004,WH-002,180,8,2022-06-24,2022-06-23,56.76,Received
PO-000272,2022-06-16,MAT-004,SUP-002,WH-003,14,12,2022-06-28,2022-06-28,108.45,Received
PO-000273,2022-06-16,MAT-016,SUP-003,WH-001,6,26,2022-07-12,2022-07-11,1875.37,Received
PO-000274,2022-06-17,MAT-026,SUP-006,WH-003,7,20,2022-07-07,2022-07-06,433.64,Received
PO-000275,2022-06-17,MAT-023,SUP-005,WH-003,23,11,2022-06-28,2022-06-28,129.58,Received
PO-000276,2022-06-18,MAT-040,SUP-008,WH-002,104,7,2022-06-25,2022-06-24,97.48,Received
PO-000277,2022-06-19,MAT-024,SUP-005,WH-004,22,12,2022-07-01,2022-07-15,176.74,Received
PO-000278,2022-06-19,MAT-011,SUP-004,WH-001,212,8,2022-06-27,2022-06-26,56.76,Received
PO-000279,2022-06-19,MAT-013,SUP-004,WH-004,151,7,2022-06-26,2022-06-24,111.4,Received
PO-000280,2022-06-19,MAT-005,SUP-001,WH-004,19,16,2022-07-05,2022-07-03,187.34,Received
PO-000281,2022-06-19,MAT-016,SUP-003,WH-004,4,26,2022-07-15,2022-07-14,1875.37,Received
PO-000282,2022-06-20,MAT-026,SUP-006,WH-004,6,20,2022-07-10,2022-07-08,433.64,Received
PO-000283,2022-06-21,MAT-035,SUP-007,WH-002,6,28,2022-07-19,2022-07-19,1653.49,Received
PO-000284,2022-06-21,MAT-017,SUP-003,WH-002,7,24,2022-07-15,2022-07-14,3463.71,Received
PO-000285,2022-06-22,MAT-008,SUP-001,WH-003,9,18,2022-07-10,2022-07-09,636.55,Received
PO-000286,2022-06-22,MAT-028,SUP-006,WH-002,8,20,2022-07-12,2022-07-12,1167.46,Received
PO-000287,2022-06-22,MAT-013,SUP-004,WH-003,275,7,2022-06-29,2022-06-28,111.4,Received
PO-000288,2022-06-23,MAT-024,SUP-005,WH-003,12,12,2022-07-05,2022-07-04,176.74,Received
PO-000289,2022-06-23,MAT-001,SUP-001,WH-003,12,17,2022-07-10,2022-07-09,104.84,Received
PO-000290,2022-06-25,MAT-009,SUP-002,WH-001,8,13,2022-07-08,2022-07-22,677.13,Received
PO-000291,2022-06-25,MAT-037,SUP-004,WH-003,180,6,2022-07-01,2022-06-29,108.65,Received
PO-000292,2022-06-25,MAT-019,SUP-003,WH-003,5,26,2022-07-21,2022-07-19,2922.43,Received
PO-000293,2022-06-26,MAT-036,SUP-008,WH-003,192,7,2022-07-03,2022-07-02,75.97,Received
PO-000294,2022-06-26,MAT-023,SUP-005,WH-002,13,11,2022-07-07,2022-07-16,129.58,Received
PO-000295,2022-06-27,MAT-025,SUP-005,WH-001,19,12,2022-07-09,2022-07-13,127.95,Received
PO-000296,2022-06-29,MAT-036,SUP-008,WH-002,126,7,2022-07-06,2022-07-17,75.97,Received
PO-000297,2022-06-29,MAT-038,SUP-008,WH-001,144,8,2022-07-07,2022-07-07,70.54,Received
PO-000298,2022-06-29,MAT-039,SUP-008,WH-001,193,9,2022-07-08,2022-07-07,95.74,Received
PO-000299,2022-06-29,MAT-022,SUP-005,WH-002,15,11,2022-07-10,2022-07-10,115.12,Received
PO-000300,2022-06-29,MAT-034,SUP-007,WH-001,7,28,2022-07-27,2022-07-25,783.28,Received
PO-000301,2022-06-30,MAT-021,SUP-005,WH-001,14,13,2022-07-13,2022-07-24,208.55,Received
PO-000302,2022-06-30,MAT-015,SUP-004,WH-001,195,5,2022-07-05,2022-07-03,46.55,Received
PO-000303,2022-07-01,MAT-040,SUP-008,WH-003,154,7,2022-07-08,2022-07-06,97.48,Received
PO-000304,2022-07-02,MAT-006,SUP-001,WH-001,10,18,2022-07-20,2022-07-19,630.77,Received
PO-000305,2022-07-03,MAT-025,SUP-005,WH-004,21,12,2022-07-15,2022-07-14,127.95,Received
PO-000306,2022-07-03,MAT-003,SUP-002,WH-001,20,12,2022-07-15,2022-07-15,250.33,Received
PO-000307,2022-07-04,MAT-007,SUP-001,WH-002,7,15,2022-07-19,2022-07-21,1810.3,Received
PO-000308,2022-07-04,MAT-039,SUP-008,WH-002,160,9,2022-07-13,2022-07-13,95.74,Received
PO-000309,2022-07-05,MAT-034,SUP-007,WH-002,6,28,2022-08-02,2022-08-01,783.28,Received
PO-000310,2022-07-05,MAT-001,SUP-001,WH-004,12,17,2022-07-22,2022-07-28,104.84,Received
PO-000311,2022-07-05,MAT-004,SUP-002,WH-002,19,12,2022-07-17,2022-07-17,108.45,Received
PO-000312,2022-07-07,MAT-008,SUP-001,WH-004,5,18,2022-07-25,2022-07-24,636.55,Received
PO-000313,2022-07-07,MAT-038,SUP-008,WH-004,101,8,2022-07-15,2022-07-17,70.54,Received
PO-000314,2022-07-08,MAT-005,SUP-001,WH-003,11,16,2022-07-24,2022-08-07,187.34,Received
PO-000315,2022-07-09,MAT-023,SUP-005,WH-003,23,11,2022-07-20,2022-07-20,129.58,Received
PO-000316,2022-07-09,MAT-031,SUP-007,WH-002,6,25,2022-08-03,2022-08-03,1350.5,Received
PO-000317,2022-07-09,MAT-018,SUP-003,WH-002,5,26,2022-08-04,2022-08-04,2366.63,Received
PO-000318,2022-07-12,MAT-032,SUP-007,WH-003,5,28,2022-08-09,2022-08-08,1238.66,Received
PO-000319,2022-07-12,MAT-035,SUP-007,WH-003,7,28,2022-08-09,2022-08-09,1653.49,Received
PO-000320,2022-07-13,MAT-021,SUP-005,WH-004,19,13,2022-07-26,2022-08-08,208.55,Received
PO-000321,2022-07-14,MAT-010,SUP-002,WH-002,9,13,2022-07-27,2022-07-27,856.73,Received
PO-000322,2022-07-14,MAT-030,SUP-006,WH-003,8,21,2022-08-04,2022-08-03,609.7,Received
PO-000323,2022-07-14,MAT-020,SUP-003,WH-004,5,23,2022-08-06,2022-08-06,1627.96,Received
PO-000324,2022-07-15,MAT-008,SUP-001,WH-003,9,18,2022-08-02,2022-08-02,636.55,Received
PO-000325,2022-07-15,MAT-028,SUP-006,WH-001,7,20,2022-08-04,2022-08-08,1167.46,Received
PO-000326,2022-07-15,MAT-028,SUP-006,WH-002,8,20,2022-08-04,2022-08-04,1167.46,Received
PO-000327,2022-07-15,MAT-015,SUP-004,WH-002,209,5,2022-07-20,2022-07-31,46.55,Received
PO-000328,2022-07-16,MAT-016,SUP-003,WH-001,6,26,2022-08-11,2022-08-09,1875.37,Received
PO-000329,2022-07-17,MAT-009,SUP-002,WH-004,8,13,2022-07-30,2022-07-30,677.13,Received
PO-000330,2022-07-17,MAT-014,SUP-004,WH-004,180,5,2022-07-22,2022-07-21,50.38,Received
PO-000331,2022-07-17,MAT-003,SUP-002,WH-002,13,12,2022-07-29,2022-07-27,250.33,Received
PO-000332,2022-07-18,MAT-022,SUP-005,WH-001,14,11,2022-07-29,2022-07-27,115.12,Received
PO-000333,2022-07-18,MAT-012,SUP-004,WH-003,138,5,2022-07-23,2022-08-01,50.61,Received
PO-000334,2022-07-18,MAT-019,SUP-003,WH-004,5,26,2022-08-13,2022-08-13,2922.43,Received
PO-000335,2022-07-19,MAT-011,SUP-004,WH-002,180,8,2022-07-27,2022-08-08,56.76,Received
PO-000336,2022-07-20,MAT-027,SUP-006,WH-004,7,23,2022-08-12,2022-08-12,657.37,Received
PO-000337,2022-07-21,MAT-025,SUP-005,WH-001,19,12,2022-08-02,2022-08-13,127.95,Received
PO-000338,2022-07-22,MAT-035,SUP-007,WH-002,6,28,2022-08-19,2022-08-31,1653.49,Received
PO-000339,2022-07-22,MAT-002,SUP-002,WH-004,16,12,2022-08-03,2022-08-03,241.37,Received
PO-000340,2022-07-23,MAT-037,SUP-004,WH-004,114,6,2022-07-29,2022-08-04,108.65,Received
PO-000341,2022-07-23,MAT-013,SUP-004,WH-004,151,7,2022-07-30,2022-07-28,111.4,Received
PO-000342,2022-07-23,MAT-018,SUP-003,WH-003,5,26,2022-08-18,2022-08-16,2366.63,Received
PO-000343,2022-07-24,MAT-014,SUP-004,WH-001,246,5,2022-07-29,2022-07-27,50.38,Received
PO-000344,2022-07-24,MAT-004,SUP-002,WH-003,14,12,2022-08-05,2022-08-12,108.45,Received
PO-000345,2022-07-24,MAT-017,SUP-003,WH-001,5,24,2022-08-17,2022-08-15,3463.71,Received
PO-000346,2022-07-25,MAT-029,SUP-006,WH-002,8,20,2022-08-14,2022-08-12,511.8,Received
PO-000347,2022-07-27,MAT-037,SUP-004,WH-003,180,6,2022-08-02,2022-07-31,108.65,Received
PO-000348,2022-07-27,MAT-029,SUP-006,WH-003,7,20,2022-08-16,2022-08-16,511.8,Received
PO-000349,2022-07-27,MAT-011,SUP-004,WH-001,212,8,2022-08-04,2022-08-17,56.76,Received
PO-000350,2022-07-27,MAT-013,SUP-004,WH-003,275,7,2022-08-03,2022-08-12,111.4,Received
PO-000351,2022-07-27,MAT-032,SUP-007,WH-004,6,28,2022-08-24,2022-08-22,1238.66,Received
PO-000352,2022-07-27,MAT-033,SUP-007,WH-004,6,25,2022-08-21,2022-08-19,1179.71,Received
PO-000353,2022-07-28,MAT-006,SUP-001,WH-002,7,18,2022-08-15,2022-08-27,630.77,Received
PO-000354,2022-07-28,MAT-030,SUP-006,WH-004,9,21,2022-08-18,2022-08-17,609.7,Received
PO-000355,2022-07-28,MAT-017,SUP-003,WH-002,7,24,2022-08-21,2022-08-21,3463.71,Received
PO-000356,2022-07-29,MAT-040,SUP-008,WH-002,104,7,2022-08-05,2022-08-10,97.48,Received
PO-000357,2022-07-29,MAT-024,SUP-005,WH-004,22,12,2022-08-10,2022-08-09,176.74,Received
PO-000358,2022-07-31,MAT-007,SUP-001,WH-003,10,15,2022-08-15,2022-08-13,1810.3,Received
PO-000359,2022-07-31,MAT-027,SUP-006,WH-001,7,23,2022-08-23,2022-08-21,657.37,Received
PO-000360,2022-07-31,MAT-025,SUP-005,WH-004,21,12,2022-08-12,2022-08-10,127.95,Received
PO-000361,2022-07-31,MAT-031,SUP-007,WH-002,6,25,2022-08-25,2022-08-24,1350.5,Received
PO-000362,2022-07-31,MAT-034,SUP-007,WH-001,7,28,2022-08-28,2022-08-27,783.28,Received
PO-000363,2022-07-31,MAT-002,SUP-002,WH-001,16,12,2022-08-12,2022-08-10,241.37,Received
PO-000364,2022-08-01,MAT-024,SUP-005,WH-003,12,12,2022-08-13,2022-08-24,176.74,Received
PO-000365,2022-08-02,MAT-012,SUP-004,WH-002,190,5,2022-08-07,2022-08-18,50.61,Received
PO-000366,2022-08-02,MAT-033,SUP-007,WH-001,5,25,2022-08-27,2022-08-27,1179.71,Received
PO-000367,2022-08-02,MAT-019,SUP-003,WH-003,5,26,2022-08-28,2022-08-26,2922.43,Received
PO-000368,2022-08-03,MAT-015,SUP-004,WH-001,195,5,2022-08-08,2022-08-06,46.55,Received
PO-000369,2022-08-04,MAT-036,SUP-008,WH-003,192,7,2022-08-11,2022-08-10,75.97,Received
PO-000370,2022-08-05,MAT-039,SUP-008,WH-001,193,9,2022-08-14,2022-08-14,95.74,Received
PO-000371,2022-08-06,MAT-008,SUP-001,WH-004,5,18,2022-08-24,2022-09-06,636.55,Received
PO-000372,2022-08-07,MAT-039,SUP-008,WH-002,160,9,2022-08-16,2022-08-20,95.74,Received
PO-000373,2022-08-08,MAT-038,SUP-008,WH-001,144,8,2022-08-16,2022-08-30,70.54,Received
PO-000374,2022-08-09,MAT-036,SUP-008,WH-002,126,7,2022-08-16,2022-08-16,75.97,Received
PO-000375,2022-08-09,MAT-021,SUP-005,WH-001,14,13,2022-08-22,2022-08-20,208.55,Received
PO-000376,2022-08-09,MAT-023,SUP-005,WH-002,13,11,2022-08-20,2022-08-26,129.58,Received
PO-000377,2022-08-10,MAT-040,SUP-008,WH-003,154,7,2022-08-17,2022-08-31,97.48,Received
PO-000378,2022-08-10,MAT-028,SUP-006,WH-002,8,20,2022-08-30,2022-09-06,1167.46,Received
PO-000379,2022-08-12,MAT-007,SUP-001,WH-002,7,15,2022-08-27,2022-08-26,1810.3,Received
PO-000380,2022-08-12,MAT-008,SUP-001,WH-003,9,18,2022-08-30,2022-09-06,636.55,Received
PO-000381,2022-08-12,MAT-010,SUP-002,WH-001,5,13,2022-08-25,2022-08-24,856.73,Received
PO-000382,2022-08-12,MAT-001,SUP-001,WH-003,12,17,2022-08-29,2022-08-29,104.84,Received
PO-000383,2022-08-13,MAT-026,SUP-006,WH-003,7,20,2022-09-02,2022-08-31,433.64,Received
PO-000384,2022-08-13,MAT-003,SUP-002,WH-001,20,12,2022-08-25,2022-08-23,250.33,Received
PO-000385,2022-08-14,MAT-018,SUP-003,WH-002,5,26,2022-09-09,2022-09-09,2366.63,Received
PO-000386,2022-08-15,MAT-023,SUP-005,WH-003,23,11,2022-08-26,2022-08-28,129.58,Received
PO-000387,2022-08-16,MAT-009,SUP-002,WH-004,8,13,2022-08-29,2022-08-27,677.13,Received
PO-000388,2022-08-16,MAT-002,SUP-002,WH-004,16,12,2022-08-28,2022-08-26,241.37,Received
PO-000389,2022-08-17,MAT-005,SUP-001,WH-004,19,16,2022-09-02,2022-09-13,187.34,Received
PO-000390,2022-08-18,MAT-031,SUP-007,WH-003,6,25,2022-09-12,2022-09-11,1350.5,Received
PO-000391,2022-08-18,MAT-035,SUP-007,WH-002,6,28,2022-09-15,2022-09-21,1653.49,Received
PO-000392,2022-08-19,MAT-007,SUP-001,WH-003,10,15,2022-09-03,2022-09-02,1810.3,Received
PO-000393,2022-08-19,MAT-021,SUP-005,WH-004,19,13,2022-09-01,2022-09-01,208.55,Received
PO-000394,2022-08-19,MAT-031,SUP-007,WH-003,6,25,2022-09-13,2022-09-11,1350.5,Received
PO-000395,2022-08-20,MAT-038,SUP-008,WH-004,101,8,2022-08-28,2022-09-08,70.54,Received
PO-000396,2022-08-20,MAT-016,SUP-003,WH-004,4,26,2022-09-15,2022-09-14,1875.37,Received
PO-000397,2022-08-21,MAT-026,SUP-006,WH-004,6,20,2022-09-10,2022-09-20,433.64,Received
PO-000398,2022-08-21,MAT-016,SUP-003,WH-004,4,26,2022-09-16,2022-09-15,1875.37,Received
PO-000399,2022-08-22,MAT-014,SUP-004,WH-004,180,5,2022-08-27,2022-09-02,50.38,Received
PO-000400,2022-08-23,MAT-010,SUP-002,WH-002,9,13,2022-09-05,2022-09-04,856.73,Received
PO-000401,2022-08-24,MAT-009,SUP-002,WH-001,8,13,2022-09-06,2022-09-06,677.13,Received
PO-000402,2022-08-24,MAT-019,SUP-003,WH-003,5,26,2022-09-19,2022-09-19,2922.43,Received
PO-000403,2022-08-25,MAT-004,SUP-002,WH-002,19,12,2022-09-06,2022-09-04,108.45,Received
PO-000404,2022-08-25,MAT-005,SUP-001,WH-003,11,16,2022-09-10,2022-09-18,187.34,Received
PO-000405,2022-08-26,MAT-013,SUP-004,WH-004,151,7,2022-09-02,2022-08-31,111.4,Received
PO-000406,2022-08-27,MAT-025,SUP-005,WH-001,19,12,2022-09-08,2022-09-08,127.95,Received
PO-000407,2022-08-27,MAT-012,SUP-004,WH-003,138,5,2022-09-01,2022-09-10,50.61,Received
PO-000408,2022-08-27,MAT-014,SUP-004,WH-001,246,5,2022-09-01,2022-09-06,50.38,Received
PO-000409,2022-08-28,MAT-021,SUP-005,WH-001,14,13,2022-09-10,2022-09-10,208.55,Received
PO-000410,2022-08-28,MAT-022,SUP-005,WH-002,15,11,2022-09-08,2022-09-06,115.12,Received
PO-000411,2022-08-28,MAT-032,SUP-007,WH-003,5,28,2022-09-25,2022-09-23,1238.66,Received
PO-000412,2022-08-29,MAT-037,SUP-004,WH-004,114,6,2022-09-04,2022-09-04,108.65,Received
PO-000413,2022-08-29,MAT-015,SUP-004,WH-002,209,5,2022-09-03,2022-09-02,46.55,Received
PO-000414,2022-08-30,MAT-030,SUP-006,WH-004,9,21,2022-09-20,2022-09-19,609.7,Received
PO-000415,2022-08-31,MAT-037,SUP-004,WH-003,180,6,2022-09-06,2022-09-04,108.65,Received
PO-000416,2022-08-31,MAT-028,SUP-006,WH-001,7,20,2022-09-20,2022-09-29,1167.46,Received
PO-000417,2022-09-01,MAT-030,SUP-006,WH-003,8,21,2022-09-22,2022-09-22,609.7,Received
PO-000418,2022-09-01,MAT-022,SUP-005,WH-001,14,11,2022-09-12,2022-09-12,115.12,Received
PO-000419,2022-09-01,MAT-004,SUP-002,WH-003,14,12,2022-09-13,2022-09-11,108.45,Received
PO-000420,2022-09-02,MAT-040,SUP-008,WH-002,104,7,2022-09-09,2022-09-09,97.48,Received
PO-000421,2022-09-02,MAT-011,SUP-004,WH-002,180,8,2022-09-10,2022-09-09,56.76,Received
PO-000422,2022-09-04,MAT-007,SUP-001,WH-002,7,15,2022-09-19,2022-09-19,1810.3,Received
PO-000423,2022-09-04,MAT-026,SUP-006,WH-003,7,20,2022-09-24,2022-09-23,433.64,Received
PO-000424,2022-09-05,MAT-015,SUP-004,WH-001,195,5,2022-09-10,2022-09-19,46.55,Received
PO-000425,2022-09-05,MAT-001,SUP-001,WH-004,12,17,2022-09-22,2022-10-03,104.84,Received
PO-000426,2022-09-07,MAT-029,SUP-006,WH-003,7,20,2022-09-27,2022-09-27,511.8,Received
PO-000427,2022-09-07,MAT-003,SUP-002,WH-002,13,12,2022-09-19,2022-09-19,250.33,Received
PO-000428,2022-09-08,MAT-039,SUP-008,WH-002,160,9,2022-09-17,2022-09-17,95.74,Received
PO-000429,2022-09-08,MAT-013,SUP-004,WH-003,275,7,2022-09-15,2022-09-15,111.4,Received
PO-000430,2022-09-08,MAT-034,SUP-007,WH-001,7,28,2022-10-06,2022-10-05,783.28,Received
PO-000431,2022-09-09,MAT-008,SUP-001,WH-004,5,18,2022-09-27,2022-09-25,636.55,Received
PO-000432,2022-09-10,MAT-036,SUP-008,WH-003,192,7,2022-09-17,2022-09-24,75.97,Received
PO-000433,2022-09-11,MAT-039,SUP-008,WH-001,193,9,2022-09-20,2022-10-04,95.74,Received
PO-000434,2022-09-12,MAT-036,SUP-008,WH-002,126,7,2022-09-19,2022-09-25,75.97,Received
PO-000435,2022-09-12,MAT-023,SUP-005,WH-002,13,11,2022-09-23,2022-09-22,129.58,Received
PO-000436,2022-09-12,MAT-011,SUP-004,WH-001,212,8,2022-09-20,2022-09-22,56.76,Received
PO-000437,2022-09-14,MAT-010,SUP-002,WH-002,9,13,2022-09-27,2022-09-27,856.73,Received
PO-000438,2022-09-14,MAT-033,SUP-007,WH-004,6,25,2022-10-09,2022-10-07,1179.71,Received
PO-000439,2022-09-15,MAT-006,SUP-001,WH-001,10,18,2022-10-03,2022-10-03,630.77,Received
PO-000440,2022-09-15,MAT-027,SUP-006,WH-004,7,23,2022-10-08,2022-10-08,657.37,Received
PO-000441,2022-09-15,MAT-025,SUP-005,WH-004,21,12,2022-09-27,2022-09-27,127.95,Received
PO-000442,2022-09-15,MAT-034,SUP-007,WH-002,6,28,2022-10-13,2022-10-13,783.28,Received
PO-000443,2022-09-16,MAT-020,SUP-003,WH-004,5,23,2022-10-09,2022-10-18,1627.96,Received
PO-000444,2022-09-17,MAT-012,SUP-004,WH-002,190,5,2022-09-22,2022-10-01,50.61,Received
PO-000445,2022-09-17,MAT-016,SUP-003,WH-001,6,26,2022-10-13,2022-10-13,1875.37,Received
PO-000446,2022-09-19,MAT-024,SUP-005,WH-004,22,12,2022-10-01,2022-10-03,176.74,Received
PO-000447,2022-09-19,MAT-002,SUP-002,WH-001,16,12,2022-10-01,2022-10-01,241.37,Received
PO-000448,2022-09-19,MAT-005,SUP-001,WH-004,19,16,2022-10-05,2022-10-18,187.34,Received
PO-000449,2022-09-21,MAT-024,SUP-005,WH-003,12,12,2022-10-03,2022-10-02,176.74,Received
PO-000450,2022-09-23,MAT-038,SUP-008,WH-001,144,8,2022-10-01,2022-10-09,70.54,Received
PO-000451,2022-09-23,MAT-005,SUP-001,WH-003,11,16,2022-10-09,2022-10-08,187.34,Received
PO-000452,2022-09-24,MAT-040,SUP-008,WH-003,154,7,2022-10-01,2022-10-01,97.48,Received
PO-000453,2022-09-25,MAT-014,SUP-004,WH-004,180,5,2022-09-30,2022-09-29,50.38,Received
PO-000454,2022-09-26,MAT-007,SUP-001,WH-003,10,15,2022-10-11,2022-10-13,1810.3,Received
PO-000455,2022-09-26,MAT-017,SUP-003,WH-001,5,24,2022-10-20,2022-10-19,3463.71,Received
PO-000456,2022-09-28,MAT-002,SUP-002,WH-004,16,12,2022-10-10,2022-10-08,241.37,Received
PO-000457,2022-09-29,MAT-038,SUP-008,WH-004,101,8,2022-10-07,2022-10-19,70.54,Received
PO-000458,2022-10-01,MAT-027,SUP-006,WH-001,7,23,2022-10-24,2022-10-24,657.37,Received
PO-000459,2022-10-02,MAT-006,SUP-001,WH-002,7,18,2022-10-20,2022-10-27,630.77,Received
PO-000460,2022-10-03,MAT-006,SUP-001,WH-001,10,18,2022-10-21,2022-10-23,630.77,Received
PO-000461,2022-10-03,MAT-028,SUP-006,WH-001,7,20,2022-10-23,2022-10-30,1167.46,Received
PO-000462,2022-10-03,MAT-029,SUP-006,WH-002,8,20,2022-10-23,2022-10-22,511.8,Received
PO-000463,2022-10-03,MAT-022,SUP-005,WH-002,15,11,2022-10-14,2022-10-21,115.12,Received
PO-000464,2022-10-03,MAT-013,SUP-004,WH-004,151,7,2022-10-10,2022-10-18,111.4,Received
PO-000465,2022-10-05,MAT-009,SUP-002,WH-004,8,13,2022-10-18,2022-10-17,677.13,Received
PO-000466,2022-10-05,MAT-035,SUP-007,WH-003,7,28,2022-11-02,2022-10-31,1653.49,Received
PO-000467,2022-10-05,MAT-019,SUP-003,WH-004,5,26,2022-10-31,2022-10-30,2922.43,Received
PO-000468,2022-10-06,MAT-026,SUP-006,WH-004,6,20,2022-10-26,2022-10-26,433.64,Received
PO-000469,2022-10-06,MAT-023,SUP-005,WH-003,23,11,2022-10-17,2022-10-22,129.58,Received
PO-000470,2022-10-06,MAT-018,SUP-003,WH-003,5,26,2022-11-01,2022-10-30,2366.63,Received
PO-000471,2022-10-07,MAT-021,SUP-005,WH-004,19,13,2022-10-20,2022-10-19,208.55,Received
PO-000472,2022-10-07,MAT-021,SUP-005,WH-001,14,13,2022-10-20,2022-10-19,208.55,Received
PO-000473,2022-10-07,MAT-014,SUP-004,WH-001,246,5,2022-10-12,2022-10-20,50.38,Received
PO-000474,2022-10-07,MAT-003,SUP-002,WH-001,20,12,2022-10-19,2022-10-17,250.33,Received
PO-000475,2022-10-07,MAT-017,SUP-003,WH-002,7,24,2022-10-31,2022-10-30,3463.71,Received
PO-000476,2022-10-07,MAT-020,SUP-003,WH-001,4,23,2022-10-30,2022-10-29,1627.96,Received
PO-000477,2022-10-08,MAT-037,SUP-004,WH-004,114,6,2022-10-14,2022-10-17,108.65,Received
PO-000478,2022-10-08,MAT-040,SUP-008,WH-002,104,7,2022-10-15,2022-10-21,97.48,Received
PO-000479,2022-10-08,MAT-028,SUP-006,WH-002,8,20,2022-10-28,2022-10-27,1167.46,Received
PO-000480,2022-10-08,MAT-011,SUP-004,WH-002,180,8,2022-10-16,2022-10-14,56.76,Received
PO-000481,2022-10-08,MAT-012,SUP-004,WH-003,138,5,2022-10-13,2022-10-11,50.61,Received
PO-000482,2022-10-09,MAT-010,SUP-002,WH-001,5,13,2022-10-22,2022-10-22,856.73,Received
PO-000483,2022-10-09,MAT-015,SUP-004,WH-002,209,5,2022-10-14,2022-10-21,46.55,Received
PO-000484,2022-10-09,MAT-031,SUP-007,WH-002,6,25,2022-11-03,2022-11-02,1350.5,Received
PO-000485,2022-10-09,MAT-004,SUP-002,WH-003,14,12,2022-10-21,2022-10-21,108.45,Received
PO-000486,2022-10-10,MAT-037,SUP-004,WH-003,180,6,2022-10-16,2022-10-16,108.65,Received
PO-000487,2022-10-10,MAT-030,SUP-006,WH-003,8,21,2022-10-31,2022-10-31,609.7,Received
PO-000488,2022-10-10,MAT-022,SUP-005,WH-001,14,11,2022-10-21,2022-10-20,115.12,Received
PO-000489,2022-10-11,MAT-035,SUP-007,WH-002,6,28,2022-11-08,2022-11-08,1653.49,Received
PO-000490,2022-10-12,MAT-025,SUP-005,WH-001,19,12,2022-10-24,2022-10-23,127.95,Received
PO-000491,2022-10-12,MAT-002,SUP-002,WH-001,16,12,2022-10-24,2022-10-24,241.37,Received
PO-000492,2022-10-13,MAT-026,SUP-006,WH-003,7,20,2022-11-02,2022-11-01,433.64,Received
PO-000493,2022-10-14,MAT-032,SUP-007,WH-004,6,28,2022-11-11,2022-11-09,1238.66,Received
PO-000494,2022-10-16,MAT-009,SUP-002,WH-001,8,13,2022-10-29,2022-10-29,677.13,Received
PO-000495,2022-10-16,MAT-039,SUP-008,WH-002,160,9,2022-10-25,2022-11-05,95.74,Received
PO-000496,2022-10-16,MAT-011,SUP-004,WH-001,212,8,2022-10-24,2022-10-23,56.76,Received
PO-000497,2022-10-16,MAT-013,SUP-004,WH-003,275,7,2022-10-23,2022-10-22,111.4,Received
PO-000498,2022-10-19,MAT-036,SUP-008,WH-002,126,7,2022-10-26,2022-10-26,75.97,Received
PO-000499,2022-10-19,MAT-015,SUP-004,WH-001,195,5,2022-10-24,2022-10-24,46.55,Received
PO-000500,2022-10-19,MAT-031,SUP-007,WH-003,6,25,2022-11-13,2022-11-11,1350.5,Received
PO-000501,2022-10-20,MAT-024,SUP-005,WH-004,22,12,2022-11-01,2022-10-31,176.74,Received
PO-000502,2022-10-20,MAT-004,SUP-002,WH-002,19,12,2022-11-01,2022-10-30,108.45,Received
PO-000503,2022-10-21,MAT-036,SUP-008,WH-003,192,7,2022-10-28,2022-10-27,75.97,Received
