timestamp,equipment_id,temperature_c,pressure_psi,vibration_mm_s,flow_rate,energy_consumption_kwh,operating_hours
2023-09-25 06:00:00,EQ-0006,86.12,1194.1,3.251,389.73,6138.0,12.0
2023-09-25 18:00:00,EQ-0006,85.09,1170.9,3.151,400.62,6028.6,12.0
2023-09-26 06:00:00,EQ-0006,87.6,1173.8,3.118,391.4,6008.1,12.0
2023-09-26 18:00:00,EQ-0006,88.06,1194.6,2.997,397.1,5914.7,12.0
2023-09-27 06:00:00,EQ-0006,89.5,1201.4,3.12,393.39,5451.9,12.0
2023-09-27 18:00:00,EQ-0006,90.28,1224.5,3.675,398.23,6020.8,12.0
2023-09-28 06:00:00,EQ-0006,88.54,1178.0,3.436,419.67,6121.1,12.0
2023-09-28 18:00:00,EQ-0006,83.76,1182.3,3.421,406.0,,12.0
2023-09-29 06:00:00,EQ-0006,84.94,1193.4,3.497,409.4,5705.4,12.0
2023-09-29 18:00:00,EQ-0006,87.45,1191.2,3.193,394.56,6017.2,12.0
2023-09-30 06:00:00,EQ-0006,88.07,1177.2,2.998,409.53,5811.1,12.0
2023-09-30 18:00:00,EQ-0006,88.24,1164.8,3.159,396.32,6014.0,12.0
2023-10-01 06:00:00,EQ-0006,83.68,1196.5,3.244,373.86,5606.0,12.0
2023-10-01 18:00:00,EQ-0006,80.05,1202.9,3.303,428.6,5754.7,12.0
2023-10-02 06:00:00,EQ-0006,83.81,1191.7,3.118,406.81,6425.4,12.0
2023-10-02 18:00:00,EQ-0006,83.28,1173.9,3.248,405.16,6339.2,12.0
2023-10-03 06:00:00,EQ-0006,82.34,1215.7,3.43,406.53,5973.2,12.0
2023-10-03 18:00:00,EQ-0006,79.19,1176.5,3.003,399.37,6218.8,12.0
2023-10-04 06:00:00,EQ-0006,84.46,1208.2,3.143,399.41,5773.7,12.0
2023-10-04 18:00:00,EQ-0006,84.8,1171.5,3.122,400.48,5915.9,12.0
2023-10-05 06:00:00,EQ-0006,86.67,1197.5,3.18,398.8,6046.3,12.0
2023-10-05 18:00:00,EQ-0006,84.38,1186.0,3.313,390.64,6193.8,12.0
2023-10-06 06:00:00,EQ-0006,85.91,1201.4,3.139,412.24,5618.5,12.0
2023-10-06 18:00:00,EQ-0006,84.54,1183.0,3.161,415.65,6125.7,12.0
2023-10-07 06:00:00,EQ-0006,85.47,1184.4,2.957,412.7,6217.8,12.0
2023-10-07 18:00:00,EQ-0006,86.49,1195.0,2.856,394.63,6474.3,12.0
2023-10-08 06:00:00,EQ-0006,84.29,1222.6,3.306,391.76,6087.2,12.0
2023-10-08 18:00:00,EQ-0006,82.24,1183.9,3.318,395.1,6327.1,12.0
2023-10-09 06:00:00,EQ-0006,82.33,1189.1,3.01,406.07,5978.2,12.0
2023-10-09 18:00:00,EQ-0006,83.03,1210.8,3.384,414.96,6132.8,12.0
2023-10-10 06:00:00,EQ-0006,84.11,1175.8,2.831,410.21,6316.9,12.0
2023-10-10 18:00:00,EQ-0006,83.95,1202.0,3.027,402.5,5945.6,12.0
2023-10-11 06:00:00,EQ-0006,82.04,1217.6,2.812,405.17,6029.5,12.0
2023-10-11 18:00:00,EQ-0006,81.9,1210.6,2.846,382.65,6019.8,12.0
2023-10-12 06:00:00,EQ-0006,83.53,1200.2,2.944,389.62,6500.1,12.0
2023-10-12 18:00:00,EQ-0006,83.35,1188.7,3.454,422.81,5830.2,12.0
2023-10-13 06:00:00,EQ-0006,83.95,1200.0,3.394,387.07,5727.0,12.0
2023-10-13 18:00:00,EQ-0006,83.51,1230.6,3.03,407.5,6006.3,12.0
2023-10-14 06:00:00,EQ-0006,84.63,1203.9,3.139,405.32,5905.5,12.0
2023-10-14 18:00:00,EQ-0006,84.75,1224.6,3.146,405.67,6500.4,12.0
2023-10-15 06:00:00,EQ-0006,83.46,1229.4,3.19,407.53,5927.9,12.0
2023-10-15 18:00:00,EQ-0006,82.77,1186.8,3.262,367.28,6020.7,12.0
2023-10-16 06:00:00,EQ-0006,88.71,1224.6,3.198,162.32,2693.3,5.01
2023-10-16 18:00:00,EQ-0006,87.48,1223.0,3.088,167.29,2437.2,5.01
2023-10-17 06:00:00,EQ-0006,83.86,1228.9,3.204,396.2,5878.0,12.0
2023-10-17 18:00:00,EQ-0006,85.47,1210.5,3.423,394.64,5781.4,12.0
2023-10-18 06:00:00,EQ-0006,90.95,1233.1,3.529,363.58,6122.8,12.0
2023-10-18 18:00:00,EQ-0006,89.73,1204.9,3.843,401.79,6054.6,12.0
2023-10-19 06:00:00,EQ-0006,86.98,1241.6,3.949,381.8,6135.7,12.0
2023-10-19 18:00:00,EQ-0006,85.96,1217.5,3.848,381.18,6142.1,12.0
2023-10-20 06:00:00,EQ-0006,88.81,1240.2,3.929,388.54,5748.5,12.0
2023-10-20 18:00:00,EQ-0006,86.83,1252.3,3.834,378.47,6152.3,12.0
2023-10-21 06:00:00,EQ-0006,88.7,1236.2,4.174,394.37,6447.3,12.0
2023-10-21 18:00:00,EQ-0006,86.77,1243.8,4.185,371.75,5949.7,12.0
2023-10-22 06:00:00,EQ-0006,89.81,1214.6,4.121,384.8,5968.3,12.0
2023-10-22 18:00:00,EQ-0006,90.25,1249.9,4.442,386.56,6576.0,12.0
2023-10-23 06:00:00,EQ-0006,91.48,1244.7,4.681,384.9,6063.5,12.0
2023-10-23 18:00:00,EQ-0006,93.49,1229.8,4.473,383.09,6248.5,12.0
2023-10-24 06:00:00,EQ-0006,88.84,1262.8,4.821,370.17,6290.5,12.0
2023-10-24 18:00:00,EQ-0006,93.43,1312.9,4.669,367.18,6769.8,12.0
2023-10-25 06:00:00,EQ-0006,58.97,1178.6,0.468,0.0,0.0,0.0
2023-10-25 18:00:00,EQ-0006,58.69,1212.1,0.467,0.0,0.0,0.0
2023-10-26 06:00:00,EQ-0006,58.86,1197.8,0.446,0.0,0.0,0.0
2023-10-26 18:00:00,EQ-0006,59.05,1193.3,0.472,0.0,0.0,0.0
2023-10-27 06:00:00,EQ-0006,88.09,1224.7,3.042,190.85,3067.6,5.89
2023-10-27 18:00:00,EQ-0006,86.54,1191.8,3.171,209.32,2650.3,5.89
2023-10-28 06:00:00,EQ-0006,81.72,1177.2,3.324,393.01,5650.0,12.0
2023-10-28 18:00:00,EQ-0006,83.2,1212.5,3.655,414.63,6080.4,12.0
2023-10-29 06:00:00,EQ-0006,85.13,1173.4,3.344,416.87,5937.3,12.0
2023-10-29 18:00:00,EQ-0006,86.54,1222.2,3.641,400.52,6043.5,12.0
2023-10-30 06:00:00,EQ-0006,86.61,1212.7,3.459,391.9,6522.6,12.0
2023-10-30 18:00:00,EQ-0006,83.08,1162.7,3.325,380.56,5938.1,12.0
2023-10-31 06:00:00,EQ-0006,86.72,1205.4,3.61,405.37,6181.0,12.0
2023-10-31 18:00:00,EQ-0006,85.9,1212.7,3.595,376.53,6391.4,12.0
2023-11-01 06:00:00,EQ-0006,86.08,1169.2,3.784,400.21,6011.1,12.0
2023-11-01 18:00:00,EQ-0006,84.28,1204.0,3.589,408.84,5711.6,12.0
2023-11-02 06:00:00,EQ-0006,82.6,1201.7,3.547,386.41,6327.3,12.0
2023-11-02 18:00:00,EQ-0006,85.68,1172.7,3.205,405.86,6185.9,12.0
2023-11-03 06:00:00,EQ-0006,84.35,1216.8,3.219,369.01,6247.4,12.0
2023-11-03 18:00:00,EQ-0006,84.82,1197.8,3.183,405.86,5968.5,12.0
2023-11-04 06:00:00,EQ-0006,82.9,1233.2,3.409,407.6,5999.4,12.0
2023-11-04 18:00:00,EQ-0006,85.26,1221.3,3.262,411.54,6009.7,12.0
2023-11-05 06:00:00,EQ-0006,85.28,1189.8,3.197,398.98,5744.3,12.0
2023-11-05 18:00:00,EQ-0006,87.17,1215.1,3.514,387.73,6435.0,12.0
2023-11-06 06:00:00,EQ-0006,86.16,1226.1,3.386,395.51,6041.5,12.0
2023-11-06 18:00:00,EQ-0006,87.91,1193.5,3.284,409.29,6004.1,12.0
2023-11-07 06:00:00,EQ-0006,86.38,1172.1,3.442,395.44,6359.7,12.0
2023-11-07 18:00:00,EQ-0006,86.74,1223.8,3.238,400.38,6012.9,12.0
2023-11-08 06:00:00,EQ-0006,84.94,1197.2,3.152,409.6,6148.5,12.0
2023-11-08 18:00:00,EQ-0006,82.72,1214.1,3.189,390.72,5858.5,12.0
2023-11-09 06:00:00,EQ-0006,84.69,1202.5,3.549,400.53,5962.7,12.0
2023-11-09 18:00:00,EQ-0006,84.0,1208.4,3.491,410.8,6317.6,12.0
2023-11-10 06:00:00,EQ-0006,85.46,1204.5,3.694,309.95,4770.8,9.17
2023-11-10 18:00:00,EQ-0006,87.55,1205.3,3.362,324.92,4566.8,9.17
2023-11-11 06:00:00,EQ-0006,87.26,1184.9,3.492,401.4,5890.6,12.0
2023-11-11 18:00:00,EQ-0006,84.78,1166.3,3.356,389.19,5892.7,12.0
2023-11-12 06:00:00,EQ-0006,82.09,1182.8,3.286,400.46,5927.0,12.0
2023-11-12 18:00:00,EQ-0006,81.02,1203.0,3.291,377.51,6224.4,12.0
2023-11-13 06:00:00,EQ-0006,79.82,1169.4,3.642,398.26,5874.2,12.0
2023-11-13 18:00:00,EQ-0006,80.08,1209.7,3.333,402.16,5805.3,12.0
2023-11-14 06:00:00,EQ-0006,85.1,1186.1,2.997,426.82,5363.3,12.0
2023-11-14 18:00:00,EQ-0006,80.34,1171.9,3.042,415.72,5817.6,12.0
2023-11-15 06:00:00,EQ-0006,82.73,1176.5,3.233,380.55,6211.2,12.0
2023-11-15 18:00:00,EQ-0006,82.15,1182.3,3.275,390.62,6496.6,12.0
2023-11-16 06:00:00,EQ-0006,83.93,1188.4,3.31,398.19,5666.6,12.0
2023-11-16 18:00:00,EQ-0006,86.88,1207.7,3.294,374.22,5879.6,12.0
2023-11-17 06:00:00,EQ-0006,84.05,1214.4,3.453,421.59,5914.6,12.0
2023-11-17 18:00:00,EQ-0006,86.48,1190.9,3.608,409.21,6016.9,12.0
2023-11-18 06:00:00,EQ-0006,85.47,1197.0,3.763,421.68,5915.6,12.0
2023-11-18 18:00:00,EQ-0006,83.94,1230.2,3.484,393.02,6030.8,12.0
2023-11-19 06:00:00,EQ-0006,83.7,1175.8,3.097,390.55,5739.8,12.0
2023-11-19 18:00:00,EQ-0006,83.04,1193.0,2.91,381.06,6218.6,12.0
2023-11-20 06:00:00,EQ-0006,79.42,1195.1,2.863,392.19,6312.3,12.0
2023-11-20 18:00:00,EQ-0006,82.1,1210.5,2.951,394.37,5749.5,12.0
2023-11-21 06:00:00,EQ-0006,82.51,1187.3,2.944,393.29,5690.1,12.0
2023-11-21 18:00:00,EQ-0006,80.85,1206.7,3.059,386.15,5922.5,12.0
2023-11-22 06:00:00,EQ-0006,81.18,1187.5,3.449,394.54,5915.4,12.0
2023-11-22 18:00:00,EQ-0006,79.92,1230.6,3.522,385.52,5774.7,12.0
2023-11-23 06:00:00,EQ-0006,85.63,1198.5,3.229,401.27,5937.6,12.0
2023-11-23 18:00:00,EQ-0006,84.74,1202.1,3.182,425.76,,12.0
2023-11-24 06:00:00,EQ-0006,86.15,1194.0,2.695,395.69,5578.7,12.0
2023-11-24 18:00:00,EQ-0006,86.31,1258.0,2.912,392.39,5755.1,12.0
2023-11-25 06:00:00,EQ-0006,86.53,1174.4,2.988,426.48,6283.2,12.0
2023-11-25 18:00:00,EQ-0006,88.23,1186.9,3.291,420.5,5843.8,12.0
2023-11-26 06:00:00,EQ-0006,88.26,1209.1,3.487,389.72,5688.4,12.0
2023-11-26 18:00:00,EQ-0006,87.85,1236.1,3.279,386.85,6219.5,12.0
2023-11-27 06:00:00,EQ-0006,88.81,1206.8,3.31,403.19,5726.5,12.0
2023-11-27 18:00:00,EQ-0006,87.49,1189.9,3.268,405.89,5897.9,12.0
2023-11-28 06:00:00,EQ-0006,89.31,1246.8,3.527,397.21,5906.0,12.0
2023-11-28 18:00:00,EQ-0006,87.4,1179.1,3.382,370.26,6214.4,12.0
2023-11-29 06:00:00,EQ-0006,86.19,1166.3,3.406,394.22,6129.9,12.0
2023-11-29 18:00:00,EQ-0006,84.3,1199.9,3.666,425.52,6164.5,12.0
2023-11-30 06:00:00,EQ-0006,82.84,1200.9,3.615,408.19,5922.9,12.0
2023-11-30 18:00:00,EQ-0006,81.99,1220.6,3.434,395.67,5915.9,12.0
2023-12-01 06:00:00,EQ-0006,81.2,1201.7,3.27,375.81,6042.5,12.0
2023-12-01 18:00:00,EQ-0006,82.05,1189.3,3.273,385.26,5797.6,12.0
2023-12-02 06:00:00,EQ-0006,82.29,1186.4,3.348,418.45,5883.3,12.0
2023-12-02 18:00:00,EQ-0006,84.29,1219.8,3.223,404.3,6371.7,12.0
2023-12-03 06:00:00,EQ-0006,83.72,1202.1,3.37,391.42,6079.9,12.0
2023-12-03 18:00:00,EQ-0006,85.38,1211.3,3.305,394.5,5762.6,12.0
2023-12-04 06:00:00,EQ-0006,84.55,1202.9,3.508,394.72,5673.3,12.0
2023-12-04 18:00:00,EQ-0006,83.81,1243.4,3.335,406.53,6136.7,12.0
2023-12-05 06:00:00,EQ-0006,85.89,1227.3,3.509,402.1,5970.1,12.0
2023-12-05 18:00:00,EQ-0006,83.53,1217.9,3.5,402.18,5752.6,12.0
2023-12-06 06:00:00,EQ-0006,85.27,1197.9,3.73,412.9,5979.7,12.0
2023-12-06 18:00:00,EQ-0006,85.26,1228.3,3.747,406.36,6146.4,12.0
2023-12-07 06:00:00,EQ-0006,84.7,1187.9,3.747,423.29,6134.4,12.0
2023-12-07 18:00:00,EQ-0006,85.64,1230.3,3.281,401.33,5817.3,12.0
2023-12-08 06:00:00,EQ-0006,85.18,1189.2,3.024,406.08,5526.7,12.0
2023-12-08 18:00:00,EQ-0006,90.09,1246.8,2.942,381.29,5629.1,12.0
2023-12-09 06:00:00,EQ-0006,88.09,1226.1,3.254,400.86,6149.4,12.0
2023-12-09 18:00:00,EQ-0006,89.34,1177.2,3.554,399.08,6558.2,12.0
2023-12-10 06:00:00,EQ-0006,88.45,1226.8,3.513,422.2,5858.0,12.0
2023-12-10 18:00:00,EQ-0006,86.5,1206.9,3.822,405.55,6268.5,12.0
2023-12-11 06:00:00,EQ-0006,87.73,1225.4,3.882,404.52,5860.4,12.0
2023-12-11 18:00:00,EQ-0006,90.92,1228.7,3.838,386.56,5671.2,12.0
2023-12-12 06:00:00,EQ-0006,89.07,1224.4,4.328,394.49,6175.1,12.0
2023-12-12 18:00:00,EQ-0006,90.45,1229.4,4.199,378.31,6001.9,12.0
2023-12-13 06:00:00,EQ-0006,88.32,1242.3,4.361,389.47,6172.4,12.0
2023-12-13 18:00:00,EQ-0006,88.23,1237.9,4.316,372.42,5951.2,12.0
2023-12-14 06:00:00,EQ-0006,90.6,1218.2,4.561,369.47,6220.1,12.0
2023-12-14 18:00:00,EQ-0006,93.09,1252.5,4.26,368.44,6571.7,12.0
2023-12-15 06:00:00,EQ-0006,93.54,1241.6,4.381,385.02,6176.7,12.0
2023-12-15 18:00:00,EQ-0006,95.02,1255.1,4.708,383.05,6219.5,12.0
2023-12-16 06:00:00,EQ-0006,93.33,1245.5,4.652,392.65,6408.4,12.0
2023-12-16 18:00:00,EQ-0006,95.59,1253.0,4.451,385.29,6559.3,12.0
2023-12-17 06:00:00,EQ-0006,59.48,1179.0,0.472,0.0,0.0,0.0
2023-12-17 18:00:00,EQ-0006,56.63,1212.0,0.445,0.0,0.0,0.0
2023-12-18 06:00:00,EQ-0006,58.67,1188.6,0.451,0.0,0.0,0.0
2023-12-18 18:00:00,EQ-0006,56.77,1178.4,0.414,0.0,0.0,0.0
2023-12-19 06:00:00,EQ-0006,56.8,1205.0,0.411,0.0,0.0,0.0
2023-12-19 18:00:00,EQ-0006,59.09,1213.2,0.437,0.0,0.0,0.0
2023-12-20 06:00:00,EQ-0006,89.09,1188.1,3.042,155.99,2312.7,4.5
2023-12-20 18:00:00,EQ-0006,89.61,1225.9,3.188,152.04,2203.8,4.5
2023-12-21 06:00:00,EQ-0006,84.18,1213.6,3.328,391.21,5821.0,12.0
2023-12-21 18:00:00,EQ-0006,82.24,1228.5,3.292,400.64,,12.0
2023-12-22 06:00:00,EQ-0006,83.97,1224.1,3.31,391.0,6048.3,12.0
2023-12-22 18:00:00,EQ-0006,84.35,1222.7,3.447,403.81,6213.4,12.0
2023-12-23 06:00:00,EQ-0006,81.55,1166.9,3.347,388.01,6102.5,12.0
2023-12-23 18:00:00,EQ-0006,85.28,1179.5,3.286,392.96,5651.0,12.0
2023-12-24 06:00:00,EQ-0006,84.85,1223.3,3.404,420.67,6067.5,12.0
2023-12-24 18:00:00,EQ-0006,83.75,1213.1,3.235,405.44,6132.6,12.0
2023-12-25 06:00:00,EQ-0006,82.66,1195.3,3.187,402.74,5531.3,12.0
2023-12-25 18:00:00,EQ-0006,81.87,1191.4,3.197,399.9,5716.8,12.0
2023-12-26 06:00:00,EQ-0006,82.95,1192.4,3.293,377.6,6376.2,12.0
2023-12-26 18:00:00,EQ-0006,82.83,1226.8,3.332,411.7,6357.2,12.0
2023-12-27 06:00:00,EQ-0006,85.06,1199.4,3.365,410.72,5780.2,12.0
2023-12-27 18:00:00,EQ-0006,86.28,1193.1,3.131,414.51,6470.9,12.0
2023-12-28 06:00:00,EQ-0006,85.32,1174.6,3.532,410.65,5198.0,12.0
2023-12-28 18:00:00,EQ-0006,86.16,1167.8,3.193,401.86,6355.3,12.0
2023-12-29 06:00:00,EQ-0006,84.12,1216.3,3.31,392.87,5772.9,12.0
2023-12-29 18:00:00,EQ-0006,86.55,1192.8,3.485,410.64,6434.9,12.0
2023-12-30 06:00:00,EQ-0006,88.17,1204.3,,378.51,5900.3,12.0
2023-12-30 18:00:00,EQ-0006,85.98,1208.5,3.445,392.13,6140.5,12.0
2023-12-31 06:00:00,EQ-0006,84.19,1213.2,3.306,404.21,6114.4,12.0
2023-12-31 18:00:00,EQ-0006,85.05,1212.4,3.276,403.85,6519.8,12.0
2024-01-01 06:00:00,EQ-0006,84.56,1221.3,3.395,387.55,6039.5,12.0
2024-01-01 18:00:00,EQ-0006,84.61,1204.9,3.465,406.67,6194.0,12.0
2024-01-02 06:00:00,EQ-0006,82.84,1201.4,3.293,401.17,5974.1,12.0
2024-01-02 18:00:00,EQ-0006,84.34,1183.8,3.345,397.3,5923.7,12.0
2024-01-03 06:00:00,EQ-0006,80.58,1205.3,3.362,398.62,5756.1,12.0
2024-01-03 18:00:00,EQ-0006,81.59,1185.9,3.155,398.84,5999.8,12.0
2024-01-04 06:00:00,EQ-0006,84.43,1185.8,,399.43,5829.9,12.0
2024-01-04 18:00:00,EQ-0006,83.42,1211.3,3.627,401.69,6081.3,12.0
2024-01-05 06:00:00,EQ-0006,83.74,1172.6,3.391,420.44,5906.5,12.0
2024-01-05 18:00:00,EQ-0006,83.98,1202.5,3.785,387.16,6131.1,12.0
2024-01-06 06:00:00,EQ-0006,84.72,1206.0,3.344,401.96,5977.1,12.0
2024-01-06 18:00:00,EQ-0006,85.1,1197.9,3.344,401.07,5921.2,12.0
2024-01-07 06:00:00,EQ-0006,86.52,1192.1,3.393,404.79,5977.8,12.0
2024-01-07 18:00:00,EQ-0006,85.94,1238.7,3.425,405.27,5817.0,12.0
2024-01-08 06:00:00,EQ-0006,,1224.3,3.363,381.13,5744.5,12.0
2024-01-08 18:00:00,EQ-0006,85.2,1184.5,3.367,415.39,6051.0,12.0
2024-01-09 06:00:00,EQ-0006,87.95,1206.6,3.504,396.4,5844.6,12.0
2024-01-09 18:00:00,EQ-0006,88.03,1196.1,3.211,400.46,5966.1,12.0
2024-01-10 06:00:00,EQ-0006,88.92,1202.5,3.385,404.36,6157.9,12.0
2024-01-10 18:00:00,EQ-0006,88.47,1193.9,3.118,401.66,6206.0,12.0
2024-01-11 06:00:00,EQ-0006,89.13,1190.6,3.362,403.0,5899.6,12.0
2024-01-11 18:00:00,EQ-0006,86.44,1191.9,3.345,391.55,6550.0,12.0
2024-01-12 06:00:00,EQ-0006,87.5,1199.3,3.517,411.85,5710.8,12.0
2024-01-12 18:00:00,EQ-0006,87.18,1188.6,3.468,405.24,5711.8,12.0
2024-01-13 06:00:00,EQ-0006,87.48,1176.9,3.522,406.87,6107.6,12.0
2024-01-13 18:00:00,EQ-0006,85.02,1195.3,3.595,419.79,5654.2,12.0
2024-01-14 06:00:00,EQ-0006,85.92,1188.6,3.489,415.14,6497.6,12.0
2024-01-14 18:00:00,EQ-0006,88.38,1195.2,3.648,384.65,6032.9,12.0
15-Jan-2024 06:00,EQ-0006,86.73,1200.7,3.395,394.81,6131.8,12.0
2024-01-15 18:00:00,EQ-0006,87.98,1179.1,2.948,395.53,6020.5,12.0
2024-01-16 06:00:00,EQ-0006,85.98,1225.9,3.053,400.74,5316.7,12.0
2024-01-16 18:00:00,EQ-0006,85.5,1212.7,3.203,400.32,6076.1,12.0
2024-01-17 06:00:00,EQ-0006,80.85,1190.6,3.378,408.08,5754.5,12.0
2024-01-17 18:00:00,EQ-0006,79.8,1208.2,3.277,410.59,5962.9,12.0
2024-01-18 06:00:00,EQ-0006,82.27,1210.2,3.39,399.85,6333.2,12.0
2024-01-18 18:00:00,EQ-0006,83.12,1226.5,3.415,408.39,5789.1,12.0
2024-01-19 06:00:00,EQ-0006,85.39,1228.6,3.481,384.55,6115.1,12.0
2024-01-19 18:00:00,EQ-0006,83.38,1186.6,3.156,410.32,6334.4,12.0
2024-01-20 06:00:00,EQ-0006,85.4,1204.0,3.308,405.93,5578.8,12.0
2024-01-20 18:00:00,EQ-0006,84.59,1218.3,3.111,401.74,6307.6,12.0
2024-01-21 06:00:00,EQ-0006,86.32,1208.6,3.182,408.14,6126.4,12.0
21-Jan-2024 18:00,EQ-0006,86.06,1203.8,3.257,414.53,6085.6,12.0
2024-01-22 06:00:00,EQ-0006,85.03,1199.6,3.25,402.98,5963.8,12.0
2024-01-22 18:00:00,EQ-0006,87.39,1206.0,3.341,408.83,5927.4,12.0
2024-01-23 06:00:00,EQ-0006,87.85,1207.8,3.176,410.93,5901.8,12.0
2024-01-23 18:00:00,EQ-0006,88.87,1183.4,3.4,381.44,6050.2,12.0
2024-01-24 06:00:00,EQ-0006,87.8,1189.2,3.248,406.52,5834.7,12.0
2024-01-24 18:00:00,EQ-0006,87.67,1227.1,3.445,382.61,6186.0,12.0
2024-01-25 06:00:00,EQ-0006,88.59,1184.3,,400.89,5829.8,12.0
2024-01-25 18:00:00,EQ-0006,85.72,1197.3,3.682,394.8,5637.6,12.0
2024-01-26 06:00:00,EQ-0006,86.17,1204.8,3.414,381.02,5923.9,12.0
2024-01-26 18:00:00,EQ-0006,88.34,1202.0,3.484,389.4,6103.6,12.0
2024-01-27 06:00:00,EQ-0006,87.2,1220.6,3.41,404.45,6132.4,12.0
2024-01-27 18:00:00,EQ-0006,85.01,1210.0,3.272,407.58,6108.9,12.0
2024-01-28 06:00:00,EQ-0006,82.41,1173.9,3.381,406.11,6097.8,12.0
2024-01-28 18:00:00,EQ-0006,84.15,1208.2,3.11,395.44,5788.2,12.0
2024-01-29 06:00:00,EQ-0006,84.39,1176.4,3.025,390.73,6087.7,12.0
2024-01-29 18:00:00,EQ-0006,85.77,1191.9,2.765,404.48,6901.4,12.0
2024-01-30 06:00:00,EQ-0006,85.35,1167.9,3.301,388.65,5669.1,12.0
2024-01-30 18:00:00,EQ-0006,84.0,1206.3,3.128,398.09,6238.1,12.0
2024-01-31 06:00:00,EQ-0006,86.54,1215.4,3.076,399.8,6481.0,12.0
2024-01-31 18:00:00,EQ-0006,88.4,1206.8,3.322,389.12,5968.2,12.0
2024-02-01 06:00:00,EQ-0006,89.21,1211.9,3.228,391.68,6383.8,12.0
2024-02-01 18:00:00,EQ-0006,86.77,1242.5,3.013,409.16,6396.8,12.0
2024-02-02 06:00:00,EQ-0006,87.13,1214.6,2.991,389.18,5989.4,12.0
2024-02-02 18:00:00,EQ-0006,88.05,1181.3,3.41,377.07,6046.2,12.0
2024-02-03 06:00:00,EQ-0006,86.94,1216.6,3.346,409.72,6253.0,12.0
2024-02-03 18:00:00,EQ-0006,85.08,1225.2,3.356,401.9,5644.8,12.0
2024-02-04 06:00:00,EQ-0006,85.2,1174.5,3.377,389.49,6466.9,12.0
2024-02-04 18:00:00,EQ-0006,86.13,1193.1,3.253,397.43,6141.9,12.0
2024-02-05 06:00:00,EQ-0006,87.7,1214.3,3.271,402.1,5794.1,12.0
2024-02-05 18:00:00,EQ-0006,88.59,1185.1,3.386,410.27,5949.8,12.0
2024-02-06 06:00:00,EQ-0006,88.11,1190.3,3.077,404.0,5927.4,12.0
2024-02-06 18:00:00,EQ-0006,86.08,1221.5,3.125,390.73,5631.6,12.0
2024-02-07 06:00:00,EQ-0006,85.62,1219.0,2.988,412.29,5906.1,12.0
2024-02-07 18:00:00,EQ-0006,82.64,1186.8,3.318,387.06,6369.8,12.0
2024-02-08 06:00:00,EQ-0006,80.6,1175.2,3.338,411.32,6099.3,12.0
2024-02-08 18:00:00,EQ-0006,80.78,1219.0,3.023,418.88,6057.6,12.0
2024-02-09 06:00:00,EQ-0006,87.23,1196.9,3.03,237.41,3611.0,7.13
2024-02-09 18:00:00,EQ-0006,85.37,1194.3,3.154,247.51,3522.5,7.13
2024-02-10 06:00:00,EQ-0006,84.54,1155.6,3.069,399.47,5693.3,12.0
2024-02-10 18:00:00,EQ-0006,86.6,1205.7,3.195,410.12,5877.8,12.0
2024-02-11 06:00:00,EQ-0006,85.11,1216.6,3.689,392.59,6128.5,12.0
2024-02-11 18:00:00,EQ-0006,83.31,1195.3,3.59,426.64,5819.8,12.0
2024-02-12 06:00:00,EQ-0006,83.87,1180.5,3.294,378.3,6104.3,12.0
2024-02-12 18:00:00,EQ-0006,86.44,1189.1,3.113,386.96,6071.2,12.0
2024-02-13 06:00:00,EQ-0006,86.31,1207.6,3.323,423.88,6318.2,12.0
2024-02-13 18:00:00,EQ-0006,83.77,1197.1,3.284,388.93,5790.7,12.0
2024-02-14 06:00:00,EQ-0006,84.54,1224.6,3.09,402.55,6001.5,12.0
2024-02-14 18:00:00,EQ-0006,82.61,1176.6,3.123,418.99,5834.8,12.0
2024-02-15 06:00:00,EQ-0006,80.83,1170.3,3.469,403.38,5569.8,12.0
2024-02-15 18:00:00,EQ-0006,85.2,1190.8,3.71,421.99,6494.9,12.0
2024-02-16 06:00:00,EQ-0006,85.15,1196.2,3.454,386.13,6179.7,12.0
2024-02-16 18:00:00,EQ-0006,84.19,1152.8,3.257,414.46,5903.0,12.0
2024-02-17 06:00:00,EQ-0006,83.95,1209.4,3.313,404.17,5774.1,12.0
2024-02-17 18:00:00,EQ-0006,82.82,1211.5,3.203,396.62,5910.9,12.0
2024-02-18 06:00:00,EQ-0006,80.47,1196.2,3.217,415.18,6177.1,12.0
2024-02-18 18:00:00,EQ-0006,84.57,1213.4,3.379,399.54,6022.5,12.0
2024-02-19 06:00:00,EQ-0006,84.09,1186.5,3.259,403.0,6134.5,12.0
2024-02-19 18:00:00,EQ-0006,84.28,1184.2,2.992,392.64,6034.1,12.0
2024-02-20 06:00:00,EQ-0006,85.6,1201.7,3.099,405.59,5955.8,12.0
2024-02-20 18:00:00,EQ-0006,85.39,1199.7,3.35,376.42,6046.8,12.0
2024-02-21 06:00:00,EQ-0006,83.98,1182.2,3.302,402.32,6211.9,12.0
2024-02-21 18:00:00,EQ-0006,85.9,1194.5,3.677,401.08,5702.7,12.0
2024-02-22 06:00:00,EQ-0006,87.56,1179.3,3.52,381.53,6164.4,12.0
2024-02-22 18:00:00,EQ-0006,90.37,1197.3,3.696,391.77,6112.7,12.0
2024-02-23 06:00:00,EQ-0006,88.08,1189.6,3.579,371.31,5638.1,12.0
