date,field_id,cost_category,cost_amount_usd
2022-07-22,FIELD-002,Energy,3091.83
2022-07-22,FIELD-002,Labor,17732.55
2022-07-22,FIELD-002,Maintenance,0.0
2022-07-22,FIELD-002,Other,5997.69
2022-07-22,FIELD-002,Production,20847.4
22-Jul-2022,FIELD-002,Transportation,5172.63
2022-07-22,FIELD-002,Utilities,7226.95
2022-07-22,FIELD-003,Energy,3104.56
2022/07/22,FIELD-003,Labor,11149.29
2022-07-22,FIELD-003,Maintenance,0.0
2022/07/22,FIELD-003,Other,3099.05
2022-07-22,FIELD-003,Production,12661.04
2022-07-22,FIELD-003,Transportation,2776.93
2022-07-22,FIELD-003,Utilities,5110.27
2022-07-22,FIELD-004,Energy,3058.92
2022-07-22,FIELD-004,Labor,13658.52
2022-07-22,FIELD-004,Maintenance,1847.98
2022-07-22,FIELD-004,Other,20625.39
2022-07-22,FIELD-004,Production,15358.5
20220722,FIELD-004,Transportation,3796.93
22-Jul-2022,FIELD-004,Utilities,7005.38
23-Jul-2022,FIELD-001,Energy,3143.93
23-Jul-2022,FIELD-001,Labor,21995.47
2022-07-23,FIELD-001,Maintenance,2084.73
2022-07-23,FIELD-001,Other,4083.47
2022-07-23,FIELD-001,Production,33709.74
2022-07-23,FIELD-001,Transportation,11167.07
2022-07-23,FIELD-001,Utilities,5451.94
2022-07-23,FIELD-002,Energy,3037.11
2022-07-23,FIELD-002,Labor,16932.78
2022-07-23,FIELD-002,Maintenance,0.0
2022-07-23,FIELD-002,Other,3213.18
2022-07-23,FIELD-002,Production,29339.65
2022-07-23,FIELD-002,Transportation,8990.53
2022-07-23,FIELD-002,Utilities,5729.05
2022-07-23,FIELD-003,Energy,2020.92
2022-07-23,FIELD-003,Labor,11874.19
2022-07-23,FIELD-003,Maintenance,25155.93
2022/07/23,FIELD-003,Other,2703.59
2022-07-23,FIELD-003,Production,10052.1
2022-07-23,FIELD-003,Transportation,1083.49
23-Jul-2022,FIELD-003,Utilities,5407.08
2022-07-23,FIELD-004,Energy,3084.69
2022-07-23,FIELD-004,Labor,11959.26
23-Jul-2022,FIELD-004,Maintenance,0.0
2022-07-23,FIELD-004,Other,12230.63
2022-07-23,FIELD-004,Production,15283.02
2022/07/23,FIELD-004,Transportation,3887.12
2022-07-23,FIELD-004,utilities ,5394.26
2022-07-24,FIELD-001,Energy,3074.6
2022-07-24,FIELD-001,Labor,20901.19
2022-07-24,FIELD-001,Maintenance,0.0
2022-07-24,FIELD-001,Other,7254.96
20220724,FIELD-001,Production,38279.58
2022-07-24,FIELD-001,Transportation,13657.52
2022-07-24,FIELD-001,Utilities,5918.22
2022-07-24,FIELD-002,Energy,3137.82
2022-07-24,FIELD-002,Labor,17706.12
2022/07/24,FIELD-002,Maintenance,0.0
2022-07-24,FIELD-002,Other,2725.3
2022-07-24,FIELD-002,Production,28002.0
2022-07-24,FIELD-002,Transportation,9497.61
2022-07-24,FIELD-002,utilities ,5283.21
24-Jul-2022,FIELD-003,Energy,2770.81
2022-07-24,FIELD-003,Labor,10822.26
24-Jul-2022,FIELD-003,Maintenance,3062.77
2022-07-24,FIELD-003,Other,5060.43
2022-07-24,FIELD-003,Production,10591.48
2022-07-24,FIELD-003,Transportation,1767.24
2022-07-24,FIELD-003,Utilities,6402.71
2022-07-24,FIELD-004,Energy,3109.7
2022-07-24,FIELD-004,Labor,12418.02
2022-07-24,FIELD-004,Maintenance,0.0
2022-07-24,FIELD-004,Other,5899.08
2022-07-24,FIELD-004,Production,15543.91
2022/07/24,FIELD-004,Transportation,3979.14
2022-07-24,FIELD-004,Utilities,6365.39
2022-07-25,FIELD-001,Energy,3184.76
2022-07-25,FIELD-001,Labor,22758.14
2022-07-25,FIELD-001,Maintenance,0.0
2022-07-25,FIELD-001,Other,2549.78
2022-07-25,FIELD-001,Production,38155.06
25-Jul-2022,FIELD-001,Transportation,13152.86
2022-07-25,FIELD-001,Utilities,5554.5
2022-07-25,FIELD-002,Energy,3155.34
2022-07-25,FIELD-002,Labor,16503.86
2022-07-25,FIELD-002,Maintenance,0.0
2022-07-25,FIELD-002,Other,4656.57
2022-07-25,FIELD-002,Production,29564.55
2022-07-25,FIELD-002,Transportation,9296.61
2022-07-25,FIELD-002,Utilities,6521.54
2022-07-25,FIELD-003,Energy,3117.98
2022-07-25,FIELD-003,Labor,10845.58
25-Jul-2022,FIELD-003,Maintenance,0.0
2022-07-25,FIELD-003,Other,5194.07
2022-07-25,FIELD-003,Production,12499.22
2022-07-25,FIELD-003,Transportation,2583.03
2022-07-25,FIELD-003,Utilities,6280.77
2022-07-25,FIELD-004,Energy,3076.38
2022-07-25,FIELD-004,Labor,12819.32
2022-07-25,FIELD-004,Maintenance,0.0
2022-07-25,FIELD-004,Other,4652.47
2022-07-25,FIELD-004,Production,15703.94
2022-07-25,FIELD-004,Transportation,4118.43
2022-07-25,FIELD-004,Utilities,5920.37
2022-07-26,FIELD-001,Energy,3111.22
2022-07-26,FIELD-001,Labor,21497.41
2022-07-26,FIELD-001,Maintenance,0.0
2022-07-26,FIELD-001,Other,5265.46
2022-07-26,FIELD-001,Production,39249.68
2022-07-26,FIELD-001,Transportation,13456.09
2022-07-26,FIELD-001,Utilities,6398.67
2022-07-26,FIELD-002,Energy,3087.02
20220726,FIELD-002,Labor,18291.04
2022-07-26,FIELD-002,Maintenance,6037.17
2022-07-26,FIELD-002,Other,3718.13
2022-07-26,FIELD-002,Production,27665.98
2022/07/26,FIELD-002,Transportation,9162.01
2022-07-26,FIELD-002,Utilities,5621.87
2022-07-26,FIELD-003,Energy,3126.02
26-Jul-2022,FIELD-003,Labor,10745.41
2022-07-26,FIELD-003,Maintenance,0.0
2022-07-26,FIELD-003,Other,4992.21
26-Jul-2022,FIELD-003,Production,13220.39
2022/07/26,FIELD-003,Transportation,3063.88
2022-07-26,FIELD-003,Utilities,6725.34
2022-07-26,FIELD-004,Energy,3146.58
20220726,FIELD-004,Labor,12722.3
2022-07-26,FIELD-004,Maintenance,0.0
2022-07-26,FIELD-004,Other,3864.41
2022-07-26,FIELD-004,Production,15848.08
2022-07-26,FIELD-004,Transportation,4219.91
2022-07-26,FIELD-004,Utilities,5831.3
2022-07-27,FIELD-001,Energy,3178.74
2022-07-27,FIELD-001,Labor,20645.43
2022-07-27,FIELD-001,Maintenance,0.0
2022-07-27,FIELD-001,Other,3337.12
2022-07-27,FIELD-001,Production,38363.54
2022-07-27,FIELD-001,Transportation,12842.46
2022-07-27,FIELD-001,Utilities,5664.63
2022-07-27,FIELD-002,Energy,3141.77
2022-07-27,FIELD-002,Labor,16953.56
2022-07-27,FIELD-002,Maintenance,0.0
2022-07-27,FIELD-002,Other,5084.3
2022-07-27,FIELD-002,Production,28949.83
2022-07-27,FIELD-002,Transportation,10120.84
2022-07-27,FIELD-002,Utilities,6391.61
2022-07-27,FIELD-003,Energy,3104.37
27-Jul-2022,FIELD-003,Labor,10236.51
2022-07-27,FIELD-003,Maintenance,0.0
2022-07-27,FIELD-003,Other,4441.86
2022-07-27,FIELD-003,Production,12786.51
2022-07-27,FIELD-003,Transportation,2979.46
2022-07-27,FIELD-003,Utilities,5049.76
27-Jul-2022,FIELD-004,Energy,3098.44
2022-07-27,FIELD-004,Labor,12420.35
2022-07-27,FIELD-004,Maintenance,0.0
2022-07-27,FIELD-004,Other,3855.76
2022-07-27,FIELD-004,Production,15766.39
2022-07-27,FIELD-004,Transportation,3950.68
2022-07-27,FIELD-004,Utilities,6423.28
2022-07-28,FIELD-001,Energy,3056.62
2022/07/28,FIELD-001,Labor,21532.38
2022-07-28,FIELD-001,Maintenance,0.0
2022-07-28,FIELD-001,Other,13066.56
2022/07/28,FIELD-001,Production,37344.04
2022-07-28,FIELD-001,Transportation,12272.58
2022-07-28,FIELD-001,Utilities,6867.78
20220728,FIELD-002,Energy,2540.9
2022-07-28,FIELD-002,Labor,18495.29
2022-07-28,FIELD-002,Maintenance,7722.0
2022-07-28,FIELD-002,Other,5624.55
2022-07-28,FIELD-002,Production,24123.38
2022-07-28,FIELD-002,Transportation,6463.12
28-Jul-2022,FIELD-002,Utilities,6254.9
2022-07-28,FIELD-003,Energy,3017.33
2022-07-28,FIELD-003,Labor,11485.73
2022-07-28,FIELD-003,Maintenance,0.0
2022-07-28,FIELD-003,Other,5119.34
2022-07-28,FIELD-003,Production,12626.65
2022-07-28,FIELD-003,Transportation,2871.55
2022-07-28,FIELD-003,Utilities,6263.99
2022-07-28,FIELD-004,Energy,3080.02
2022-07-28,FIELD-004,Labor,12290.92
2022-07-28,FIELD-004,Maintenance,0.0
2022-07-28,FIELD-004,Other,3413.96
2022-07-28,FIELD-004,Production,15990.39
2022-07-28,FIELD-004,Transportation,3678.33
2022-07-28,FIELD-004,Utilities,5826.98
2022-07-29,FIELD-001,Energy,3100.86
2022/07/29,FIELD-001,Labor,21964.41
20220729,FIELD-001,Maintenance,0.0
2022-07-29,FIELD-001,Other,3929.87
2022-07-29,FIELD-001,Production,37684.03
2022-07-29,FIELD-001,Transportation,13520.46
2022-07-29,FIELD-001,Utilities,6360.8
2022/07/29,FIELD-002,Energy,3111.41
2022-07-29,FIELD-002,Labor,17285.79
2022-07-29,FIELD-002,Maintenance,0.0
2022-07-29,FIELD-002,Other,7310.38
2022-07-29,FIELD-002,Production,28107.1
2022-07-29,FIELD-002,Transportation,9881.27
29-Jul-2022,FIELD-002,Utilities,6900.41
29-Jul-2022,FIELD-003,Energy,3130.75
2022-07-29,FIELD-003,Labor,10433.33
2022-07-29,FIELD-003,Maintenance,0.0
2022-07-29,FIELD-003,Other,5225.29
2022-07-29,FIELD-003,Production,12658.08
2022-07-29,FIELD-003,Transportation,2944.69
2022/07/29,FIELD-003,Utilities,6299.19
2022-07-29,FIELD-004,Energy,3109.17
2022-07-29,FIELD-004,Labor,12489.75
2022-07-29,FIELD-004,Maintenance,0.0
2022-07-29,FIELD-004,Other,4171.05
2022-07-29,FIELD-004,Production,15661.26
2022-07-29,FIELD-004,Transportation,3801.37
2022-07-29,FIELD-004,Utilities,5806.97
2022-07-30,FIELD-001,Energy,3063.69
2022-07-30,FIELD-001,Labor,22269.3
2022-07-30,FIELD-001,Maintenance,0.0
2022-07-30,FIELD-001,Other,5312.26
2022-07-30,FIELD-001,Production,38632.4
2022-07-30,FIELD-001,Transportation,13612.08
2022-07-30,FIELD-001,Utilities,6344.05
2022-07-30,FIELD-002,Energy,3195.84
2022-07-30,FIELD-002,Labor,17428.56
2022-07-30,FIELD-002,Maintenance,0.0
2022-07-30,FIELD-002,Other,5864.29
2022-07-30,FIELD-002,Production,28617.11
2022-07-30,FIELD-002,Transportation,9272.61
2022-07-30,FIELD-002,Utilities,5672.5
30-Jul-2022,FIELD-003,Energy,3107.94
2022-07-30,FIELD-003,Labor,10916.1
2022-07-30,FIELD-003,Maintenance,0.0
2022-07-30,FIELD-003,Other,4736.42
2022-07-30,FIELD-003,Production,12974.67
2022-07-30,FIELD-003,Transportation,3032.52
2022-07-30,FIELD-003,Utilities,5132.97
2022-07-30,FIELD-004,Energy,3117.0
2022-07-30,FIELD-004,Labor,12692.95
30-Jul-2022,FIELD-004,Maintenance,0.0
2022-07-30,FIELD-004,Other,3278.54
2022-07-30,FIELD-004,Production,15588.68
30-Jul-2022,FIELD-004,Transportation,4161.75
2022-07-30,FIELD-004,Utilities,6841.96
2022-07-31,FIELD-001,Energy,3166.89
2022-07-31,FIELD-001,Labor,22324.85
2022-07-31,FIELD-001,Maintenance,0.0
2022-07-31,FIELD-001,Other,3087.9
31-Jul-2022,FIELD-001,Production,38733.66
2022-07-31,FIELD-001,Transportation,13463.67
2022-07-31,FIELD-001,Utilities,5921.1
2022-07-31,FIELD-002,Energy,3113.33
2022-07-31,FIELD-002,Labor,17343.83
2022-07-31,FIELD-002,Maintenance,0.0
2022-07-31,FIELD-002,Other,4913.75
31-Jul-2022,FIELD-002,Production,28227.72
2022-07-31,FIELD-002,Transportation,8626.99
2022-07-31,FIELD-002,Utilities,5700.41
2022-07-31,FIELD-003,Energy,3107.36
31-Jul-2022,FIELD-003,Labor,10978.27
2022-07-31,FIELD-003,Maintenance,0.0
2022-07-31,FIELD-003,Other,3581.24
2022-07-31,FIELD-003,Production,12872.73
2022-07-31,FIELD-003,Transportation,2899.76
2022-07-31,FIELD-003,Utilities,6015.07
2022-07-31,FIELD-004,Energy,3107.21
2022-07-31,FIELD-004,Labor,11772.54
2022-07-31,FIELD-004,Maintenance,0.0
31-Jul-2022,FIELD-004,Other,2257.57
2022-07-31,FIELD-004,Production,15926.19
2022-07-31,FIELD-004,Transportation,4275.26
2022-07-31,FIELD-004,Utilities,6209.73
20220801,FIELD-001,Energy,3010.3
2022/08/01,FIELD-001,Labor,21964.19
2022-08-01,FIELD-001,Maintenance,0.0
2022-08-01,FIELD-001,Other,3396.09
2022-08-01,FIELD-001,Production,38644.45
2022-08-01,FIELD-001,Transportation,12957.09
2022-08-01,FIELD-001,utilities ,5733.81
2022/08/01,FIELD-002,Energy,3022.8
20220801,FIELD-002,Labor,17831.74
2022-08-01,FIELD-002,Maintenance,0.0
2022-08-01,FIELD-002,Other,5726.9
2022-08-01,FIELD-002,Production,27903.76
2022-08-01,FIELD-002,Transportation,9325.99
2022-08-01,FIELD-002,Utilities,5900.86
2022-08-01,FIELD-003,Energy,3015.5
2022-08-01,FIELD-003,Labor,11178.57
2022-08-01,FIELD-003,Maintenance,0.0
20220801,FIELD-003,Other,9750.69
2022-08-01,FIELD-003,Production,12782.57
2022-08-01,FIELD-003,Transportation,2973.52
2022-08-01,FIELD-003,Utilities,6273.9
2022-08-01,FIELD-004,Energy,2998.76
2022-08-01,FIELD-004,Labor,12394.06
2022-08-01,FIELD-004,Maintenance,0.0
01-Aug-2022,FIELD-004,Other,6878.35
2022-08-01,FIELD-004,production,16194.59
2022-08-01,FIELD-004,Transportation,4162.58
2022-08-01,FIELD-004,Utilities,5847.31
2022-08-02,FIELD-001,Energy,2982.64
2022-08-02,FIELD-001,Labor,21400.33
2022/08/02,FIELD-001,Maintenance,0.0
2022-08-02,FIELD-001,Other,3740.92
2022-08-02,FIELD-001,Production,38315.5
2022-08-02,FIELD-001,Transportation,13059.87
2022-08-02,FIELD-001,Utilities,5087.95
2022-08-02,FIELD-002,Energy,2797.18
2022-08-02,FIELD-002,Labor,18107.54
2022/08/02,FIELD-002,Maintenance,8064.73
2022-08-02,FIELD-002,Other,4323.51
02-Aug-2022,FIELD-002,Production,24240.84
02-Aug-2022,FIELD-002,Transportation,6506.08
2022-08-02,FIELD-002,Utilities,5857.88
2022/08/02,FIELD-003,Energy,2937.1
02-Aug-2022,FIELD-003,Labor,10851.92
02-Aug-2022,FIELD-003,Maintenance,15985.75
02-Aug-2022,FIELD-003,Other,6365.25
2022-08-02,FIELD-003,Production,12697.27
2022-08-02,FIELD-003,Transportation,2708.3
2022-08-02,FIELD-003,Utilities,6364.9
20220802,FIELD-004,Energy,2971.8
2022-08-02,FIELD-004,Labor,12087.94
2022-08-02,FIELD-004,Maintenance,0.0
2022/08/02,FIELD-004,Other,4385.09
2022-08-02,FIELD-004,Production,16281.11
2022-08-02,FIELD-004,Transportation,4509.16
2022-08-02,FIELD-004,Utilities,6878.19
2022-08-03,FIELD-001,Energy,2924.84
2022-08-03,FIELD-001,Labor,21703.16
2022-08-03,FIELD-001,Maintenance,7100.81
2022-08-03,FIELD-001,Other,6328.92
2022-08-03,FIELD-001,Production,34419.1
2022-08-03,FIELD-001,Transportation,10351.5
2022-08-03,FIELD-001,Utilities,5130.3
2022-08-03,FIELD-002,Energy,2980.03
2022-08-03,FIELD-002,Labor,18119.34
2022-08-03,FIELD-002,Maintenance,0.0
2022-08-03,FIELD-002,Other,3814.09
2022/08/03,FIELD-002,Prod.,27656.91
2022-08-03,FIELD-002,Transportation,8663.28
20220803,FIELD-002,Utilities,6507.66
03-Aug-2022,FIELD-003,Energy,2721.72
2022-08-03,FIELD-003,Labor,9504.37
2022-08-03,FIELD-003,Maintenance,19720.12
2022-08-03,FIELD-003,Other,4599.0
2022/08/03,FIELD-003,Production,10294.71
2022-08-03,FIELD-003,Transportation,2568.59
03-Aug-2022,FIELD-003,Utilities,6119.74
03-Aug-2022,FIELD-004,Energy,2952.14
20220803,FIELD-004,Labor,12145.04
2022-08-03,FIELD-004,Maintenance,0.0
2022-08-03,FIELD-004,Other,3620.08
2022-08-03,FIELD-004,Production,15960.28
2022-08-03,FIELD-004,Transportation,4006.31
2022-08-03,FIELD-004,Utilities,5791.93
2022-08-04,FIELD-001,Energy,2918.59
2022-08-04,FIELD-001,labour,21556.74
2022-08-04,FIELD-001,Maintenance,1872.05
2022-08-04,FIELD-001,Other,3137.49
2022-08-04,FIELD-001,Production,37952.5
2022-08-04,FIELD-001,Transportation,13249.17
2022-08-04,FIELD-001,Utilities,5468.53
2022-08-04,FIELD-002,Energy,3003.1
2022-08-04,FIELD-002,Labor,17113.64
2022-08-04,FIELD-002,Maintenance,0.0
20220804,FIELD-002,Other,4320.99
2022-08-04,FIELD-002,Production,29162.3
2022-08-04,FIELD-002,Transportation,9490.84
2022-08-04,FIELD-002,Utilities,6857.69
2022-08-04,FIELD-003,Energy,2761.79
2022-08-04,FIELD-003,Labor,10466.4
2022-08-04,FIELD-003,Maintenance,0.0
2022-08-04,FIELD-003,Other,4699.86
2022-08-04,FIELD-003,Production,12334.89
2022-08-04,FIELD-003,Transportation,2748.22
2022-08-04,FIELD-003,Utilities,5723.63
2022-08-04,FIELD-004,Energy,2942.19
2022-08-04,FIELD-004,Labor,12247.19
2022-08-04,FIELD-004,Maintenance,0.0
2022-08-04,FIELD-004,Other,4328.46
2022-08-04,FIELD-004,Production,16316.59
04-Aug-2022,FIELD-004,Transportation,4146.1
2022-08-04,FIELD-004,Utilities,5538.41
2022-08-05,FIELD-001,Energy,2950.37
2022-08-05,FIELD-001,Labor,21326.03
2022-08-05,FIELD-001,Maintenance,0.0
2022-08-05,FIELD-001,Other,6308.7
2022-08-05,FIELD-001,Production,38589.03
2022-08-05,FIELD-001,Transportation,12425.86
20220805,FIELD-001,Utilities,6148.15
2022-08-05,FIELD-002,Energy,3045.31
2022-08-05,FIELD-002,Labor,17368.27
2022-08-05,FIELD-002,Maintenance,0.0
2022-08-05,FIELD-002,Other,3853.68
2022-08-05,FIELD-002,Production,29130.42
2022-08-05,FIELD-002,Transportation,9817.26
2022/08/05,FIELD-002,Utilities,6386.23
2022/08/05,FIELD-003,Energy,2946.88
2022-08-05,FIELD-003,Labor,11094.73
2022-08-05,FIELD-003,MAINTENANCE,0.0
2022-08-05,FIELD-003,Other,3619.38
05-Aug-2022,FIELD-003,Production,12955.52
2022-08-05,FIELD-003,Transportation,2794.36
2022-08-05,FIELD-003,Utilities,5755.24
2022-08-05,FIELD-004,Energy,3008.62
2022-08-05,FIELD-004,Labor,11864.43
2022-08-05,FIELD-004,Maintenance,0.0
05-Aug-2022,FIELD-004,Other,4884.22
2022-08-05,FIELD-004,Production,15538.94
2022-08-05,FIELD-004,Transportation,4140.27
05-Aug-2022,FIELD-004,Utilities,6692.17
2022-08-06,FIELD-001,Energy,3089.23
2022-08-06,FIELD-001,Labor,21760.19
06-Aug-2022,FIELD-001,Maintenance,0.0
2022-08-06,FIELD-001,Other,3371.78
2022-08-06,FIELD-001,Production,37382.75
2022-08-06,FIELD-001,Transportation,12810.42
2022-08-06,FIELD-001,Utilities,6324.31
2022-08-06,FIELD-002,Energy,2921.58
2022-08-06,FIELD-002,Labor,17630.53
2022-08-06,FIELD-002,Maintenance,0.0
2022-08-06,FIELD-002,Other,4211.71
2022-08-06,FIELD-002,Production,27715.18
2022-08-06,FIELD-002,Transportation,9067.63
2022-08-06,FIELD-002,Utilities,5511.84
2022-08-06,FIELD-003,Energy,2972.91
2022-08-06,FIELD-003,Labor,10789.49
2022-08-06,FIELD-003,Maintenance,0.0
06-Aug-2022,FIELD-003,Other,2106.2
2022-08-06,FIELD-003,Production,12520.53
2022-08-06,FIELD-003,Transportation,2709.52
06-Aug-2022,FIELD-003,Utilities,6198.86
2022-08-06,FIELD-004,Energy,2886.0
2022-08-06,FIELD-004,Labor,12198.22
2022-08-06,FIELD-004,Maintenance,5481.36
2022/08/06,FIELD-004,Other,3694.42
2022-08-06,FIELD-004,Production,14935.41
2022-08-06,FIELD-004,Transportation,3436.32
20220806,FIELD-004,Utilities,6186.27
2022-08-07,FIELD-001,Energy,3021.02
2022-08-07,FIELD-001,Labor,21151.05
2022-08-07,FIELD-001,Maintenance,0.0
2022-08-07,FIELD-001,Other,6144.56
2022-08-07,FIELD-001,Production,39403.11
2022-08-07,FIELD-001,Transportation,13692.28
2022-08-07,FIELD-001,Utilities,5973.57
2022-08-07,FIELD-002,Energy,2978.41
2022-08-07,FIELD-002,Labor,17360.89
2022-08-07,FIELD-002,Maintenance,0.0
2022-08-07,FIELD-002,Other,8618.36
2022-08-07,FIELD-002,Production,28060.49
2022-08-07,FIELD-002,Transportation,8921.46
2022-08-07,FIELD-002,Utilities,6111.04
2022-08-07,FIELD-003,Energy,2950.84
07-Aug-2022,FIELD-003,Labor,10668.36
2022-08-07,FIELD-003,Maintenance,0.0
2022-08-07,FIELD-003,Other,5605.35
2022-08-07,FIELD-003,Production,12807.45
2022-08-07,FIELD-003,Transportation,2715.35
2022-08-07,FIELD-003,Utilities,5624.39
2022-08-07,FIELD-004,Energy,2932.17
2022-08-07,FIELD-004,Labor,12098.36
2022-08-07,FIELD-004,Maintenance,0.0
2022-08-07,FIELD-004,Other,5865.34
2022-08-07,FIELD-004,Production,15969.54
2022-08-07,FIELD-004,transport,3957.87
2022-08-07,FIELD-004,Utilities,5793.88
2022-08-08,FIELD-001,energy ,2918.26
2022-08-08,FIELD-001,Labor,22234.24
2022-08-08,FIELD-001,Maintenance,0.0
2022-08-08,FIELD-001,Other,4023.24
2022-08-08,FIELD-001,Production,37593.04
2022-08-08,FIELD-001,Transportation,13745.39
2022-08-08,FIELD-001,Utilities,6280.27
2022-08-08,FIELD-002,Energy,2939.43
2022-08-08,FIELD-002,Labor,17859.15
2022-08-08,FIELD-002,Maintenance,0.0
2022-08-08,FIELD-002,Other,6785.82
2022-08-08,FIELD-002,Production,28376.14
2022/08/08,FIELD-002,Transportation,9547.12
08-Aug-2022,FIELD-002,Utilities,6462.85
2022-08-08,FIELD-003,Energy,2924.6
2022/08/08,FIELD-003,Labor,11238.93
2022-08-08,FIELD-003,Maintenance,1202.08
2022-08-08,FIELD-003,Other,5631.02
2022-08-08,FIELD-003,Production,12505.45
2022-08-08,FIELD-003,Transportation,2723.45
2022-08-08,FIELD-003,Utilities,6483.7
2022-08-08,FIELD-004,Energy,3026.8
2022-08-08,FIELD-004,Labor,12010.57
2022-08-08,FIELD-004,Maintenance,0.0
2022-08-08,FIELD-004,Other,5670.51
2022/08/08,FIELD-004,Production,15380.63
2022-08-08,FIELD-004,Transportation,3908.55
2022-08-08,FIELD-004,Utilities,6228.67
2022-08-09,FIELD-001,Energy,2973.05
09-Aug-2022,FIELD-001,Labor,22157.19
2022-08-09,FIELD-001,Maintenance,0.0
2022-08-09,FIELD-001,Other,4789.26
2022-08-09,FIELD-001,Production,36733.28
2022-08-09,FIELD-001,Transportation,11671.18
2022-08-09,FIELD-001,Utilities,5950.51
2022-08-09,FIELD-002,Energy,3016.66
2022-08-09,FIELD-002,Labor,18052.36
2022-08-09,FIELD-002,Maintenance,0.0
09-Aug-2022,FIELD-002,Other,10179.42
2022-08-09,FIELD-002,Production,27484.85
2022-08-09,FIELD-002,Transportation,8801.36
2022/08/09,FIELD-002,Utilities,6347.73
2022-08-09,FIELD-003,Energy,3015.39
2022-08-09,FIELD-003,Labor,11141.38
2022-08-09,FIELD-003,Maintenance,0.0
2022-08-09,FIELD-003,Other,4287.87
09-Aug-2022,FIELD-003,Production,12660.92
2022-08-09,FIELD-003,Transportation,3014.69
2022-08-09,FIELD-003,Utilities,6345.64
2022-08-09,FIELD-004,Energy,2980.28
2022-08-09,FIELD-004,Labor,11965.41
20220809,FIELD-004,Maintenance,0.0
20220809,FIELD-004,Other,4142.09
2022-08-09,FIELD-004,Production,16122.18
2022-08-09,FIELD-004,Transportation,3985.14
2022-08-09,FIELD-004,Utilities,6105.16
2022-08-10,FIELD-001,Energy,2892.87
2022-08-10,FIELD-001,Labor,21901.96
2022-08-10,FIELD-001,Maintenance,2027.2
2022-08-10,FIELD-001,Other,1934.43
2022-08-10,FIELD-001,Production,38156.38
10-Aug-2022,FIELD-001,Transportation,13234.35
20220810,FIELD-001,Utilities,4815.77
2022-08-10,FIELD-002,Energy,2986.49
10-Aug-2022,FIELD-002,Labor,17660.02
2022-08-10,FIELD-002,Maintenance,0.0
2022/08/10,FIELD-002,Other,5951.74
10-Aug-2022,FIELD-002,Production,28535.17
2022-08-10,FIELD-002,Transportation,9002.9
2022-08-10,FIELD-002,Utilities,5840.14
2022/08/10,FIELD-003,Energy,2982.89
2022-08-10,FIELD-003,Labor,10736.54
2022-08-10,FIELD-003,MAINTENANCE,0.0
2022-08-10,FIELD-003,Other,4168.25
2022-08-10,FIELD-003,Production,12828.13
2022/08/10,FIELD-003,Transportation,2982.63
2022-08-10,FIELD-003,Utilities,6639.88
2022-08-10,FIELD-004,Energy,2949.57
2022-08-10,FIELD-004,Labor,12603.64
2022-08-10,FIELD-004,Maintenance,0.0
10-Aug-2022,FIELD-004,Other,3397.89
2022-08-10,FIELD-004,Production,15829.77
10-Aug-2022,FIELD-004,Transportation,4094.89
2022-08-10,FIELD-004,Utilities,6048.57
2022/08/11,FIELD-001,Energy,2965.84
2022-08-11,FIELD-001,Labor,20299.9
2022-08-11,FIELD-001,Maintenance,0.0
2022-08-11,FIELD-001,Other,3095.4
2022-08-11,FIELD-001,Production,38328.89
2022-08-11,FIELD-001,Transportation,13119.09
2022-08-11,FIELD-001,Utilities,6214.99
2022-08-11,FIELD-002,Energy,2995.43
11-Aug-2022,FIELD-002,Labor,17553.51
2022-08-11,FIELD-002,Maintenance,0.0
2022-08-11,FIELD-002,Other,4940.82
2022-08-11,FIELD-002,Production,28696.43
2022-08-11,FIELD-002,Transportation,9549.01
2022/08/11,FIELD-002,Utilities,5562.4
2022-08-11,FIELD-003,Energy,3034.38
2022-08-11,FIELD-003,Labor,10753.11
2022-08-11,FIELD-003,Maintenance,0.0
2022-08-11,FIELD-003,Other,5568.87
11-Aug-2022,FIELD-003,Production,12680.16
2022-08-11,FIELD-003,Transportation,3037.91
2022-08-11,FIELD-003,Utilities,6265.01
2022-08-11,FIELD-004,Energy,2916.65
2022-08-11,FIELD-004,Labor,11706.53
2022-08-11,FIELD-004,Maintenance,0.0
2022-08-11,FIELD-004,other,5332.09
2022-08-11,FIELD-004,Production,15802.37
2022/08/11,FIELD-004,Transportation,3879.22
2022-08-11,FIELD-004,Utilities,5988.94
2022-08-12,FIELD-001,Energy,2945.61
2022-08-12,FIELD-001,Labor,21045.86
2022-08-12,FIELD-001,Maintenance,0.0
2022/08/12,FIELD-001,Other,6740.68
2022-08-12,FIELD-001,Production,38360.86
2022-08-12,FIELD-001,Transportation,12192.14
12-Aug-2022,FIELD-001,Utilities,6244.24
2022-08-12,FIELD-002,Energy,2968.06
2022-08-12,FIELD-002,Labor,17574.35
2022-08-12,FIELD-002,Maintenance,0.0
2022-08-12,FIELD-002,Other,3737.11
2022-08-12,FIELD-002,Production,29040.44
2022-08-12,FIELD-002,Transportation,9027.67
2022-08-12,FIELD-002,Utilities,5685.27
2022-08-12,FIELD-003,Energy,2742.01
2022-08-12,FIELD-003,Labor,8941.56
2022-08-12,FIELD-003,Maintenance,30246.55
2022-08-12,FIELD-003,Other,2012.88
2022-08-12,FIELD-003,Production,10028.98
2022-08-12,FIELD-003,Transportation,2375.71
