date,material_id,supplier_id,warehouse_id,opening_stock,receipts,consumption,closing_stock,reorder_level,unit_cost,stockout_flag
2022-04-07,MAT-034,SUP-007,WH-001,10.5,0.0,0.0,10.5,7.0,783.28,0
2022-04-07,MAT-034,SUP-007,WH-002,11.0,0.0,0.0,11.0,6.0,783.28,0
20220407,MAT-035,SUP-007,WH-002,4.0,0.0,0.0,4.0,6.0,1653.49,0
07-Apr-2022,MAT-035,SUP-007,WH-003,5.5,0.0,0.0,5.5,7.0,1653.49,0
07-Apr-2022,MAT-001,SUP-001,WH-003,0.0,0.0,0.0,0.0,8.0,104.84,1
2022-04-07,MAT-001,SUP-001,WH-004,2.0,0.0,2.0,0.0,8.0,104.84,0
2022-04-07,MAT-002,SUP-002,WH-004,9.0,0.0,0.0,9.0,8.0,241.37,0
2022-04-07,MAT-002,SUP-002,WH-001,13.0,0.0,0.0,13.0,8.0,241.37,0
2022-04-07,MAT-003,SUP-002,WH-001,0.0,0.0,0.0,0.0,9.0,250.33,1
2022-04-07,MAT-003,SUP-002,WH-002,6.5,0.0,0.0,6.5,7.0,250.33,0
20220407,MAT-004,SUP-002,WH-002,4.0,0.0,1.0,3.0,9.0,108.45,0
2022/04/07,MAT-004,SUP-002,WH-003,5.0,0.0,0.0,5.0,7.0,108.45,0
2022-04-07,MAT-005,SUP-001,WH-003,5.5,0.0,0.0,5.5,7.0,187.34,0
2022-04-07,MAT-005,SUP-001,WH-004,9.0,0.0,1.0,8.0,11.0,187.34,0
2022-04-07,MAT-016,SUP-003,WH-004,4.0,0.0,0.0,4.0,4.0,,0
2022-04-07,MAT-016,SUP-003,WH-001,6.0,0.0,0.0,6.0,5.0,1875.37,0
2022-04-07,MAT-017,SUP-003,WH-001,4.5,0.0,0.0,4.5,4.0,3463.71,0
2022-04-07,MAT-017,SUP-003,WH-002,8.5,0.0,0.0,8.5,6.0,3463.71,0
2022-04-07,MAT-018,SUP-003,WH-002,0.0,0.0,0.0,0.0,5.0,2366.63,0
2022-04-07,MAT-018,SUP-003,WH-003,4.5,0.0,4.5,0.0,5.0,2366.63,1
20220407,MAT-019,SUP-003,WH-003,7.5,0.0,1.0,6.5,5.0,2922.43,0
2022-04-07,MAT-019,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,2922.43,0
2022-04-07,MAT-020,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,1627.96,0
2022-04-07,MAT-020,SUP-003,WH-001,5.0,0.0,1.0,4.0,4.0,1627.96,0
20220408,MAT-006,SUP-001,WH-001,12.0,0.0,0.0,12.0,7.0,630.77,0
2022-04-08,MAT-006,SUP-001,WH-002,8.5,0.0,0.0,8.5,5.0,630.77,0
2022-04-08,MAT-007,SUP-001,WH-002,5.0,0.0,0.0,5.0,5.0,1810.3,0
2022-04-08,MAT-007,SUP-001,WH-003,0.0,0.0,0.0,0.0,6.0,1810.3,0
2022-04-08,MAT-008,SUP-001,WH-003,10.5,0.0,0.0,10.5,6.0,636.55,0
2022-04-08,MAT-008,SUP-001,WH-004,6.5,0.0,0.0,6.5,4.0,636.55,0
2022-04-08,MAT-009,SUP-002,WH-004,8.0,0.0,6.0,2.0,5.0,677.13,0
2022-04-08,MAT-009,SUP-002,WH-001,10.0,0.0,0.0,10.0,5.0,677.13,0
2022-04-08,MAT-010,SUP-002,WH-001,6.5,0.0,0.0,6.5,3.0,856.73,0
08-Apr-2022,MAT-010,,WH-002,8.5,0.0,0.0,8.5,5.0,856.73,0
20220408,MAT-036,SUP-008,WH-002,68.0,0.0,3.0,65.0,33.0,75.97,0
2022-04-08,MAT-036,SUP-008,WH-003,106.0,0.0,2.0,104.0,49.0,75.97,0
2022-04-08,MAT-037,SUP-004,WH-003,22.0,0.0,4.0,18.0,40.0,108.65,0
2022-04-08,MAT-037,SUP-004,WH-004,10.0,114.0,5.0,119.0,26.0,108.65,0
2022-04-08,MAT-038,SUP-008,WH-004,66.0,0.0,1.0,65.0,30.0,70.54,0
2022-04-08,MAT-038,SUP-008,WH-001,96.0,0.0,1.0,95.0,42.0,70.54,0
08-Apr-2022,MAT-039,SUP-008,WH-001,100.5,0.0,6.0,94.5,63.0,95.74,0
2022-04-08,MAT-039,SUP-008,WH-002,93.0,0.0,8.0,85.0,52.0,95.74,0
2022-04-08,MAT-040,SUP-008,WH-002,29.0,0.0,2.0,27.0,27.0,97.48,0
2022-04-08,MAT-040,SUP-008,WH-003,102.0,0.0,3.0,99.0,40.0,97.48,0
2022-04-08,MAT-026,SUP-006,WH-003,4.5,0.0,0.0,4.5,5.0,433.64,0
2022-04-08,MAT-026,SUP-006,WH-004,4.0,0.0,0.0,4.0,5.0,433.64,0
2022-04-08,MAT-027,SUP-006,WH-004,0.5,0.0,0.0,0.5,6.0,657.37,0
2022-04-08,MAT-027,SUP-006,WH-001,8.5,0.0,0.0,8.5,6.0,657.37,0
2022-04-08,MAT-028,SUP-006,WH-001,6.0,0.0,0.0,6.0,6.0,1167.46,0
2022-04-08,MAT-028,SUP-006,WH-002,3.0,0.0,0.0,3.0,6.0,1167.46,0
2022/04/08,MAT-029,SUP-006,WH-002,6.0,0.0,0.0,6.0,6.0,511.8,0
2022-04-08,MAT-029,SUP-006,WH-003,7.5,0.0,0.0,7.5,5.0,511.8,0
2022-04-08,MAT-030,SUP-006,WH-003,3.0,0.0,0.0,3.0,7.0,609.7,0
2022-04-08,MAT-030,SUP-006,WH-004,12.5,0.0,1.0,11.5,7.0,609.7,0
2022-04-08,MAT-021,SUP-005,WH-004,6.5,0.0,0.0,6.5,10.0,208.55,0
2022-04-08,MAT-021,SUP-005,WH-001,9.0,0.0,1.0,8.0,7.0,208.55,0
2022-04-08,MAT-022,SUP-005,WH-001,13.0,0.0,1.0,12.0,6.0,115.12,0
2022-04-08,MAT-022,SUP-005,WH-002,15.5,0.0,0.0,15.5,7.0,115.12,0
2022-04-08,MAT-023,SUP-005,WH-002,5.0,0.0,1.0,4.0,6.0,129.58,0
2022-04-08,MAT-023,SUP-005,WH-003,25.5,0.0,0.0,25.5,10.0,129.58,0
08-Apr-2022,MAT-024,SUP-005,WH-003,4.0,0.0,1.0,3.0,6.0,176.74,0
2022-04-08,MAT-024,SUP-005,WH-004,25.0,0.0,0.0,25.0,10.0,176.74,0
2022-04-08,MAT-025,SUP-005,WH-004,8.5,0.0,4.0,4.5,10.0,127.95,0
2022-04-08,MAT-025,SUP-005,WH-001,11.5,0.0,0.0,11.5,9.0,127.95,0
2022-04-08,MAT-011,SUP-004,WH-001,56.0,0.0,3.0,53.0,62.0,56.76,0
2022-04-08,MAT-011,SUP-004,WH-002,32.0,0.0,5.0,27.0,53.0,56.76,0
2022-04-08,MAT-012,SUP-004,WH-002,202.0,0.0,3.0,199.0,35.0,50.61,0
2022-04-08,MAT-012,SUP-004,WH-003,19.0,0.0,5.0,14.0,26.0,50.61,0
2022-04-08,MAT-013,SUP-004,WH-003,44.0,0.0,9.0,35.0,70.0,111.4,0
2022-04-08,MAT-013,SUP-004,WH-004,54.5,0.0,6.0,48.5,39.0,111.4,0
2022-04-08,MAT-014,SUP-004,WH-004,116.0,0.0,3.0,113.0,33.0,50.38,0
2022-04-08,MAT-014,SUP-004,WH-001,238.0,0.0,5.0,233.0,45.0,50.38,0
2022/04/08,MAT-015,SUP-004,WH-001,5.5,0.0,5.0,0.5,36.0,46.55,0
2022-04-08,MAT-015,SUP-004,WH-002,104.0,0.0,6.0,98.0,38.0,46.55,0
2022-04-08,MAT-031,SUP-007,WH-002,7.0,0.0,0.0,7.0,6.0,1350.5,0
2022-04-08,MAT-031,SUP-007,WH-003,7.0,0.0,0.0,7.0,6.0,1350.5,0
2022-04-08,MAT-032,SUP-007,WH-003,4.5,0.0,0.0,4.5,5.0,1238.66,0
2022-04-08,MAT-032,SUP-007,WH-004,6.0,0.0,0.0,6.0,6.0,1238.66,0
2022-04-08,MAT-033,SUP-007,WH-004,4.0,0.0,0.0,4.0,6.0,1179.71,0
2022-04-08,MAT-033,SUP-007,WH-001,2.5,0.0,0.0,2.5,5.0,1179.71,0
2022-04-08,MAT-034,SUP-007,WH-001,10.5,0.0,0.0,10.5,7.0,783.28,0
2022-04-08,MAT-034,SUP-007,WH-002,11.0,0.0,0.0,11.0,6.0,783.28,0
2022-04-08,MAT-035,SUP-007,WH-002,4.0,0.0,0.0,4.0,6.0,1653.49,0
2022-04-08,MAT-035,SUP-007,WH-003,5.5,0.0,0.0,5.5,7.0,1653.49,0
2022-04-08,MAT-001,SUP-001,WH-003,0.0,0.0,0.0,0.0,8.0,104.84,0
2022-04-08,MAT-001,SUP-001,WH-004,0.0,0.0,0.0,0.0,8.0,104.84,0
2022-04-08,MAT-002,,WH-004,9.0,0.0,0.0,9.0,8.0,241.37,0
2022-04-08,MAT-002,SUP-002,WH-001,13.0,0.0,1.0,12.0,8.0,241.37,0
2022-04-08,MAT-003,SUP-002,WH-001,0.0,20.0,0.0,20.0,9.0,250.33,0
2022-04-08,MAT-003,SUP-002,WH-002,6.5,0.0,0.0,6.5,7.0,250.33,0
2022-04-08,MAT-004,SUP-002,WH-002,3.0,0.0,1.0,2.0,9.0,108.45,0
2022-04-08,MAT-004,SUP-002,WH-003,5.0,0.0,1.0,4.0,7.0,108.45,0
2022-04-08,MAT-005,SUP-001,WH-003,5.5,0.0,0.0,5.5,7.0,187.34,0
2022-04-08,MAT-005,SUP-001,WH-004,8.0,0.0,0.0,8.0,11.0,187.34,0
2022-04-08,MAT-016,SUP-003,WH-004,4.0,0.0,0.0,4.0,4.0,1875.37,0
2022-04-08,MAT-016,SUP-003,WH-001,6.0,0.0,0.0,6.0,5.0,1875.37,0
2022-04-08,MAT-017,SUP-003,WH-001,4.5,0.0,0.0,4.5,4.0,3463.71,0
2022/04/08,MAT-017,SUP-003,WH-002,8.5,0.0,0.0,8.5,6.0,3463.71,0
2022/04/08,MAT-018,SUP-003,WH-002,0.0,0.0,0.0,0.0,5.0,2366.63,0
2022-04-08,MAT-018,SUP-003,WH-003,0.0,0.0,0.0,0.0,5.0,2366.63,0
2022-04-08,MAT-019,SUP-003,WH-003,6.5,0.0,0.0,6.5,5.0,2922.43,0
2022-04-08,MAT-019,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,2922.43,0
2022-04-08,MAT-020,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,1627.96,0
08-Apr-2022,MAT-020,SUP-003,WH-001,4.0,0.0,0.0,4.0,4.0,1627.96,0
2022-04-09,MAT-006,SUP-001,WH-001,12.0,0.0,0.0,12.0,7.0,630.77,0
2022-04-09,MAT-006,SUP-001,WH-002,8.5,0.0,0.0,8.5,5.0,630.77,0
09-Apr-2022,MAT-007,SUP-001,WH-002,5.0,0.0,0.0,5.0,5.0,1810.3,0
20220409,MAT-007,SUP-001,WH-003,0.0,0.0,0.0,0.0,6.0,1810.3,0
2022-04-09,MAT-008,SUP-001,WH-003,10.5,0.0,0.0,10.5,6.0,636.55,0
2022-04-09,MAT-008,SUP-001,WH-004,6.5,0.0,0.0,6.5,4.0,636.55,0
2022-04-09,MAT-009,SUP-002,WH-004,2.0,0.0,0.0,2.0,5.0,677.13,0
2022/04/09,MAT-009,SUP-002,WH-001,10.0,0.0,0.0,10.0,5.0,677.13,0
2022-04-09,MAT-010,SUP-002,WH-001,6.5,0.0,0.0,6.5,3.0,856.73,0
2022-04-09,MAT-010,SUP-002,WH-002,8.5,0.0,0.0,8.5,5.0,856.73,0
2022-04-09,MAT-036,SUP-008,WH-002,65.0,0.0,1.0,64.0,33.0,75.97,0
2022-04-09,MAT-036,SUP-008,WH-003,104.0,0.0,4.0,100.0,49.0,75.97,0
2022-04-09,MAT-037,SUP-004,WH-003,18.0,0.0,5.0,13.0,40.0,108.65,0
2022-04-09,MAT-037,SUP-004,WH-004,119.0,0.0,5.0,114.0,26.0,,0
2022-04-09,MAT-038,SUP-008,WH-004,65.0,0.0,5.0,60.0,30.0,70.54,0
2022-04-09,MAT-038,SUP-008,WH-001,95.0,0.0,5.0,90.0,42.0,70.54,0
2022-04-09,MAT-039,SUP-008,WH-001,94.5,0.0,4.0,90.5,63.0,95.74,0
2022-04-09,MAT-039,SUP-008,WH-002,85.0,0.0,9.0,76.0,52.0,95.74,0
2022-04-09,MAT-040,SUP-008,WH-002,27.0,0.0,3.0,24.0,27.0,97.48,0
2022-04-09,MAT-040,SUP-008,WH-003,99.0,0.0,4.0,95.0,40.0,97.48,0
2022-04-09,MAT-026,SUP-006,WH-003,4.5,0.0,0.0,4.5,5.0,433.64,0
09-Apr-2022,MAT-026,SUP-006,WH-004,4.0,0.0,0.0,4.0,5.0,433.64,0
2022-04-09,MAT-027,SUP-006,WH-004,0.5,0.0,0.0,0.5,6.0,657.37,0
2022-04-09,MAT-027,SUP-006,WH-001,8.5,0.0,0.0,8.5,6.0,657.37,0
2022-04-09,MAT-028,SUP-006,WH-001,6.0,0.0,0.0,6.0,6.0,1167.46,0
2022-04-09,MAT-028,SUP-006,WH-002,3.0,0.0,0.0,3.0,6.0,1167.46,0
2022-04-09,MAT-029,SUP-006,WH-002,6.0,0.0,0.0,6.0,6.0,511.8,0
2022/04/09,MAT-029,SUP-006,WH-003,7.5,0.0,0.0,7.5,5.0,511.8,0
2022-04-09,MAT-030,SUP-006,WH-003,3.0,8.0,1.0,10.0,7.0,609.7,0
2022-04-09,MAT-030,SUP-006,WH-004,11.5,0.0,0.0,11.5,7.0,609.7,0
2022-04-09,MAT-021,SUP-005,WH-004,6.5,19.0,1.0,24.5,10.0,208.55,0
2022-04-09,MAT-021,SUP-005,WH-001,8.0,0.0,1.0,7.0,7.0,208.55,0
2022-04-09,MAT-022,SUP-005,WH-001,12.0,0.0,1.0,11.0,6.0,115.12,0
20220409,MAT-022,SUP-005,WH-002,15.5,0.0,0.0,15.5,7.0,115.12,0
2022-04-09,MAT-023,SUP-005,WH-002,4.0,0.0,1.0,3.0,6.0,129.58,0
2022-04-09,MAT-023,SUP-005,WH-003,25.5,0.0,0.0,25.5,10.0,129.58,0
2022-04-09,MAT-024,SUP-005,WH-003,3.0,0.0,0.0,3.0,6.0,176.74,0
2022-04-09,MAT-024,SUP-005,WH-004,25.0,0.0,0.0,25.0,10.0,176.74,0
2022-04-09,MAT-025,SUP-005,WH-004,4.5,0.0,0.0,4.5,10.0,127.95,0
2022-04-09,MAT-025,SUP-005,WH-001,11.5,0.0,-0.0,11.5,9.0,127.95,0
2022-04-09,MAT-011,SUP-004,WH-001,53.0,0.0,3.0,50.0,62.0,56.76,0
2022-04-09,MAT-011,SUP-004,WH-002,27.0,0.0,4.0,23.0,53.0,56.76,0
2022-04-09,MAT-012,SUP-004,WH-002,199.0,0.0,7.0,192.0,35.0,50.61,0
2022-04-09,MAT-012,SUP-004,WH-003,14.0,0.0,1.0,13.0,26.0,50.61,0
2022-04-09,MAT-013,SUP-004,WH-003,35.0,0.0,6.0,29.0,70.0,111.4,0
2022-04-09,MAT-013,SUP-004,WH-004,48.5,0.0,4.0,44.5,39.0,111.4,0
2022-04-09,MAT-014,SUP-004,WH-004,113.0,0.0,5.0,108.0,33.0,50.38,0
2022-04-09,MAT-014,SUP-004,WH-001,233.0,0.0,8.0,225.0,45.0,50.38,0
2022-04-09,MAT-015,SUP-004,WH-001,0.5,0.0,0.5,0.0,36.0,46.55,1
2022-04-09,MAT-015,SUP-004,WH-002,98.0,0.0,6.0,92.0,38.0,46.55,0
2022-04-09,MAT-031,SUP-007,WH-002,7.0,0.0,0.0,7.0,6.0,1350.5,0
2022-04-09,MAT-031,SUP-007,WH-003,7.0,0.0,0.0,7.0,6.0,1350.5,0
2022-04-09,MAT-032,SUP-007,WH-003,4.5,0.0,0.0,4.5,5.0,1238.66,0
2022-04-09,MAT-032,SUP-007,WH-004,6.0,0.0,0.0,6.0,6.0,1238.66,0
09-Apr-2022,MAT-033,SUP-007,WH-004,4.0,0.0,0.0,4.0,6.0,1179.71,0
2022-04-09,MAT-033,SUP-007,WH-001,2.5,0.0,0.0,2.5,5.0,1179.71,0
20220409,MAT-034,SUP-007,WH-001,10.5,0.0,0.0,10.5,7.0,783.28,0
2022-04-09,MAT-034,SUP-007,WH-002,11.0,0.0,0.0,11.0,6.0,783.28,0
2022-04-09,MAT-035,SUP-007,WH-002,4.0,0.0,0.0,4.0,6.0,1653.49,0
20220409,MAT-035,SUP-007,WH-003,5.5,0.0,0.0,5.5,7.0,1653.49,0
2022-04-09,MAT-001,SUP-001,WH-003,0.0,0.0,0.0,0.0,8.0,104.84,0
2022-04-09,MAT-001,SUP-001,WH-004,0.0,0.0,0.0,0.0,8.0,104.84,0
20220409,MAT-002,SUP-002,WH-004,9.0,0.0,0.0,9.0,8.0,241.37,0
2022/04/09,MAT-002,SUP-002,WH-001,12.0,0.0,0.0,12.0,8.0,241.37,0
2022-04-09,MAT-003,SUP-002,WH-001,20.0,0.0,1.0,19.0,9.0,250.33,0
2022-04-09,MAT-003,SUP-002,WH-002,6.5,0.0,0.0,6.5,7.0,250.33,0
2023-13-45,MAT-004,SUP-002,WH-002,2.0,19.0,0.0,21.0,9.0,108.45,0
2022-04-09,MAT-004,SUP-002,WH-003,4.0,0.0,0.0,4.0,7.0,108.45,0
09-Apr-2022,MAT-005,SUP-001,WH-003,5.5,0.0,0.0,5.5,7.0,187.34,0
2022-04-09,MAT-005,SUP-001,WH-004,8.0,0.0,0.0,8.0,11.0,187.34,0
2022-04-09,MAT-016,SUP-003,WH-004,4.0,0.0,0.0,4.0,4.0,1875.37,0
2022-04-09,MAT-016,SUP-003,WH-001,6.0,0.0,0.0,6.0,5.0,1875.37,0
2022-04-09,MAT-017,SUP-003,WH-001,4.5,0.0,0.0,4.5,4.0,3463.71,0
2022-04-09,MAT-017,SUP-003,WH-002,8.5,0.0,0.0,8.5,6.0,3463.71,0
2022-04-09,MAT-018,SUP-003,WH-002,0.0,0.0,0.0,0.0,5.0,2366.63,0
2022-04-09,MAT-018,SUP-003,WH-003,0.0,0.0,0.0,0.0,5.0,2366.63,0
2022-04-09,MAT-019,SUP-003,WH-003,6.5,0.0,0.0,6.5,5.0,2922.43,0
2022-04-09,MAT-019,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,2922.43,0
2022-04-09,MAT-020,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,1627.96,0
2022-04-09,MAT-020,SUP-003,WH-001,4.0,0.0,0.0,4.0,4.0,1627.96,0
2022-04-10,MAT-006,SUP-001,WH-001,12.0,0.0,0.0,12.0,7.0,630.77,0
2022-04-10,MAT-006,SUP-001,WH-002,8.5,0.0,0.0,8.5,5.0,630.77,0
2022-04-10,MAT-007,SUP-001,WH-002,5.0,0.0,0.0,5.0,5.0,1810.3,0
2022-04-10,MAT-007,SUP-001,WH-003,0.0,0.0,0.0,0.0,6.0,1810.3,0
2022/04/10,MAT-008,SUP-001,WH-003,10.5,0.0,0.0,10.5,6.0,636.55,0
2022-04-10,MAT-008,SUP-001,WH-004,6.5,0.0,0.0,6.5,4.0,636.55,0
2022-04-10,MAT-009,SUP-002,WH-004,2.0,0.0,0.0,2.0,5.0,677.13,0
2022-04-10,MAT-009,SUP-002,WH-001,10.0,0.0,0.0,10.0,5.0,677.13,0
2022-04-10,MAT-010,SUP-002,WH-001,6.5,0.0,0.0,6.5,3.0,856.73,0
2022-04-10,MAT-010,SUP-002,WH-002,8.5,0.0,0.0,8.5,5.0,856.73,0
2022-04-10,MAT-036,SUP-008,WH-002,64.0,0.0,4.0,60.0,33.0,75.97,0
2022-04-10,MAT-036,SUP-008,WH-003,100.0,0.0,0.0,100.0,49.0,75.97,0
2022-04-10,MAT-037,SUP-004,WH-003,13.0,0.0,4.0,9.0,40.0,108.65,0
2022-04-10,MAT-037,SUP-004,WH-004,114.0,0.0,0.0,114.0,26.0,108.65,0
2022-04-10,MAT-038,SUP-008,WH-004,60.0,0.0,2.0,58.0,30.0,70.54,0
2022-04-10,MAT-038,SUP-008,WH-001,90.0,0.0,5.0,85.0,42.0,70.54,0
2022-04-10,MAT-039,SUP-008,WH-001,90.5,0.0,3.0,87.5,63.0,95.74,0
2022-04-10,MAT-039,SUP-008,WH-002,76.0,0.0,5.0,71.0,52.0,95.74,0
2022-04-10,MAT-040,SUP-008,WH-002,24.0,0.0,2.0,22.0,27.0,97.48,0
2022/04/10,MAT-040,SUP-008,WH-003,95.0,0.0,5.0,90.0,40.0,97.48,0
2022-04-10,MAT-026,SUP-006,WH-003,4.5,0.0,1.0,3.5,5.0,433.64,0
2022-04-10,MAT-026,SUP-006,WH-004,4.0,0.0,0.0,4.0,5.0,433.64,0
2022-04-10,MAT-027,SUP-006,WH-004,0.5,0.0,0.5,0.0,6.0,657.37,1
2022-04-10,MAT-027,SUP-006,WH-001,8.5,0.0,0.0,8.5,6.0,657.37,0
2022-04-10,MAT-028,SUP-006,WH-001,6.0,0.0,1.0,5.0,6.0,1167.46,0
2022-04-10,MAT-028,SUP-006,WH-002,3.0,8.0,0.0,11.0,6.0,1167.46,0
2022-04-10,MAT-029,SUP-006,WH-002,6.0,0.0,0.0,6.0,6.0,511.8,0
2022-04-10,MAT-029,SUP-006,WH-003,7.5,0.0,0.0,7.5,5.0,511.8,0
2022-04-10,MAT-030,SUP-006,WH-003,10.0,0.0,0.0,10.0,7.0,609.7,0
2022-04-10,MAT-030,SUP-006,WH-004,11.5,0.0,0.0,11.5,7.0,609.7,0
20220410,MAT-021,SUP-005,WH-004,24.5,0.0,0.0,24.5,10.0,208.55,0
20220410,MAT-021,SUP-005,WH-001,7.0,0.0,0.0,7.0,7.0,208.55,0
2022-04-10,MAT-022,SUP-005,WH-001,11.0,0.0,0.0,11.0,6.0,115.12,0
2022-04-10,MAT-022,SUP-005,WH-002,15.5,0.0,1.0,14.5,7.0,115.12,0
2022-04-10,MAT-023,SUP-005,WH-002,3.0,0.0,0.0,3.0,6.0,129.58,0
2022-04-10,MAT-023,SUP-005,WH-003,25.5,0.0,1.0,24.5,10.0,129.58,0
2022-04-10,MAT-024,SUP-005,WH-003,3.0,0.0,0.0,3.0,6.0,176.74,0
2022-04-10,MAT-024,SUP-005,WH-004,25.0,0.0,0.0,25.0,10.0,176.74,0
10-Apr-2022,MAT-025,SUP-005,WH-004,4.5,0.0,0.0,4.5,10.0,127.95,0
10-Apr-2022,MAT-025,SUP-005,WH-001,11.5,0.0,1.0,10.5,9.0,127.95,0
2022-04-10,MAT-011,SUP-004,WH-001,50.0,0.0,10.0,40.0,62.0,56.76,0
2022-04-10,MAT-011,SUP-004,WH-002,23.0,180.0,3.0,200.0,53.0,56.76,0
20220410,MAT-012,SUP-004,WH-002,192.0,0.0,5.0,187.0,35.0,50.61,0
2022-04-10,MAT-012,SUP-004,WH-003,13.0,138.0,2.0,149.0,26.0,50.61,0
2022-04-10,MAT-013,SUP-004,WH-003,29.0,275.0,6.0,298.0,70.0,111.4,0
2022-04-10,MAT-013,SUP-004,WH-004,44.5,0.0,7.0,37.5,39.0,111.4,0
2022-04-10,MAT-014,SUP-004,WH-004,108.0,0.0,10.0,98.0,33.0,50.38,0
2022-04-10,MAT-014,SUP-004,WH-001,225.0,0.0,7.0,218.0,45.0,50.38,0
2022/04/10,MAT-015,SUP-004,WH-001,0.0,0.0,0.0,0.0,36.0,46.55,1
2022-04-10,MAT-015,,WH-002,92.0,0.0,9.0,83.0,38.0,46.55,0
2022-04-10,MAT-031,SUP-007,WH-002,7.0,0.0,0.0,7.0,6.0,1350.5,0
2022-04-10,MAT-031,SUP-007,WH-003,7.0,0.0,0.0,7.0,6.0,1350.5,0
2022-04-10,MAT-032,SUP-007,WH-003,4.5,0.0,0.0,4.5,5.0,1238.66,0
2022-04-10,MAT-032,SUP-007,WH-004,6.0,0.0,1.0,5.0,6.0,1238.66,0
10-Apr-2022,MAT-033,SUP-007,WH-004,4.0,0.0,0.0,4.0,6.0,1179.71,0
2022-04-10,MAT-033,SUP-007,WH-001,2.5,0.0,0.0,2.5,5.0,1179.71,0
2022-04-10,MAT-034,SUP-007,WH-001,10.5,0.0,0.0,10.5,7.0,783.28,0
2022-04-10,MAT-034,SUP-007,WH-002,11.0,0.0,0.0,11.0,6.0,783.28,0
2022-04-10,MAT-035,SUP-007,WH-002,4.0,0.0,0.0,4.0,6.0,1653.49,0
2022/04/10,MAT-035,SUP-007,WH-003,5.5,0.0,0.0,5.5,7.0,1653.49,0
10-Apr-2022,MAT-001,SUP-001,WH-003,0.0,0.0,0.0,0.0,8.0,104.84,0
2022-04-10,MAT-001,SUP-001,WH-004,0.0,0.0,0.0,0.0,8.0,104.84,0
2022-04-10,MAT-002,SUP-002,WH-004,9.0,0.0,0.0,9.0,8.0,241.37,0
2022-04-10,MAT-002,SUP-002,WH-001,12.0,0.0,0.0,12.0,8.0,241.37,0
2022-04-10,MAT-003,SUP-002,WH-001,19.0,0.0,0.0,19.0,9.0,250.33,0
20220410,MAT-003,SUP-002,WH-002,6.5,0.0,0.0,6.5,7.0,250.33,0
10-Apr-2022,MAT-004,SUP-002,WH-002,21.0,0.0,0.0,21.0,9.0,108.45,0
2022-04-10,MAT-004,SUP-002,WH-003,4.0,14.0,0.0,18.0,7.0,108.45,0
2022-04-10,MAT-005,SUP-001,WH-003,5.5,0.0,0.0,5.5,7.0,187.34,0
2022-04-10,MAT-005,SUP-001,WH-004,8.0,0.0,1.0,7.0,11.0,187.34,0
2022-04-10,MAT-016,SUP-003,WH-004,4.0,0.0,0.0,4.0,4.0,1875.37,0
2022-04-10,MAT-016,SUP-003,WH-001,6.0,0.0,0.0,6.0,5.0,1875.37,0
2022-04-10,MAT-017,SUP-003,WH-001,4.5,0.0,0.0,4.5,4.0,3463.71,0
2022-04-10,MAT-017,SUP-003,WH-002,8.5,0.0,0.0,8.5,6.0,3463.71,0
20220410,MAT-018,SUP-003,WH-002,0.0,0.0,0.0,0.0,5.0,2366.63,0
20220410,MAT-018,SUP-003,WH-003,0.0,0.0,0.0,0.0,5.0,2366.63,0
2022-04-10,MAT-019,SUP-003,WH-003,6.5,0.0,1.0,5.5,5.0,2922.43,0
2022-04-10,MAT-019,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,2922.43,0
2022-04-10,MAT-020,SUP-003,WH-004,6.5,0.0,0.0,6.5,4.0,1627.96,0
2022-04-10,MAT-020,SUP-003,WH-001,4.0,0.0,0.0,4.0,4.0,1627.96,0
2022-04-11,MAT-006,SUP-001,WH-001,12.0,0.0,0.0,12.0,7.0,630.77,0
2022-04-11,MAT-006,SUP-001,WH-002,8.5,0.0,0.0,8.5,5.0,630.77,0
2022-04-11,MAT-007,SUP-001,WH-002,5.0,0.0,0.0,5.0,5.0,1810.3,0
2022-04-11,MAT-007,SUP-001,WH-003,0.0,0.0,0.0,0.0,6.0,1810.3,0
2022-04-11,MAT-008,SUP-001,WH-003,10.5,0.0,0.0,10.5,6.0,636.55,0
2022-04-11,MAT-008,SUP-001,WH-004,6.5,0.0,0.0,6.5,4.0,636.55,0
2022-04-11,MAT-009,SUP-002,WH-004,2.0,0.0,0.0,2.0,5.0,677.13,0
2022-04-11,MAT-009,SUP-002,WH-001,10.0,0.0,0.0,10.0,5.0,677.13,0
2022-04-11,MAT-010,SUP-002,WH-001,6.5,0.0,0.0,6.5,3.0,856.73,0
11-Apr-2022,MAT-010,SUP-002,WH-002,8.5,0.0,0.0,8.5,5.0,856.73,0
2022-04-11,MAT-036,SUP-008,WH-002,60.0,0.0,5.0,55.0,33.0,75.97,0
2022-04-11,MAT-036,SUP-008,WH-003,100.0,0.0,7.0,93.0,49.0,75.97,0
2022/04/11,MAT-037,SUP-004,WH-003,9.0,0.0,8.0,1.0,40.0,108.65,0
