maintenance_id,material_id,quantity,warehouse_id
MNT-000649,MAT-019,6,WH-003
MNT-000650,MAT-001,7,WH-003
MNT-000652,MAT-017,6,WH-002
MNT-000653,MAT-014,2,WH-001
MNT-000655,MAT-007,3,WH-003
MNT-000656,MAT-008,6,WH-004
MNT-000657,MAT-038,8,WH-001
MNT-000658,MAT-015,4,WH-001
MNT-000659,MAT-039,8,WH-001
MNT-000661,MAT-035,4,WH-002
MNT-000662,MAT-006,4,WH-001
MNT-000662,MAT-015,1,WH-001
MNT-000663,MAT-011,5,WH-001
MNT-000663,MAT-016,4,WH-001
MNT-000664,MAT-023,2,WH-002
MNT-000665,MAT-012,2,WH-002
MNT-000666,MAT-008,5,WH-003
MNT-000666,MAT-012,1,WH-003
MNT-000667,MAT-004,9,WH-002
MNT-000668,MAT-009,6,WH-001
MNT-000670,MAT-005,1,WH-003
MNT-000670,MAT-013,4,WH-003
MNT-000671,MAT-010,1,WH-001
MNT-000672,MAT-003,7,WH-001
MNT-000673,MAT-031,6,WH-002
MNT-000673,MAT-035,2,WH-002
MNT-000674,MAT-007,1,WH-003
MNT-000675,MAT-014,1,WH-004
MNT-000675,MAT-016,1,WH-004
MNT-000676,MAT-006,12,WH-002
MNT-000677,MAT-023,7,WH-002
MNT-000679,MAT-009,6,WH-001
MNT-000680,MAT-002,7,WH-004
MNT-000682,MAT-021,2,WH-001
MNT-000683,MAT-010,5,WH-002
MNT-000683,MAT-011,3,WH-002
MNT-000684,MAT-001,8,WH-004
MNT-000685,MAT-019,1,WH-004
MNT-000686,MAT-003,1,WH-001
MNT-000686,MAT-017,4,WH-001
MNT-000687,MAT-013,2,WH-003
MNT-000688,MAT-034,6,WH-001
MNT-000689,MAT-034,1,WH-001
MNT-000690,MAT-033,3,WH-004
MNT-000691,MAT-012,2,WH-003
MNT-000692,MAT-012,1,WH-003
MNT-000693,MAT-007,8,WH-002
MNT-000694,MAT-019,8,WH-004
MNT-000695,MAT-009,1,WH-004
MNT-000696,MAT-008,5,WH-003
MNT-000696,MAT-012,6,WH-003
MNT-000697,MAT-036,6,WH-003
MNT-000698,MAT-015,3,WH-002
MNT-000699,MAT-014,5,WH-001
MNT-000699,MAT-015,2,WH-001
MNT-000700,MAT-018,4,WH-002
MNT-000701,MAT-005,6,WH-003
MNT-000703,MAT-003,3,WH-001
MNT-000703,MAT-038,4,WH-001
MNT-000704,MAT-008,5,WH-003
MNT-000705,MAT-034,8,WH-002
MNT-000706,MAT-035,4,WH-003
MNT-000707,MAT-035,1,WH-003
MNT-000708,MAT-039,6,WH-002
MNT-000709,MAT-018,8,WH-002
MNT-000711,MAT-009,2,WH-004
MNT-000713,MAT-006,4,WH-001
MNT-000714,MAT-010,6,WH-002
MNT-000714,MAT-011,3,WH-002
MNT-000715,MAT-010,4,WH-001
MNT-000715,MAT-025,4,WH-001
MNT-000716,MAT-004,8,WH-002
MNT-000717,MAT-004,2,WH-002
MNT-000718,MAT-011,4,WH-001
MNT-000719,MAT-016,4,WH-004
MNT-000720,MAT-017,8,WH-002
MNT-000722,MAT-013,2,WH-004
MNT-000723,MAT-006,4,WH-001
MNT-000724,MAT-002,2,WH-001
MNT-000725,MAT-010,8,WH-002
MNT-000726,MAT-003,3,WH-002
MNT-000726,MAT-017,4,WH-002
MNT-000727,MAT-015,2,WH-002
MNT-000728,MAT-007,8,WH-003
MNT-000729,MAT-008,1,WH-003
MNT-000730,MAT-018,5,WH-002
MNT-000732,MAT-011,5,WH-001
MNT-000733,MAT-013,5,WH-003
MNT-000734,MAT-001,5,WH-004
MNT-000734,MAT-009,6,WH-004
MNT-000735,MAT-021,7,WH-004
MNT-000736,MAT-027,1,WH-004
MNT-000737,MAT-001,7,WH-004
MNT-000738,MAT-028,2,WH-001
MNT-000739,MAT-002,6,WH-001
MNT-000741,MAT-018,8,WH-003
MNT-000742,MAT-025,8,WH-004
MNT-000743,MAT-019,1,WH-003
MNT-000744,MAT-006,2,WH-001
MNT-000745,MAT-012,6,WH-003
MNT-000746,MAT-013,1,WH-003
MNT-000747,MAT-013,6,WH-004
MNT-000748,MAT-037,4,WH-004
MNT-000750,MAT-003,7,WH-001
MNT-000751,MAT-011,4,WH-001
MNT-000752,MAT-013,2,WH-003
MNT-000753,MAT-008,6,WH-004
MNT-000754,MAT-005,1,WH-004
MNT-000755,MAT-032,3,WH-004
MNT-000755,MAT-033,2,WH-004
MNT-000756,MAT-005,7,WH-004
MNT-000757,MAT-034,5,WH-001
MNT-000759,MAT-009,3,WH-004
MNT-000760,MAT-010,3,WH-002
MNT-000760,MAT-011,4,WH-002
MNT-000761,MAT-008,7,WH-003
MNT-000762,MAT-004,1,WH-003
MNT-000763,MAT-004,1,WH-002
MNT-000763,MAT-006,1,WH-002
MNT-000764,MAT-003,3,WH-002
MNT-000764,MAT-036,4,WH-002
MNT-000765,MAT-001,5,WH-004
MNT-000766,MAT-033,4,WH-001
MNT-000766,MAT-039,6,WH-001
MNT-000767,MAT-037,5,WH-003
MNT-000768,MAT-007,5,WH-003
MNT-000769,MAT-039,8,WH-002
MNT-000770,MAT-021,4,WH-001
MNT-000771,MAT-001,7,WH-003
MNT-000772,MAT-028,5,WH-002
MNT-000773,MAT-022,4,WH-002
MNT-000774,MAT-023,2,WH-002
MNT-000775,MAT-002,7,WH-004
MNT-000776,MAT-031,5,WH-002
MNT-000777,MAT-020,6,WH-001
MNT-000778,MAT-005,2,WH-004
MNT-000779,MAT-013,4,WH-003
MNT-000779,MAT-019,5,WH-003
MNT-000780,MAT-039,1,WH-001
MNT-000781,MAT-040,7,WH-003
MNT-000782,MAT-036,2,WH-003
MNT-000783,MAT-024,4,WH-003
MNT-000784,MAT-015,7,WH-001
MNT-000785,MAT-015,4,WH-002
MNT-000786,MAT-026,5,WH-003
MNT-000787,MAT-018,6,WH-002
MNT-000788,MAT-023,3,WH-003
MNT-000789,MAT-002,5,WH-001
MNT-000790,MAT-002,4,WH-004
MNT-000791,MAT-010,6,WH-002
MNT-000793,MAT-009,3,WH-004
MNT-000794,MAT-009,2,WH-004
MNT-000795,MAT-020,7,WH-004
MNT-000797,MAT-002,3,WH-004
MNT-000798,MAT-032,1,WH-004
MNT-000799,MAT-032,5,WH-004
MNT-000800,MAT-021,6,WH-004
MNT-000800,MAT-030,4,WH-004
MNT-000801,MAT-038,6,WH-004
MNT-000802,MAT-016,7,WH-001
MNT-000804,MAT-017,5,WH-002
MNT-000805,MAT-001,2,WH-003
MNT-000805,MAT-008,3,WH-003
MNT-000806,MAT-021,6,WH-004
MNT-000807,MAT-012,5,WH-003
MNT-000808,MAT-018,8,WH-002
MNT-000809,MAT-023,2,WH-002
MNT-000810,MAT-004,8,WH-002
MNT-000811,MAT-013,5,WH-003
MNT-000812,MAT-019,5,WH-003
MNT-000813,MAT-019,2,WH-004
MNT-000813,MAT-033,6,WH-004
MNT-000814,MAT-012,4,WH-002
MNT-000815,MAT-004,2,WH-002
MNT-000816,MAT-019,5,WH-003
MNT-000817,MAT-040,4,WH-003
MNT-000818,MAT-014,2,WH-004
MNT-000819,MAT-005,6,WH-004
MNT-000820,MAT-007,6,WH-003
MNT-000820,MAT-013,6,WH-003
MNT-000821,MAT-009,5,WH-004
MNT-000822,MAT-014,3,WH-001
MNT-000823,MAT-006,2,WH-001
MNT-000824,MAT-017,2,WH-002
MNT-000826,MAT-019,4,WH-003
MNT-000827,MAT-003,6,WH-001
MNT-000828,MAT-007,3,WH-002
MNT-000829,MAT-004,2,WH-002
MNT-000830,MAT-003,3,WH-001
MNT-000831,MAT-003,2,WH-001
MNT-000832,MAT-011,6,WH-002
MNT-000833,MAT-019,5,WH-003
MNT-000833,MAT-023,5,WH-003
MNT-000834,MAT-002,3,WH-004
MNT-000835,MAT-009,4,WH-004
MNT-000836,MAT-006,7,WH-001
MNT-000837,MAT-002,1,WH-001
MNT-000838,MAT-006,2,WH-001
MNT-000838,MAT-015,2,WH-001
MNT-000839,MAT-014,5,WH-004
MNT-000840,MAT-009,4,WH-004
MNT-000841,MAT-028,5,WH-001
MNT-000842,MAT-010,5,WH-002
MNT-000843,MAT-015,2,WH-002
MNT-000844,MAT-036,7,WH-002
MNT-000845,MAT-033,5,WH-004
MNT-000846,MAT-019,1,WH-004
MNT-000847,MAT-021,2,WH-001
MNT-000848,MAT-022,2,WH-001
MNT-000849,MAT-038,7,WH-001
MNT-000850,MAT-018,2,WH-003
MNT-000851,MAT-034,6,WH-001
MNT-000852,MAT-013,4,WH-004
MNT-000854,MAT-035,4,WH-002
MNT-000855,MAT-015,4,WH-001
MNT-000856,MAT-018,7,WH-003
MNT-000858,MAT-017,6,WH-002
MNT-000859,MAT-012,4,WH-003
MNT-000860,MAT-003,3,WH-002
MNT-000861,MAT-001,6,WH-003
MNT-000863,MAT-037,4,WH-003
MNT-000864,MAT-031,2,WH-003
MNT-000864,MAT-032,2,WH-003
MNT-000865,MAT-040,7,WH-003
MNT-000866,MAT-006,1,WH-002
MNT-000866,MAT-012,6,WH-002
MNT-000867,MAT-003,6,WH-002
MNT-000867,MAT-007,3,WH-002
MNT-000868,MAT-009,5,WH-004
MNT-000869,MAT-030,7,WH-004
MNT-000870,MAT-024,1,WH-004
MNT-000871,MAT-005,5,WH-003
MNT-000872,MAT-010,5,WH-001
MNT-000874,MAT-012,6,WH-002
MNT-000875,MAT-002,6,WH-001
MNT-000877,MAT-016,4,WH-001
MNT-000878,MAT-013,3,WH-004
MNT-000879,MAT-007,5,WH-002
MNT-000879,MAT-011,1,WH-002
MNT-000880,MAT-017,7,WH-002
MNT-000881,MAT-035,1,WH-003
MNT-000882,MAT-009,2,WH-001
MNT-000884,MAT-011,1,WH-002
MNT-000885,MAT-013,4,WH-004
MNT-000886,MAT-021,4,WH-004
MNT-000887,MAT-023,3,WH-003
MNT-000888,MAT-023,1,WH-003
MNT-000889,MAT-004,4,WH-002
MNT-000891,MAT-014,3,WH-004
MNT-000892,MAT-012,3,WH-003
MNT-000892,MAT-013,2,WH-003
MNT-000893,MAT-002,6,WH-004
MNT-000894,MAT-008,1,WH-003
MNT-000894,MAT-012,6,WH-003
MNT-000895,MAT-003,5,WH-001
MNT-000897,MAT-004,1,WH-002
MNT-000898,MAT-001,2,WH-003
MNT-000898,MAT-013,1,WH-003
MNT-000899,MAT-035,7,WH-003
MNT-000900,MAT-001,2,WH-004
MNT-000900,MAT-014,4,WH-004
MNT-000901,MAT-002,2,WH-004
MNT-000902,MAT-033,4,WH-001
MNT-000903,MAT-018,4,WH-002
MNT-000904,MAT-005,5,WH-004
MNT-000905,MAT-037,8,WH-004
MNT-000906,MAT-005,2,WH-004
MNT-000907,MAT-008,6,WH-003
MNT-000908,MAT-024,6,WH-003
MNT-000909,MAT-006,4,WH-001
MNT-000910,MAT-013,5,WH-004
MNT-000911,MAT-006,2,WH-002
MNT-000911,MAT-012,6,WH-002
MNT-000912,MAT-032,4,WH-004
MNT-000912,MAT-037,3,WH-004
MNT-000913,MAT-039,3,WH-002
MNT-000914,MAT-019,4,WH-003
MNT-000915,MAT-005,4,WH-004
MNT-000916,MAT-011,6,WH-001
MNT-000917,MAT-006,6,WH-001
MNT-000917,MAT-020,5,WH-001
MNT-000918,MAT-002,4,WH-004
MNT-000920,MAT-019,4,WH-003
MNT-000921,MAT-015,2,WH-001
MNT-000922,MAT-033,7,WH-001
MNT-000923,MAT-015,8,WH-002
MNT-000924,MAT-029,4,WH-002
MNT-000925,MAT-005,2,WH-004
MNT-000927,MAT-015,1,WH-002
MNT-000928,MAT-004,7,WH-002
MNT-000929,MAT-013,4,WH-004
MNT-000930,MAT-014,8,WH-004
MNT-000931,MAT-019,2,WH-003
MNT-000932,MAT-023,2,WH-003
MNT-000933,MAT-016,7,WH-004
MNT-000934,MAT-036,6,WH-003
MNT-000935,MAT-012,5,WH-002
MNT-000936,MAT-017,5,WH-001
MNT-000937,MAT-002,1,WH-001
MNT-000937,MAT-017,1,WH-001
MNT-000938,MAT-007,6,WH-002
MNT-000940,MAT-003,2,WH-002
MNT-000940,MAT-004,4,WH-002
MNT-000941,MAT-001,4,WH-003
MNT-000943,MAT-016,4,WH-004
MNT-000943,MAT-021,3,WH-004
MNT-000944,MAT-011,1,WH-001
MNT-000945,MAT-009,6,WH-004
MNT-000946,MAT-039,7,WH-002
MNT-000947,MAT-034,2,WH-002
MNT-000948,MAT-026,4,WH-004
MNT-000949,MAT-006,7,WH-001
MNT-000950,MAT-012,1,WH-002
MNT-000950,MAT-018,4,WH-002
MNT-000951,MAT-012,3,WH-002
MNT-000952,MAT-004,1,WH-002
MNT-000953,MAT-001,5,WH-003
MNT-000955,MAT-031,4,WH-003
MNT-000955,MAT-040,6,WH-003
MNT-000956,MAT-013,6,WH-003
MNT-000957,MAT-021,6,WH-001
MNT-000958,MAT-008,4,WH-004
MNT-000958,MAT-014,6,WH-004
MNT-000959,MAT-033,2,WH-001
MNT-000960,MAT-038,2,WH-001
MNT-000961,MAT-021,7,WH-004
MNT-000963,MAT-039,6,WH-001
MNT-000964,MAT-006,3,WH-002
MNT-000965,MAT-016,3,WH-004
MNT-000966,MAT-038,2,WH-004
MNT-000967,MAT-010,2,WH-001
MNT-000967,MAT-011,6,WH-001
MNT-000968,MAT-011,2,WH-001
MNT-000968,MAT-015,6,WH-001
MNT-000969,MAT-004,2,WH-002
MNT-000970,MAT-010,1,WH-002
MNT-000971,MAT-008,1,WH-003
MNT-000971,MAT-013,3,WH-003
MNT-000972,MAT-003,3,WH-001
MNT-000972,MAT-011,5,WH-001
MNT-000973,MAT-001,3,WH-004
MNT-000974,MAT-031,4,WH-003
MNT-000975,MAT-031,1,WH-003
MNT-000976,MAT-017,6,WH-002
MNT-000977,MAT-003,5,WH-002
MNT-000977,MAT-017,5,WH-002
MNT-000978,MAT-001,7,WH-003
MNT-000979,MAT-001,3,WH-004
MNT-000979,MAT-009,6,WH-004
MNT-000980,MAT-001,6,WH-003
MNT-000981,MAT-007,3,WH-003
MNT-000981,MAT-012,2,WH-003
MNT-000982,MAT-008,6,WH-004
MNT-000984,MAT-033,2,WH-001
MNT-000985,MAT-007,5,WH-002
MNT-000986,MAT-025,4,WH-004
MNT-000987,MAT-003,3,WH-001
MNT-000988,MAT-017,7,WH-001
MNT-000990,MAT-008,6,WH-003
MNT-000990,MAT-013,2,WH-003
MNT-000991,MAT-009,1,WH-001
MNT-000991,MAT-010,2,WH-001
MNT-000992,MAT-003,3,WH-001
MNT-000993,MAT-005,7,WH-003
MNT-000995,MAT-001,6,WH-003
MNT-000996,MAT-003,5,WH-001
MNT-000996,MAT-009,5,WH-001
MNT-000997,MAT-011,6,WH-001
MNT-000998,MAT-003,1,WH-001
MNT-000999,MAT-029,4,WH-002
MNT-001000,MAT-012,5,WH-002
MNT-001001,MAT-036,1,WH-002
MNT-001002,MAT-020,5,WH-004
MNT-001003,MAT-009,4,WH-001
MNT-001004,MAT-007,5,WH-002
MNT-001004,MAT-010,3,WH-002
MNT-001005,MAT-003,4,WH-002
MNT-001005,MAT-006,2,WH-002
MNT-001006,MAT-028,3,WH-002
MNT-001006,MAT-029,3,WH-002
MNT-001007,MAT-012,2,WH-003
MNT-001008,MAT-026,5,WH-003
MNT-001009,MAT-030,1,WH-003
MNT-001010,MAT-004,2,WH-002
MNT-001011,MAT-014,2,WH-004
MNT-001012,MAT-015,6,WH-001
MNT-001012,MAT-021,3,WH-001
MNT-001013,MAT-001,4,WH-003
MNT-001013,MAT-007,1,WH-003
MNT-001014,MAT-008,3,WH-004
MNT-001014,MAT-013,1,WH-004
MNT-001015,MAT-013,6,WH-003
MNT-001016,MAT-002,4,WH-004
MNT-001016,MAT-020,1,WH-004
MNT-001017,MAT-002,2,WH-001
MNT-001017,MAT-011,5,WH-001
MNT-001018,MAT-023,3,WH-002
MNT-001020,MAT-001,6,WH-004
MNT-001021,MAT-040,2,WH-003
MNT-001022,MAT-031,8,WH-003
MNT-001023,MAT-004,4,WH-002
MNT-001024,MAT-006,7,WH-002
MNT-001025,MAT-039,6,WH-001
MNT-001027,MAT-037,3,WH-004
MNT-001028,MAT-014,4,WH-001
MNT-001028,MAT-021,1,WH-001
MNT-001029,MAT-002,3,WH-001
MNT-001030,MAT-024,7,WH-004
MNT-001031,MAT-033,8,WH-004
MNT-001032,MAT-032,2,WH-004
MNT-001033,MAT-002,4,WH-004
MNT-001034,MAT-013,8,WH-004
MNT-001035,MAT-001,3,WH-004
MNT-001035,MAT-020,5,WH-004
MNT-001036,MAT-008,8,WH-003
MNT-001037,MAT-018,1,WH-003
MNT-001038,MAT-009,8,WH-001
MNT-001040,MAT-010,6,WH-002
MNT-001041,MAT-004,4,WH-003
MNT-001042,MAT-004,8,WH-002
MNT-001043,MAT-009,5,WH-004
MNT-001044,MAT-024,3,WH-003
MNT-001046,MAT-007,4,WH-003
MNT-001047,MAT-003,4,WH-001
MNT-001048,MAT-010,3,WH-002
MNT-001049,MAT-017,2,WH-002
MNT-001050,MAT-013,4,WH-003
MNT-001051,MAT-011,3,WH-001
MNT-001052,MAT-012,4,WH-003
MNT-001052,MAT-026,3,WH-003
MNT-001053,MAT-014,3,WH-004
MNT-001054,MAT-004,2,WH-003
MNT-001055,MAT-001,6,WH-004
MNT-001056,MAT-016,2,WH-004
MNT-001057,MAT-031,2,WH-002
MNT-001058,MAT-035,1,WH-002
MNT-001059,MAT-038,5,WH-004
MNT-001060,MAT-003,6,WH-001
MNT-001061,MAT-023,7,WH-002
MNT-001062,MAT-001,1,WH-003
MNT-001063,MAT-037,8,WH-004
MNT-001065,MAT-007,5,WH-003
MNT-001067,MAT-014,6,WH-004
MNT-001068,MAT-014,4,WH-001
MNT-001069,MAT-004,6,WH-002
MNT-001071,MAT-002,8,WH-001
MNT-001072,MAT-010,5,WH-002
MNT-001073,MAT-016,6,WH-001
MNT-001074,MAT-015,7,WH-002
MNT-001075,MAT-011,6,WH-001
MNT-001076,MAT-011,6,WH-002
MNT-001077,MAT-011,4,WH-002
MNT-001078,MAT-017,6,WH-001
MNT-001078,MAT-020,3,WH-001
MNT-001079,MAT-013,6,WH-004
MNT-001080,MAT-001,2,WH-004
MNT-001081,MAT-020,1,WH-004
MNT-001082,MAT-013,2,WH-004
MNT-001083,MAT-022,6,WH-001
MNT-001084,MAT-003,4,WH-001
MNT-001085,MAT-010,2,WH-001
MNT-001086,MAT-005,5,WH-004
MNT-001086,MAT-037,5,WH-004
MNT-001087,MAT-032,8,WH-003
MNT-001089,MAT-019,2,WH-003
MNT-001090,MAT-010,3,WH-001
MNT-001090,MAT-014,3,WH-001
MNT-001091,MAT-001,5,WH-003
MNT-001093,MAT-011,4,WH-001
MNT-001094,MAT-013,3,WH-004
MNT-001095,MAT-011,6,WH-001
MNT-001096,MAT-012,5,WH-003
MNT-001097,MAT-013,5,WH-003
MNT-001098,MAT-015,6,WH-002
MNT-001099,MAT-006,1,WH-002
MNT-001099,MAT-007,3,WH-002
MNT-001100,MAT-020,1,WH-004
MNT-001101,MAT-002,1,WH-004
MNT-001101,MAT-005,2,WH-004
MNT-001102,MAT-004,6,WH-002
MNT-001102,MAT-006,2,WH-002
MNT-001103,MAT-003,3,WH-001
MNT-001104,MAT-014,6,WH-004
MNT-001105,MAT-035,3,WH-003
MNT-001106,MAT-003,4,WH-001
MNT-001106,MAT-039,2,WH-001
MNT-001107,MAT-004,4,WH-002
MNT-001107,MAT-010,4,WH-002
MNT-001108,MAT-012,4,WH-003
MNT-001109,MAT-009,2,WH-004
MNT-001109,MAT-013,5,WH-004
MNT-001110,MAT-039,6,WH-001
MNT-001111,MAT-039,4,WH-002
MNT-001113,MAT-002,8,WH-001
MNT-001114,MAT-003,1,WH-001
